Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Wilson Betemit#,18,69,308,269,54,89,15,2,5,37,3,4,30,37,.331,.393,.457,.851,123,4,1,3,5,2,1,2000,Short-Season A,ATL
Nick Crocker*,22,2,9,8,2,1,0,0,0,0,0,0,1,4,.125,.222,.125,.347,1,0,0,0,0,0,0,2000,Short-Season A,ATL
Keoni De Renne#,21,20,80,66,19,20,6,0,1,9,6,1,11,5,.303,.413,.439,.852,29,3,2,0,1,0,0,2000,Short-Season A,ATL
Greg Donato,19,67,284,266,56,82,12,5,8,40,12,3,13,56,.308,.336,.481,.817,128,5,0,1,4,0,0,2000,Short-Season A,ATL
Mike Forbes*,20,61,241,196,29,63,13,3,5,43,2,0,36,43,.321,.427,.495,.922,97,5,3,2,4,1,0,2000,Short-Season A,ATL
David Gotauco,22,21,69,59,5,16,6,0,2,9,1,0,6,9,.271,.362,.475,.837,28,1,3,0,1,0,0,2000,Short-Season A,ATL
Kevin Green,21,17,62,56,5,7,1,0,1,7,0,0,5,25,.125,.210,.196,.406,11,2,1,0,0,0,0,2000,Short-Season A,ATL
Marcus Hambrick*,21,60,214,195,17,52,9,5,3,25,5,5,13,44,.267,.310,.410,.720,80,1,1,1,4,0,0,2000,Short-Season A,ATL
Shaun Harper,20,72,275,257,33,58,12,5,5,24,5,4,13,89,.226,.263,.370,.632,95,2,1,1,3,1,0,2000,Short-Season A,ATL
Jean Langlois,21,15,49,41,5,3,0,0,0,3,1,1,4,12,.073,.204,.073,.277,3,0,3,0,1,0,0,2000,Short-Season A,ATL
Raul Lopez*,21,72,298,267,32,59,15,2,5,41,0,0,26,52,.221,.295,.348,.644,93,9,3,0,2,2,0,2000,Short-Season A,ATL
Hanlet Melo,18,8,24,23,1,5,1,0,0,1,0,0,1,6,.217,.250,.261,.511,6,2,0,0,0,0,0,2000,Short-Season A,ATL
Pete Orr*,21,69,299,265,40,64,8,1,2,15,9,5,24,51,.242,.314,.302,.616,80,4,6,0,4,0,1,2000,Short-Season A,ATL
Ray Serrano,19,21,82,78,9,25,4,0,5,14,1,0,2,9,.321,.341,.564,.906,44,0,1,0,1,0,0,2000,Short-Season A,ATL
Bryce Terveen*,22,55,224,196,30,64,11,1,3,41,0,1,23,38,.327,.399,.439,.838,86,3,2,1,2,3,0,2000,Short-Season A,ATL
Charles Thomas*,21,68,285,264,39,80,20,8,1,25,10,2,19,58,.303,.351,.451,.802,119,7,1,0,1,0,1,2000,Short-Season A,ATL
Jose Villar,21,23,93,82,7,14,3,0,1,8,1,3,9,23,.171,.269,.244,.513,20,1,2,0,0,0,0,2000,Short-Season A,ATL
