Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jose Fernandez,20,12,6,.667,2.19,28,28,0,0,0,0,172.2,111,47,42,10,58,5,187,5,1,3,681,176,2.73,0.979,5.8,0.5,3.0,9.7,3.22,1
SP,Tom Koehler,27,5,10,.333,4.41,29,23,2,0,0,0,143.0,140,72,70,14,54,2,92,5,0,7,601,88,4.27,1.357,8.8,0.9,3.4,5.8,1.70,1
SP,Jacob Turner,22,3,8,.273,3.74,20,20,0,1,0,0,118.0,116,55,49,11,54,5,77,4,0,11,514,103,4.43,1.441,8.8,0.8,4.1,5.9,1.43,1
SP,Ricky Nolasco,30,5,8,.385,3.85,18,18,0,0,0,0,112.1,112,50,48,11,25,1,90,4,0,4,468,100,3.49,1.220,9.0,0.9,2.0,7.2,3.60,1
SP,Nathan Eovaldi,23,4,6,.400,3.39,18,18,0,0,0,0,106.1,100,44,40,7,40,3,78,1,0,3,451,114,3.59,1.317,8.5,0.6,3.4,6.6,1.95,1
SP,Henderson Alvarez III,23,5,6,.455,3.59,17,17,0,1,1,0,102.2,90,42,41,2,27,1,57,7,1,4,418,108,3.18,1.140,7.9,0.2,2.4,5.0,2.11,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Steve Cishek,27,4,6,.400,2.33,69,0,62,0,0,34,69.2,53,19,18,3,22,6,74,2,0,1,281,167,2.52,1.077,6.8,0.4,2.8,9.6,3.36,1
RP,Ryan Webb,27,2,6,.250,2.91,66,0,19,0,0,0,80.1,70,30,26,5,27,5,54,2,0,4,332,133,3.60,1.207,7.8,0.6,3.0,6.0,2.00,1
RP,AJ Ramos,26,3,4,.429,3.15,68,0,18,0,0,0,80.0,58,32,28,4,43,3,86,2,0,1,338,123,3.24,1.263,6.5,0.5,4.8,9.7,2.00,1
RP,Mike Dunn*,28,3,4,.429,2.66,75,0,15,0,0,2,67.2,53,21,20,5,28,4,72,0,0,2,282,146,3.12,1.197,7.0,0.7,3.7,9.6,2.57,1
RP,Chad Qualls,34,5,2,.714,2.61,66,0,12,0,0,0,62.0,57,18,18,4,19,7,49,2,0,1,252,148,3.32,1.226,8.3,0.6,2.8,7.1,2.58,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kevin Slowey,29,3,6,.333,4.11,20,14,2,0,0,0,92.0,106,44,42,12,18,0,76,4,0,1,395,94,3.81,1.348,10.4,1.2,1.8,7.4,4.22,1
,Alex Sanabia,24,3,7,.300,4.88,10,10,0,0,0,0,55.1,69,33,30,10,25,3,31,4,0,1,251,79,5.85,1.699,11.2,1.6,4.1,5.0,1.24,1
