Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Derek Holland*,26,10,9,.526,3.42,33,33,0,2,2,0,213.0,210,90,81,20,64,0,189,3,1,9,894,120,3.44,1.286,8.9,0.8,2.7,8.0,2.95,1
SP,Yu Darvish,26,13,9,.591,2.83,32,32,0,0,0,0,209.2,145,68,66,26,80,1,277,8,1,7,841,145,3.28,1.073,6.2,1.1,3.4,11.9,3.46,1
SP,Martin Perez*,22,10,6,.625,3.62,20,20,0,1,0,0,124.1,129,55,50,15,37,0,84,3,2,9,529,114,4.23,1.335,9.3,1.1,2.7,6.1,2.27,1
SP,Alexi Ogando,29,7,4,.636,3.11,23,18,0,0,0,0,104.1,87,38,36,11,41,1,72,5,1,6,428,133,4.36,1.227,7.5,0.9,3.5,6.2,1.76,1
SP,Nick Tepesch,24,4,6,.400,4.84,19,17,1,0,0,0,93.0,100,53,50,12,27,3,76,7,0,0,407,85,4.19,1.366,9.7,1.2,2.6,7.4,2.81,1
SP,Justin Grimm,24,7,7,.500,6.37,17,17,0,0,0,0,89.0,116,67,63,15,31,1,68,1,0,4,406,65,4.79,1.652,11.7,1.5,3.1,6.9,2.19,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Joe Nathan,38,6,2,.750,1.39,67,0,61,0,0,43,64.2,36,10,10,2,22,3,73,1,0,4,250,297,2.26,0.897,5.0,0.3,3.1,10.2,3.32,1
RP,Tanner Scheppers,26,6,2,.750,1.88,76,0,11,0,0,1,76.2,58,21,16,6,24,4,59,7,0,4,302,220,3.74,1.070,6.8,0.7,2.8,6.9,2.46,1
RP,Robbie Ross*,24,4,2,.667,3.03,65,0,16,0,0,0,62.1,63,21,21,4,19,2,58,5,0,2,267,136,3.18,1.316,9.1,0.6,2.7,8.4,3.05,1
RP,Neal Cotts*,33,8,3,.727,1.11,58,0,6,0,0,1,57.0,36,8,7,2,18,1,65,0,0,3,223,375,2.17,0.947,5.7,0.3,2.8,10.3,3.61,1
RP,Jason Frasor,35,4,3,.571,2.57,61,0,11,0,0,0,49.0,36,15,14,4,20,3,48,0,0,2,200,161,3.37,1.143,6.6,0.7,3.7,8.8,2.40,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matt Garza,29,4,5,.444,4.38,13,13,0,1,0,0,84.1,89,47,41,12,22,1,74,1,0,4,359,94,3.96,1.316,9.5,1.3,2.3,7.9,3.36,1
,Ross Wolf,30,1,3,.250,4.15,22,3,10,0,0,0,47.2,58,24,22,5,15,1,21,1,0,2,207,100,4.54,1.531,11.0,0.9,2.8,4.0,1.40,1
,Joe Ortiz*,22,2,2,.500,4.23,32,0,10,0,0,0,44.2,46,26,21,5,10,2,27,0,0,0,187,98,3.97,1.254,9.3,1.0,2.0,5.4,2.70,1
,Josh Lindblom,26,1,3,.250,5.46,8,5,2,0,0,0,31.1,35,19,19,4,11,2,21,0,0,2,137,76,4.42,1.468,10.1,1.1,3.2,6.0,1.91,1
,Joakim Soria,29,1,0,1.000,3.80,26,0,9,0,0,0,23.2,18,10,10,2,14,2,28,1,0,2,101,110,3.68,1.352,6.8,0.8,5.3,10.6,2.00,1
,Michael Kirkman*,26,0,2,.000,8.18,25,0,7,0,0,1,22.0,36,20,20,2,15,4,25,0,0,2,115,51,4.00,2.318,14.7,0.8,6.1,10.2,1.67,1
,Travis Blackley*,30,1,1,.500,4.70,4,3,0,0,0,0,15.1,16,8,8,2,2,0,11,0,0,3,59,90,3.70,1.174,9.4,1.2,1.2,6.5,5.50,1
,Derek Lowe,40,1,0,1.000,9.00,9,0,2,0,0,0,13.0,16,13,13,3,3,0,8,2,0,0,57,47,5.97,1.462,11.1,2.1,2.1,5.5,2.67,1
,Cory Burns,25,1,0,1.000,3.18,10,0,4,0,0,0,11.1,12,4,4,1,7,2,5,1,0,2,54,134,5.43,1.676,9.5,0.8,5.6,4.0,0.71,1
,Matt Harrison*,27,0,2,.000,8.44,2,2,0,0,0,0,10.2,14,11,10,2,7,2,12,0,0,0,51,50,5.20,1.969,11.8,1.7,5.9,10.1,1.71,1
,Kyle McClellan,29,0,1,.000,7.71,7,0,4,0,0,0,9.1,7,8,8,2,5,0,3,1,0,1,40,55,7.12,1.286,6.8,1.9,4.8,2.9,0.60,1
,Neftali Feliz,25,0,0,,0.00,6,0,2,0,0,0,4.2,5,0,0,0,2,0,4,1,0,0,21,,3.26,1.500,9.6,0.0,3.9,7.7,2.00,1
,Wilmer Font,23,0,0,,0.00,2,0,2,0,0,0,1.1,1,0,0,0,2,0,0,0,0,0,7,,7.55,2.250,6.8,0.0,13.5,0.0,0.00,1
,David Murphy*,31,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,,1.05,1.000,9.0,0.0,0.0,9.0,,1
,Team Totals,27.1,91,72,.558,3.62,163,163,159,4,2,46,1463.1,1370,636,589,157,498,35,1309,48,5,68,6146,114,3.77,1.277,8.4,1.0,3.1,8.1,2.63,1
,Rank in 15 AL teams,,6,10,,4,,,,7,9,4,3 ,7,4,4,6,9,,4,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
