Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Kyle Boyer,22,49,198,178,27,52,10,3,0,19,20,4,14,49,.292,.357,.382,.739,68,2,4,2,0,0,0
Josh Bridges,22,8,15,15,0,2,0,0,0,0,0,0,0,5,.133,.133,.133,.267,2,0,0,0,0,0,0
Clint Chauncey,21,50,175,152,21,36,7,1,0,11,7,3,17,27,.237,.320,.296,.616,45,2,2,3,1,0,0
Tyler Durham,22,57,222,196,19,44,5,0,1,20,10,5,13,51,.224,.292,.265,.557,52,2,6,6,1,0,0
Chris Eickhorst,22,6,19,17,2,3,1,0,0,0,0,0,2,3,.176,.263,.235,.498,4,0,0,0,0,0,0
Rafael Estrada#,21,17,20,17,2,4,0,1,0,2,3,1,1,7,.235,.316,.353,.669,6,0,1,1,0,0,0
Melvin Falu#,21,49,157,145,12,32,9,1,1,12,1,5,7,22,.221,.269,.317,.586,46,3,3,1,1,1,0
Garris Gonce,22,29,86,78,6,16,4,0,0,5,1,0,4,19,.205,.253,.256,.509,20,1,1,3,0,0,0
Reid Gorecki,21,73,304,274,55,77,8,13,8,52,22,11,20,57,.281,.327,.493,.819,135,2,2,1,7,0,1
Steve Green*,23,7,25,23,2,5,0,0,0,1,0,0,2,3,.217,.280,.217,.497,5,0,0,0,0,0,0
Travis Hanson*,21,75,291,272,31,80,17,5,4,40,1,1,12,55,.294,.326,.438,.764,119,4,3,0,4,0,0
Jutt Hileman,20,23,89,77,5,14,3,0,0,6,1,2,8,21,.182,.270,.221,.490,17,1,2,0,2,0,0
Daylon Monette#,20,17,57,53,2,8,3,0,0,3,2,2,4,13,.151,.211,.208,.418,11,2,0,0,0,0,0
Bryan Moore*,22,7,22,20,0,1,0,0,0,1,0,0,2,4,.050,.136,.050,.186,1,0,0,0,0,0,0
Tyler Parker,21,42,163,146,15,31,0,2,2,10,2,1,14,50,.212,.288,.281,.569,41,4,2,0,1,1,0
Nick Plancich,23,8,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
John Santor#,20,68,276,239,44,70,24,1,13,62,4,2,32,62,.293,.380,.565,.945,135,5,3,0,2,2,0
Billy Schmitt,19,52,174,164,19,40,8,0,2,9,5,2,9,35,.244,.283,.329,.613,54,4,0,1,0,1,0
Scott Schweitzer*,22,23,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Neil Simoneaux,22,12,45,44,5,13,3,2,0,10,3,2,0,8,.295,.289,.455,.743,20,1,0,0,1,0,0
Jeff Tolotti*,22,25,79,75,8,19,6,0,2,10,1,1,3,23,.253,.282,.413,.695,31,1,0,1,0,0,0
Joey Vandever,22,71,250,207,38,48,4,1,0,9,31,9,36,51,.232,.351,.261,.612,54,1,2,5,0,1,0
Justin Woodrow*,20,28,93,81,10,14,0,1,0,8,3,1,10,15,.173,.272,.198,.469,16,1,1,1,0,0,0
