Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Alexi Amarista*,27,1,3,1,1,0,0,0,0,1,0,0,1,0,.000,.333,.000,.333,0,0,0,0,1,0,1
Luis Anguizola,22,31,126,104,19,29,5,0,1,18,3,0,17,24,.279,.389,.356,.745,37,2,3,0,2,0,0
Bryant Aragon*,18,20,84,77,8,18,3,1,1,12,0,0,5,17,.234,.286,.338,.623,26,1,1,0,1,0,0
Aldemar Burgos,19,18,66,61,8,10,2,1,1,5,1,1,3,15,.164,.203,.279,.482,17,0,0,2,0,0,0
Tre Carter*,19,12,56,47,7,14,0,2,0,10,3,2,9,10,.298,.411,.383,.794,18,3,0,0,0,0,0
Ronaldo Contreras,19,3,13,13,1,2,0,0,0,1,0,0,0,6,.154,.154,.154,.308,2,0,0,0,0,0,0
Wilfri De La Cruz,22,5,17,16,3,5,2,0,0,1,0,0,0,1,.313,.353,.438,.790,7,0,1,0,0,0,0
Manny DeLeon*,23,32,131,118,14,25,4,3,0,6,8,1,12,39,.212,.282,.297,.579,35,3,0,0,1,0,0
Denzell Gowdy,19,37,143,121,17,31,6,1,1,13,3,1,15,38,.256,.359,.347,.706,42,1,5,1,1,0,0
Reinaldo Ilarraza#,17,13,49,39,7,7,0,0,0,2,0,1,7,20,.179,.327,.179,.506,7,2,2,0,1,0,0
Chase Jensen,25,2,9,7,1,0,0,0,0,0,2,0,1,2,.000,.222,.000,.222,0,0,1,0,0,0,0
Jose Lezama#,18,35,144,116,17,30,4,0,0,13,2,2,19,14,.259,.373,.293,.666,34,3,4,2,3,0,0
Westhers Magdaleno,19,7,31,27,0,7,0,0,0,2,0,1,3,10,.259,.323,.259,.582,7,0,0,0,1,0,0
Josh Magee,19,5,22,19,3,5,0,1,0,2,2,2,2,7,.263,.364,.368,.732,7,0,1,0,0,0,0
Chris Mattison,22,2,8,6,4,3,1,0,0,0,0,0,2,1,.500,.625,.667,1.292,4,0,0,0,0,0,0
Euri Minaya,20,22,85,83,6,14,1,3,1,9,1,0,0,44,.169,.176,.289,.466,24,1,1,0,1,0,0
Dayon Olmo#,19,34,141,132,29,38,8,3,4,18,4,2,7,36,.288,.333,.485,.818,64,1,2,0,0,0,0
Ariel Ortega,19,29,100,91,10,21,4,0,0,8,2,1,8,34,.231,.300,.275,.575,25,2,1,0,0,0,0
Tucker Pennell,22,15,62,50,8,13,3,0,0,7,1,2,9,6,.260,.403,.320,.723,16,3,3,0,0,0,0
Hudson Potts,17,43,195,183,35,54,12,2,1,21,8,4,9,34,.295,.333,.399,.732,73,7,2,0,1,0,0
Eguy Rosario,16,7,32,29,3,11,3,0,0,1,1,1,2,7,.379,.438,.483,.920,14,1,1,0,0,0,0
Jose Savinon*,20,5,14,11,1,4,0,1,0,2,1,0,2,4,.364,.429,.545,.974,6,0,0,0,1,0,0
Tyler Selesky*,22,22,93,77,19,23,4,3,0,17,1,0,11,10,.299,.398,.429,.826,33,1,3,0,2,0,0
Carlos Sosa,20,16,62,55,10,13,2,0,1,9,0,0,6,12,.236,.323,.327,.650,18,2,1,0,0,0,0
Jose Sotillo,20,8,29,28,2,6,2,0,0,6,0,0,1,11,.214,.241,.286,.527,8,1,0,0,0,0,0
Jack Suwinski*,17,30,123,108,12,26,5,0,0,10,3,0,12,19,.241,.325,.287,.612,31,1,2,0,1,0,0
Fernando Tatis Jr.,17,43,187,176,35,48,13,1,4,20,14,2,10,44,.273,.312,.426,.738,75,3,0,1,0,0,1
Kodie Tidwell*,21,2,9,7,1,1,1,0,0,0,0,0,2,0,.143,.333,.286,.619,2,1,0,0,0,0,0
Jemile Weeks#,29,3,10,9,1,5,2,0,0,2,1,0,1,0,.556,.600,.778,1.378,7,1,0,0,0,0,1
Jaquez Williams*,18,26,98,89,11,15,5,2,1,12,0,0,9,40,.169,.245,.303,.548,27,4,0,0,0,0,0
