Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Josh Banks,20,7,2,.778,2.43,15,15,0,0,0,0,66.2,58,21,18,1,10,0,81,1,0,5,264,1.020,7.8,0.1,1.4,10.9,8.10,1
Bubbie Buzachero,22,1,1,.500,1.54,30,0,26,0,0,13,35.0,25,8,6,1,7,0,47,2,0,2,136,0.914,6.4,0.3,1.8,12.1,6.71,0
Kiki Canizal,22,0,1,.000,2.08,3,0,0,0,0,0,4.1,1,1,1,0,2,1,4,1,0,0,17,0.692,2.1,0.0,4.2,8.3,2.00,0
Jason Colson,24,0,0,,0.00,3,0,0,0,0,0,6.0,3,1,0,0,4,0,6,0,0,1,25,1.167,4.5,0.0,6.0,9.0,1.50,0
Danny Core,21,6,2,.750,3.14,16,4,2,0,0,1,51.2,41,22,18,5,17,0,34,6,0,5,210,1.123,7.1,0.9,3.0,5.9,2.00,0
Dewon Day,22,0,0,,0.00,2,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,0.750,6.8,0.0,0.0,6.8,,1
Jeremy Harper,22,5,1,.833,3.79,19,1,2,0,0,0,40.1,28,18,17,2,18,0,36,3,0,2,166,1.140,6.2,0.4,4.0,8.0,2.00,0
Kurt Isenberg*,21,7,2,.778,1.63,13,13,0,0,0,0,60.2,40,17,11,1,19,0,57,4,0,1,244,0.973,5.9,0.1,2.8,8.5,3.00,0
Justin James,21,2,1,.667,3.20,13,8,0,0,0,0,39.1,34,14,14,2,11,0,42,1,0,7,159,1.144,7.8,0.5,2.5,9.6,3.82,1
Shaun Marcum,21,1,0,1.000,1.32,21,0,13,0,0,8,34.0,15,6,5,1,7,0,47,1,0,2,124,0.647,4.0,0.3,1.9,12.4,6.71,1
Tom Mastny,22,8,0,1.000,2.26,14,14,0,0,0,0,63.2,56,19,16,1,12,0,68,3,1,2,251,1.068,7.9,0.1,1.7,9.6,5.67,1
Chad Mulholland,21,1,0,1.000,2.78,8,5,0,0,0,0,22.2,23,10,7,1,7,0,14,1,0,1,97,1.324,9.1,0.4,2.8,5.6,2.00,0
Brian Reed,22,1,2,.333,1.99,28,0,13,0,0,1,40.2,29,14,9,0,11,0,53,1,0,2,164,0.984,6.4,0.0,2.4,11.7,4.82,0
Mike Roga,22,0,0,,6.75,2,0,1,0,0,0,4.0,6,3,3,2,2,0,3,2,0,0,22,2.000,13.5,4.5,4.5,6.8,1.50,0
Davis Romero*,20,4,1,.800,2.38,30,0,10,0,0,2,41.2,31,13,11,1,8,1,53,0,0,5,165,0.936,6.7,0.2,1.7,11.4,6.63,1
Marcos Sandoval,22,2,1,.667,2.55,4,4,0,0,0,0,17.2,8,5,5,0,7,0,13,3,0,2,69,0.849,4.1,0.0,3.6,6.6,1.86,0
Mark Sopko,21,3,0,1.000,2.10,18,0,3,0,0,0,34.1,20,8,8,2,14,1,29,1,0,2,133,0.990,5.2,0.5,3.7,7.6,2.07,0
Charles Talanoa,22,2,2,.500,4.22,5,5,0,0,0,0,21.1,19,11,10,0,8,0,25,1,0,1,91,1.266,8.0,0.0,3.4,10.5,3.13,0
Jordy Templet,21,1,0,1.000,1.04,8,3,1,0,0,0,17.1,15,3,2,0,8,0,13,1,0,0,74,1.327,7.8,0.0,4.2,6.8,1.63,0
Jamie Vermilyea,21,5,1,.833,2.37,9,2,1,0,0,0,30.1,22,10,8,0,5,0,53,3,0,0,119,0.890,6.5,0.0,1.5,15.7,10.60,1
Bill Wheeler,22,0,1,.000,6.88,10,0,1,0,0,0,17.0,18,13,13,0,11,0,19,1,1,2,81,1.706,9.5,0.0,5.8,10.1,1.73,0
