Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Tyler Flowers,28,127,442,407,42,98,16,1,15,50,0,1,25,159,.241,.297,.396,.693,161,10,8,1,1,0,1
José Abreu,27,145,622,556,80,176,35,2,36,107,3,1,51,131,.317,.383,.581,.964,323,14,11,0,4,15,1
Gordon Beckham,27,101,422,390,43,86,24,0,7,36,3,0,19,70,.221,.263,.336,.598,131,12,5,3,5,1,1
Alexei Ramírez,32,158,657,622,82,170,35,2,15,74,21,4,24,81,.273,.305,.408,.713,254,21,6,1,4,0,1
Conor Gillaspie*,26,130,506,464,50,131,31,5,7,57,0,4,36,78,.282,.336,.416,.752,193,5,3,0,3,4,1
Alejandro De Aza*,30,122,439,395,45,96,19,5,5,31,15,7,33,100,.243,.309,.354,.663,140,6,6,2,3,2,1
Adam Eaton*,25,123,538,486,76,146,26,10,1,35,15,9,43,83,.300,.362,.401,.763,195,4,5,2,2,0,1
Dayán Viciedo,25,145,563,523,65,121,22,3,21,58,0,1,32,122,.231,.281,.405,.686,212,19,5,0,3,3,1
Adam Dunn*,34,106,435,363,43,80,17,0,20,54,1,1,65,132,.220,.340,.433,.773,157,5,3,0,4,5,1
Marcus Semien,23,64,255,231,30,54,10,2,6,28,3,0,21,70,.234,.300,.372,.673,86,6,1,2,0,0,1
Paul Konerko,38,81,224,208,15,43,8,0,5,22,0,0,10,51,.207,.254,.317,.572,66,7,4,0,2,0,1
Avisail Garcia,23,46,190,172,19,42,8,0,7,29,4,1,14,44,.244,.305,.413,.718,71,5,2,0,2,1,1
Leury Garcia#,23,73,155,145,13,24,3,0,1,6,11,1,5,48,.166,.192,.207,.399,30,6,0,4,1,1,1
Moises Sierra,25,83,135,127,20,35,8,2,2,7,3,1,7,34,.276,.311,.417,.728,53,0,0,0,1,0,1
Jordan Danks*,27,51,132,117,14,26,2,0,2,10,5,3,14,46,.222,.303,.291,.594,34,1,0,0,1,1,1
Adrian Nieto#,24,48,118,106,8,25,5,0,2,7,0,1,8,38,.236,.296,.340,.635,36,3,1,3,0,0,1
Yolmer Sanchez#,22,28,104,100,6,25,5,0,0,5,1,1,3,25,.250,.269,.300,.569,30,1,0,0,1,0,1
Andy Wilkins*,25,17,45,43,2,6,2,0,0,2,0,0,2,22,.140,.178,.186,.364,8,1,0,0,0,0,1
Josh Phegley,26,11,38,37,4,8,2,0,3,7,0,0,0,11,.216,.211,.514,.724,19,0,0,0,1,0,1
Michael Taylor,28,11,33,28,3,7,1,0,0,0,0,0,5,9,.250,.364,.286,.649,8,0,0,0,0,0,1
