Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
John Birtwell,21,1,2,.333,3.76,23,0,18,0,0,7,26.1,25,12,11,1,6,0,43,4,0,1,114,1.177,8.5,0.3,2.1,14.7,7.17,0
Matt Coenen*,21,2,2,.500,3.04,10,9,1,1,0,1,47.1,44,26,16,1,16,0,37,2,0,3,206,1.268,8.4,0.2,3.0,7.0,2.31,0
Jon Connolly*,17,0,1,.000,18.00,1,1,0,0,0,0,3.0,8,6,6,1,1,0,1,0,0,1,17,3.000,24.0,3.0,3.0,3.0,1.00,0
Tom Farmer,21,1,1,.500,2.86,4,4,0,0,0,0,22.0,24,13,7,1,4,0,11,0,2,0,95,1.273,9.8,0.4,1.6,4.5,2.75,0
Jordan Gerk*,21,1,0,1.000,2.25,4,0,1,0,0,0,8.0,10,3,2,0,2,1,10,0,0,0,37,1.500,11.3,0.0,2.3,11.3,5.00,0
Jamie Gonzales,21,3,3,.500,2.55,16,0,11,0,0,2,24.2,24,10,7,1,8,2,20,1,0,6,105,1.297,8.8,0.4,2.9,7.3,2.50,0
Jeremy Herauf,22,0,1,.000,2.31,5,0,0,0,0,0,11.2,10,5,3,0,3,0,13,1,0,3,49,1.114,7.7,0.0,2.3,10.0,4.33,0
Michael Howell,21,5,0,1.000,1.82,6,6,0,0,0,0,34.2,27,12,7,0,6,0,26,3,1,3,141,0.952,7.0,0.0,1.6,6.8,4.33,0
Jeremy Johnson,18,7,1,.875,3.42,12,12,0,1,1,0,76.1,76,39,29,3,13,0,48,5,1,3,311,1.166,9.0,0.4,1.5,5.7,3.69,0
Mike Kobow,22,1,0,1.000,6.55,7,0,2,0,0,0,11.0,16,8,8,3,1,0,13,0,0,0,49,1.545,13.1,2.5,0.8,10.6,13.00,0
Ross Koenig,21,4,2,.667,3.67,16,8,1,0,0,0,54.0,43,31,22,3,30,1,58,5,1,11,244,1.352,7.2,0.5,5.0,9.7,1.93,0
Preston Larrison,20,1,3,.250,2.47,10,8,1,0,0,0,47.1,37,22,13,1,21,0,50,2,1,4,205,1.225,7.0,0.2,4.0,9.5,2.38,0
Trevor Leu*,22,3,0,1.000,1.02,8,0,2,0,0,0,17.2,13,5,2,0,7,1,18,3,0,3,73,1.132,6.6,0.0,3.6,9.2,2.57,0
Jeremy Lewis*,20,2,5,.286,7.95,15,7,2,1,0,1,48.2,83,56,43,8,19,1,29,6,0,5,253,2.096,15.3,1.5,3.5,5.4,1.53,0
Kevin McDowell*,22,2,4,.333,2.74,14,7,1,0,0,0,46.0,40,25,14,3,27,0,35,4,1,4,204,1.457,7.8,0.6,5.3,6.8,1.30,0
Jason Moates,22,0,0,,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4,0,0,0,7,0.500,4.5,0.0,0.0,18.0,,0
Ian Ostlund*,22,2,5,.286,3.15,14,10,2,0,0,0,65.2,63,29,23,1,20,1,44,0,0,0,276,1.264,8.6,0.1,2.7,6.0,2.20,0
Chad Petty*,19,0,1,.000,2.84,1,1,0,0,0,0,6.1,6,5,2,0,2,0,0,0,0,0,28,1.263,8.5,0.0,2.8,0.0,0.00,0
Auvin Sierra*,23,1,2,.333,2.12,18,0,12,0,0,1,29.2,30,10,7,0,8,0,31,3,0,2,124,1.281,9.1,0.0,2.4,9.4,3.88,0
Dan Smith,22,1,2,.333,4.00,20,0,6,0,0,0,36.0,27,24,16,0,22,1,27,5,2,5,162,1.361,6.8,0.0,5.5,6.8,1.23,0
Landon Stockman,21,0,1,.000,2.53,11,0,11,0,0,6,10.2,9,4,3,0,1,0,7,1,0,0,44,0.938,7.6,0.0,0.8,5.9,7.00,0
Javier Vargas,19,0,1,.000,13.50,2,1,0,0,0,0,5.1,14,12,8,0,6,0,4,0,0,0,35,3.750,23.6,0.0,10.1,6.8,0.67,0
