Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Billy Boyer#,21,21,74,71,8,13,5,1,2,11,3,2,2,31,.183,.216,.366,.582,26,1,1,0,0,0,0
Jose Caldera,19,5,12,12,0,1,0,0,0,1,0,0,0,2,.083,.083,.083,.167,1,2,0,0,0,0,0
Alexi Casilla#,20,78,347,308,62,100,11,3,3,17,47,12,29,31,.325,.392,.409,.802,126,6,6,3,1,0,1
Mike Collins,20,100,426,363,64,116,32,3,7,64,16,8,34,44,.320,.412,.482,.894,175,5,25,1,3,1,0
Greg Dini,22,9,34,29,1,5,2,0,0,1,0,0,2,6,.172,.273,.241,.514,7,1,2,1,0,0,0
Tommy Duenas,23,55,213,191,20,40,6,1,6,19,4,0,15,56,.209,.284,.346,.630,66,3,5,2,0,1,0
Tim Duff,24,13,52,47,3,8,0,0,0,0,1,0,5,15,.170,.250,.170,.420,8,3,0,0,0,0,0
Rich Giannotti#,21,104,389,353,42,83,18,2,3,28,17,11,23,107,.235,.290,.323,.613,114,8,5,6,2,1,0
Ben Johnson#,23,22,86,72,9,18,5,1,2,14,2,0,10,14,.250,.337,.431,.768,31,1,1,0,3,0,0
Josh Leblanc*,23,63,264,230,30,63,12,5,0,27,18,5,27,66,.274,.349,.370,.718,85,5,1,3,3,4,0
Warner Madrigal,21,111,432,405,43,100,21,2,15,53,6,7,22,90,.247,.288,.420,.707,170,7,2,1,2,2,1
Brett Martinez,21,3,9,8,1,1,0,0,0,0,1,0,1,2,.125,.222,.125,.347,1,0,0,0,0,0,0
Aaron Peel,22,52,216,182,31,56,13,0,8,34,6,4,21,46,.308,.407,.511,.918,93,5,11,0,2,2,0
Jason Ramos#,22,26,93,85,5,14,3,0,1,6,2,1,8,21,.165,.237,.235,.472,20,2,0,0,0,0,0
Cliff Remole*,22,5,14,13,1,4,1,0,0,0,1,0,1,0,.308,.357,.385,.742,5,0,0,0,0,0,0
Jordan Renz,21,103,398,353,29,70,10,0,9,55,7,5,35,126,.198,.267,.303,.570,107,6,1,1,8,1,0
Sean Rodriguez,20,124,546,448,86,112,29,3,14,45,27,11,78,85,.250,.371,.422,.792,189,8,9,9,2,0,1
Freddy Sandoval#,22,117,497,427,54,120,34,4,4,63,17,12,53,58,.281,.360,.407,.768,174,11,4,6,7,3,1
Nate Sutton*,22,91,368,314,41,76,12,5,1,25,15,6,40,60,.242,.332,.322,.654,101,4,4,7,3,0,0
Drew Toussaint,22,109,448,391,68,102,25,3,21,68,11,5,45,125,.261,.345,.501,.847,196,5,7,2,3,1,0
Chris Walston,20,79,297,280,22,46,2,0,11,26,1,2,12,113,.164,.205,.289,.495,81,5,3,0,2,0,0
