Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Derek Brant,23,35,120,107,11,22,6,0,0,8,0,0,9,24,.206,.286,.262,.547,28,5,3,1,0,0,0
Jason Crosland,22,6,25,23,2,4,1,0,1,2,0,0,1,7,.174,.240,.348,.588,8,0,1,0,0,0,0
Jayson Drobiak*,26,26,105,95,9,18,8,1,1,11,1,1,7,29,.189,.257,.326,.583,31,5,2,0,1,0,0
Mike Dzurilla,27,110,495,434,73,139,33,4,12,60,2,4,48,71,.320,.392,.498,.890,216,8,5,5,3,0,0
Kiel Fisher*,21,29,105,98,9,17,2,1,0,6,0,3,7,30,.173,.229,.214,.443,21,2,0,0,0,2,0
Ryan Frith,22,110,444,399,54,107,24,2,15,54,8,6,29,112,.268,.333,.451,.784,180,3,10,5,1,1,0
Carl Galloway,21,20,81,76,4,18,4,0,0,7,0,0,1,17,.237,.284,.289,.573,22,2,4,0,0,0,0
Sean Gamble*,22,117,483,427,55,107,16,6,2,33,7,6,36,56,.251,.316,.330,.647,141,4,6,12,2,1,0
Greg Golson,19,89,409,375,51,99,19,8,4,27,25,9,26,106,.264,.322,.389,.711,146,4,6,2,0,0,1
Doug Gredvig,25,79,334,273,44,83,16,0,10,50,1,2,51,49,.304,.420,.473,.893,129,14,6,1,3,3,0
John Hardy,22,39,147,131,12,14,4,1,0,6,2,0,12,28,.107,.188,.153,.340,20,5,1,3,0,0,0
Brad Harman,19,105,472,419,63,127,23,1,11,58,5,11,45,89,.303,.380,.442,.822,185,8,7,1,0,1,1
Greg Isaacson*,23,21,74,63,8,15,4,0,0,13,0,0,10,16,.238,.342,.302,.644,19,0,0,1,0,0,0
Jason Jaramillo#,22,119,496,448,46,136,28,4,8,63,2,3,44,72,.304,.368,.438,.805,196,15,2,1,1,3,1
Chris Klemm*,24,87,340,295,43,63,12,3,3,32,2,2,29,73,.214,.290,.305,.596,90,3,5,6,5,0,0
Mike Lombardi#,23,14,52,44,6,9,3,0,0,9,0,0,7,13,.205,.308,.273,.580,12,3,0,0,1,0,0
Josh Mader,21,62,228,207,24,40,6,1,0,16,7,1,14,51,.193,.254,.232,.486,48,4,3,4,0,0,0
Jesus Merchan,24,28,121,112,10,31,7,0,0,12,1,2,5,4,.277,.322,.339,.662,38,3,3,0,1,1,0
Timi Moni-Erigbali,23,68,250,195,35,48,5,1,4,20,9,7,38,50,.246,.396,.344,.740,67,4,11,5,1,1,0
Sam Orr*,22,129,547,464,64,103,21,4,12,64,0,2,72,122,.222,.329,.362,.691,168,12,4,3,4,2,0
R.T. Plumsky,21,4,14,12,0,3,0,0,0,1,0,0,1,6,.250,.308,.250,.558,3,0,0,1,0,0,0
Jordan Szabo,21,3,9,9,2,4,0,0,0,0,0,0,0,2,.444,.444,.444,.889,4,0,0,0,0,0,0
