Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Elvis Avendano,21,7,4,.636,2.95,45,1,14,0,0,2,73.1,63,34,24,4,20,4,46,3,0,4,305,1.132,7.7,0.5,2.5,5.6,2.30,0,2004,Adv A,OAK
Nick Brannon*,26,0,0,,3.45,15,0,7,0,0,0,15.2,10,6,6,2,12,0,17,0,0,1,69,1.404,5.7,1.1,6.9,9.8,1.42,0,2004,Adv A,OAK
Jared Burton,23,3,2,.600,4.78,10,3,1,0,0,0,32.0,34,19,17,6,20,1,25,1,0,4,147,1.688,9.6,1.7,5.6,7.0,1.25,1,2004,Adv A,OAK
Rob Bystrowski,27,0,0,,8.16,12,0,6,0,0,0,14.1,19,13,13,3,8,0,11,3,1,2,72,1.884,11.9,1.9,5.0,6.9,1.38,0,2004,Adv A,OAK
Tomas Cabaniel,21,3,1,.750,6.00,12,11,1,0,0,0,48.0,52,37,32,0,26,0,28,7,1,6,218,1.625,9.8,0.0,4.9,5.3,1.08,0,2004,Adv A,OAK
Jeff Coleman,23,4,3,.571,2.49,45,0,40,0,0,23,61.1,41,18,17,3,22,2,58,4,0,1,249,1.027,6.0,0.4,3.2,8.5,2.64,0,2004,Adv A,OAK
Eddie Cornejo,22,0,0,,9.00,1,0,1,0,0,0,1.0,1,1,1,1,0,0,0,0,0,0,4,1.000,9.0,9.0,0.0,0.0,,0,2004,Adv A,OAK
Steve Fischer,26,1,2,.333,6.44,21,0,8,0,0,0,36.1,50,30,26,0,29,3,22,1,0,3,189,2.174,12.4,0.0,7.2,5.4,0.76,0,2004,Adv A,OAK
Shawn Kohn,24,3,0,1.000,2.30,23,0,6,0,0,4,43.0,32,12,11,1,4,0,68,3,1,0,168,0.837,6.7,0.2,0.8,14.2,17.00,0,2004,Adv A,OAK
Leonard Landeros*,23,1,2,.333,3.29,42,0,19,0,0,7,63.0,56,29,23,7,31,2,63,5,1,8,282,1.381,8.0,1.0,4.4,9.0,2.03,0,2004,Adv A,OAK
Matt Lynch*,23,13,3,.813,3.93,27,27,0,0,0,0,151.1,165,75,66,9,38,0,111,4,0,6,655,1.341,9.8,0.5,2.3,6.6,2.92,0,2004,Adv A,OAK
Derell McCall,22,6,5,.545,5.16,15,14,1,0,0,0,75.0,76,51,43,6,38,1,60,6,1,8,342,1.520,9.1,0.7,4.6,7.2,1.58,0,2004,Adv A,OAK
Curtus Moak*,25,2,1,.667,3.86,19,0,1,0,0,0,23.1,27,14,10,0,14,1,22,3,0,1,115,1.757,10.4,0.0,5.4,8.5,1.57,0,2004,Adv A,OAK
Jeff Muessig,22,2,1,.667,3.38,9,7,0,0,0,0,32.0,30,12,12,1,9,0,26,3,0,4,131,1.219,8.4,0.3,2.5,7.3,2.89,0,2004,Adv A,OAK
Steve Obenchain,22,3,3,.500,4.76,23,5,3,0,0,1,64.1,74,43,34,5,29,3,53,1,1,5,290,1.601,10.4,0.7,4.1,7.4,1.83,0,2004,Adv A,OAK
Keith Perez,24,6,2,.750,4.90,21,10,5,0,0,0,68.0,82,42,37,5,28,0,44,3,3,5,311,1.618,10.9,0.7,3.7,5.8,1.57,0,2004,Adv A,OAK
Luke Robertson,25,0,0,,5.25,4,1,2,0,0,0,12.0,11,7,7,2,5,0,6,0,0,1,50,1.333,8.3,1.5,3.8,4.5,1.20,0,2004,Adv A,OAK
Trevor Sansom,28,2,1,.667,1.80,7,0,7,0,0,3,10.0,8,2,2,0,3,0,12,2,0,1,43,1.100,7.2,0.0,2.7,10.8,4.00,0,2004,Adv A,OAK
Marc Sauer,24,11,2,.846,4.51,24,19,0,0,0,0,115.2,118,67,58,10,33,0,89,7,1,1,491,1.305,9.2,0.8,2.6,6.9,2.70,0,2004,Adv A,OAK
Chris Shank,23,6,5,.545,3.99,49,0,17,0,0,3,85.2,84,47,38,9,30,3,81,2,0,4,373,1.331,8.8,0.9,3.2,8.5,2.70,0,2004,Adv A,OAK
Brad Sullivan,22,8,11,.421,4.65,27,27,0,0,0,0,147.0,180,89,76,13,48,0,99,9,0,10,660,1.551,11.0,0.8,2.9,6.1,2.06,0,2004,Adv A,OAK
Brad Ziegler,24,9,2,.818,3.90,16,15,1,0,0,0,92.1,94,51,40,11,22,0,77,2,1,0,389,1.256,9.2,1.1,2.1,7.5,3.50,1,2004,Adv A,OAK
