Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Octavio Acosta,23,1,2,.333,3.14,5,4,1,0,0,1,28.2,25,13,10,1,14,0,18,4,1,1,123,1.360,7.8,0.3,4.4,5.7,1.29,,0
Dario Alvarez*,25,7,1,.875,1.32,20,6,5,0,0,1,61.1,43,12,9,2,14,0,95,2,2,6,243,0.929,6.3,0.3,2.1,13.9,6.79,,1
Hunter Carnevale,25,3,1,.750,6.27,16,0,7,0,0,0,18.2,22,15,13,3,10,0,15,1,0,2,90,1.714,10.6,1.4,4.8,7.2,1.50,,0
Robert Coles,22,0,2,.000,1.95,21,0,18,0,0,11,27.2,27,6,6,0,5,0,32,0,0,1,111,1.157,8.8,0.0,1.6,10.4,6.40,,0
Miller Diaz,22,6,1,.857,2.25,13,11,2,1,1,2,68.0,44,19,17,3,27,0,79,7,1,9,275,1.044,5.8,0.4,3.6,10.5,2.93,,0
Chris Flexen,19,3,5,.375,4.83,13,13,0,0,0,0,69.0,75,41,37,5,37,0,46,4,0,5,318,1.623,9.8,0.7,4.8,6.0,1.24,,1
Dawrin Frias,22,5,2,.714,2.98,43,0,14,0,0,4,57.1,44,23,19,4,27,1,76,8,1,6,247,1.238,6.9,0.6,4.2,11.9,2.81,,0
John Gant,21,11,5,.688,2.56,21,21,0,2,2,0,123.0,107,47,35,5,40,0,114,3,1,7,510,1.195,7.8,0.4,2.9,8.3,2.85,,1
Robert Gsellman,20,10,6,.625,2.55,20,20,0,4,1,0,116.1,122,42,33,2,34,0,92,9,0,6,500,1.341,9.4,0.2,2.6,7.1,2.71,,1
Ricky Knapp,22,7,7,.500,4.34,22,20,1,2,0,0,120.1,140,72,58,8,39,1,92,6,2,3,544,1.488,10.5,0.6,2.9,6.9,2.36,,0
Kevin McGowan,22,4,2,.667,2.14,10,10,0,1,1,0,59.0,42,17,14,2,22,0,44,3,0,4,239,1.085,6.4,0.3,3.4,6.7,2.00,,1
John Mincone*,24,2,3,.400,4.61,34,0,16,0,0,1,54.2,72,33,28,1,17,1,46,1,1,6,252,1.628,11.9,0.2,2.8,7.6,2.71,,0
Bret Mitchell,25,2,1,.667,2.57,19,0,7,0,0,1,28.0,32,11,8,0,8,0,34,0,0,4,122,1.429,10.3,0.0,2.6,10.9,4.25,,0
Akeel Morris,21,4,1,.800,0.63,41,0,28,0,0,16,57.0,19,5,4,1,22,0,89,1,1,5,211,0.719,3.0,0.2,3.5,14.1,4.05,,1
Paul Paez*,22,1,2,.333,4.08,21,0,9,0,0,1,35.1,32,19,16,2,11,0,29,2,0,3,150,1.217,8.2,0.5,2.8,7.4,2.64,,0
Alex Panteliodis*,23,5,5,.500,4.52,13,13,0,1,0,0,77.2,104,50,39,5,16,0,39,0,0,6,346,1.545,12.1,0.6,1.9,4.5,2.44,,0
Tim Peterson,23,3,0,1.000,2.05,19,0,11,0,0,1,30.2,16,8,7,2,4,0,44,0,0,2,110,0.652,4.7,0.6,1.2,12.9,11.00,,1
Logan Taylor,22,1,3,.250,2.77,8,8,0,0,0,0,48.2,41,19,15,7,14,0,39,3,0,2,199,1.130,7.6,1.3,2.6,7.2,2.79,,0
Tyler Vanderheiden,24,1,1,.500,6.43,13,0,6,0,0,1,21.0,25,16,15,0,12,0,13,3,0,1,97,1.762,10.7,0.0,5.1,5.6,1.08,,0
Rob Whalen,20,9,1,.900,2.01,11,10,0,0,0,0,62.2,44,18,14,2,19,1,53,5,0,7,255,1.005,6.3,0.3,2.7,7.6,2.79,,1
20 Players,22.1,85,51,.625,3.03,136,136,125,11,17,40,1165.0,1076,486,392,55,392,4,1089,62,10,86,4942,1.260,8.3,0.4,3.0,8.4,2.78,,0
