Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Brad Allen,25,3,0,1.000,4.64,4,4,0,0,0,0,21.1,18,11,11,3,10,0,25,0,1,0,91,1.313,7.6,1.3,4.2,10.5,2.50,,0
Anthony Banda*,20,3,0,1.000,1.54,6,6,0,0,0,0,35.0,32,7,6,2,7,0,34,1,0,5,143,1.114,8.2,0.5,1.8,8.7,4.86,,1
Aaron Blair,22,1,2,.333,4.04,6,6,0,1,0,0,35.2,25,19,16,2,14,0,44,1,0,2,150,1.093,6.3,0.5,3.5,11.1,3.14,,1
Silvino Bracho,21,3,2,.600,2.08,45,0,38,0,0,26,43.1,25,10,10,3,8,1,70,2,0,3,163,0.762,5.2,0.6,1.7,14.5,8.75,,1
J.R. Bradley,22,1,1,.500,0.00,13,0,7,0,0,5,11.2,9,5,0,0,4,0,21,1,1,1,49,1.114,6.9,0.0,3.1,16.2,5.25,,0
Alex Byo,23,0,0,,3.00,10,0,1,0,0,0,21.0,11,8,7,1,7,0,17,1,0,2,80,0.857,4.7,0.4,3.0,7.3,2.43,,0
Ryan Doran,23,4,0,1.000,3.00,6,5,0,1,0,0,33.0,27,12,11,1,4,0,27,1,0,0,128,0.939,7.4,0.3,1.1,7.4,6.75,,0
Ben Eckels,20,1,2,.333,6.16,5,3,0,0,0,0,19.0,24,13,13,2,15,0,13,1,0,4,93,2.053,11.4,0.9,7.1,6.2,0.87,,0
Sean Furney,23,9,8,.529,4.22,22,22,0,1,0,0,123.2,144,66,58,11,25,1,80,5,2,9,535,1.367,10.5,0.8,1.8,5.8,3.20,,0
Daniel Gibson*,22,3,2,.600,1.98,37,0,7,0,0,3,36.1,27,8,8,1,14,1,45,2,0,1,150,1.128,6.7,0.2,3.5,11.1,3.21,,0
Steve Hathaway*,23,0,0,,3.68,8,0,1,0,0,1,14.2,12,9,6,0,6,0,18,0,0,0,64,1.227,7.4,0.0,3.7,11.0,3.00,,1
