Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jean Almanzar#,24,38,142,132,12,30,6,0,0,9,1,0,6,18,.227,.259,.273,.532,36,6,0,3,1,0,0
Tim Anderson,20,68,301,267,45,74,10,5,1,21,24,4,23,78,.277,.348,.363,.711,97,5,7,2,2,0,1
Keon Barnum*,20,56,223,201,22,51,13,1,5,26,0,0,19,65,.254,.315,.403,.718,81,2,0,1,2,0,0
Yoandy Barroso,24,36,132,111,19,25,8,0,1,10,3,1,18,34,.225,.348,.324,.673,36,2,3,0,0,0,0
Nick Basto,19,54,188,174,13,33,4,0,1,15,1,2,10,44,.190,.235,.230,.465,40,5,1,1,2,0,0
Jake Brown*,23,21,81,76,10,21,4,1,0,12,3,0,5,18,.276,.321,.355,.676,27,1,0,0,0,0,0
Jason Coats,23,133,563,516,63,140,38,3,12,84,12,3,31,85,.271,.320,.426,.747,220,18,8,4,4,0,1
Jeremy Dowdy,22,31,106,98,6,21,3,0,0,5,0,1,8,25,.214,.274,.245,.518,24,2,0,0,0,0,0
Zach Fisher*,21,20,81,71,8,19,6,1,1,10,0,2,7,19,.268,.333,.423,.756,30,0,1,0,2,0,0
Eric Grabe,23,70,255,229,24,52,5,3,1,19,6,5,21,46,.227,.298,.288,.586,66,5,2,3,0,0,0
Adam Heisler*,25,36,152,122,24,33,7,2,2,15,11,3,25,29,.270,.397,.410,.807,50,0,2,1,2,0,0
Justin Jirschele*,23,15,52,51,1,7,2,0,0,6,0,0,1,5,.137,.154,.176,.330,9,0,0,0,0,0,0
Micah Johnson*,22,77,351,304,76,104,17,11,6,42,61,19,40,67,.342,.422,.530,.952,161,0,3,3,1,2,1
Michael Johnson*,24,70,281,238,32,68,10,2,2,36,6,4,35,59,.286,.381,.370,.751,88,1,3,3,2,0,0
Kale Kiser#,23,120,438,381,51,89,20,2,4,36,12,5,35,65,.234,.312,.328,.640,125,5,11,5,6,0,0
Alex Llanos,22,10,34,31,3,2,1,0,0,2,1,0,2,6,.065,.147,.097,.244,3,0,1,0,0,0,0
Mike Marjama,23,97,407,375,48,104,20,1,6,46,9,5,20,67,.277,.323,.384,.707,144,9,7,1,4,0,1
Jacob May#,21,54,230,206,36,59,6,3,8,28,19,5,16,43,.286,.346,.461,.808,95,1,4,2,2,0,1
Patrick Palmeiro,23,40,159,147,17,28,9,0,1,15,1,0,7,44,.190,.241,.272,.513,40,4,3,1,1,0,0
Juan Ramirez,22,38,135,125,12,27,3,0,1,10,3,2,6,52,.216,.261,.264,.525,33,2,2,1,1,0,0
Rangel Ravelo,21,17,66,53,9,12,4,0,0,9,1,1,11,11,.226,.364,.302,.666,16,1,1,0,1,0,1
Josh Richmond,24,14,59,56,9,21,9,2,1,11,0,1,1,13,.375,.407,.661,1.067,37,0,2,0,0,0,0
Kyle Robinson,24,16,65,61,5,15,1,0,0,7,3,1,4,13,.246,.292,.262,.555,16,2,0,0,0,0,0
Cleuluis Rondon#,19,29,104,94,11,19,0,0,1,6,1,0,7,24,.202,.279,.234,.513,22,2,3,0,0,0,0
Angel Rosario,21,8,26,22,2,2,0,0,0,0,0,0,2,2,.091,.231,.091,.322,2,0,2,0,0,0,0
Ruben Sierra*,22,17,64,61,6,11,3,0,0,4,1,1,3,18,.180,.219,.230,.448,14,1,0,0,0,0,0
Brent Tanner*,25,67,252,221,24,52,8,0,8,28,3,2,27,65,.235,.325,.380,.705,84,7,3,0,1,0,0
Tyler Williams*,22,27,110,102,7,17,3,0,0,2,1,1,7,52,.167,.227,.196,.423,20,0,1,0,0,0,0
