Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Ronny Paulino,29,91,344,316,31,82,18,0,4,37,1,0,25,51,.259,.311,.354,.665,112,11,0,0,3,4,1
Gaby Sanchez,26,151,643,572,72,156,37,3,19,85,5,0,57,101,.273,.341,.448,.788,256,14,5,3,6,2,1
Dan Uggla,30,159,674,589,100,169,31,0,33,105,4,1,78,149,.287,.369,.508,.877,299,9,2,0,5,2,1
Hanley Ramirez,26,142,619,543,92,163,28,2,21,76,32,10,64,93,.300,.378,.475,.853,258,14,7,0,5,12,1
Jorge Cantu,28,97,410,374,41,98,25,0,10,54,0,0,23,76,.262,.310,.409,.719,153,11,6,0,7,1,1
Chris Coghlan*,25,91,400,358,60,96,20,3,5,28,10,3,33,84,.268,.335,.383,.718,137,3,4,3,2,1,1
Cody Ross,29,120,487,452,60,120,24,3,11,58,9,1,30,100,.265,.316,.405,.721,183,7,4,0,1,4,1
Giancarlo Stanton,20,100,396,359,45,93,21,1,22,59,5,2,34,123,.259,.326,.507,.833,182,7,2,0,1,6,1
Cameron Maybin,23,82,322,291,46,68,7,3,8,28,9,2,24,92,.234,.302,.361,.663,105,4,5,1,1,1,1
Wes Helms,34,127,287,254,25,56,12,4,4,39,0,2,26,76,.220,.300,.346,.646,88,7,4,0,3,1,1
Logan Morrison*,22,62,287,244,43,69,20,7,2,18,0,1,41,51,.283,.390,.447,.837,109,4,2,0,0,0,1
Emilio Bonifacio#,25,73,201,180,30,47,6,3,0,10,12,0,17,42,.261,.320,.328,.648,59,1,0,1,3,0,1
Brad Davis,27,33,123,109,8,23,7,1,3,16,2,0,9,37,.211,.270,.376,.647,41,1,1,1,3,2,1
Chad Tracy*,30,41,111,102,5,25,6,0,1,10,0,0,6,21,.245,.297,.333,.631,34,2,2,0,1,0,1
Brett Carroll,27,32,90,76,13,15,4,0,2,7,2,1,6,29,.197,.311,.329,.640,25,2,7,0,1,3,1
John Baker*,29,23,88,78,7,17,3,1,0,6,0,0,9,18,.218,.307,.282,.589,22,5,1,0,0,1,1
Brett Hayes,26,26,83,77,6,16,6,1,2,6,0,0,6,26,.208,.265,.390,.655,30,1,0,0,0,1,1
Osvaldo Martinez,22,14,48,43,8,14,4,1,0,2,1,0,4,6,.326,.383,.465,.848,20,0,0,1,0,0,1
Donnie Murphy,27,29,47,44,9,14,6,1,3,16,0,0,2,19,.318,.348,.705,1.052,31,0,0,1,0,0,1
Mike Lamb*,34,39,40,38,2,7,1,1,0,4,0,0,2,6,.184,.225,.263,.488,10,0,0,0,0,0,1
Scott Cousins*,25,27,38,37,2,11,2,2,0,2,0,0,1,13,.297,.316,.459,.775,17,0,0,0,0,0,1
Brian Barden,29,35,32,28,2,5,0,0,0,3,0,2,3,12,.179,.281,.179,.460,5,0,1,0,0,0,1
Hector Luna,30,27,30,29,2,4,1,0,2,4,0,1,0,13,.138,.133,.379,.513,11,0,0,0,1,0,1
Bryan Petersen*,24,23,25,24,1,2,0,0,0,2,0,0,1,6,.083,.120,.083,.203,2,0,0,0,0,0,1
Mike Rivera,33,7,17,14,0,0,0,0,0,0,0,0,2,3,.000,.176,.000,.176,0,0,1,0,0,0,1
Chris Hatcher#,25,5,8,6,0,0,0,0,0,0,0,0,2,5,.000,.250,.000,.250,0,0,0,0,0,1,1
