Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Austin Barnes,29,75,242,212,28,43,12,1,5,25,3,0,23,56,.203,.293,.340,.633,67,72,8,5,0,2,3,1
1B,Max Muncy*,28,141,589,487,101,122,22,1,35,98,4,1,90,149,.251,.374,.515,.889,132,251,5,8,0,4,1,1
2B,Enrique Hernandez,27,130,460,414,57,98,19,1,17,64,4,0,36,97,.237,.304,.411,.715,87,170,9,6,0,4,3,1
SS,Corey Seager*,25,134,541,489,82,133,44,1,19,87,1,0,44,98,.272,.335,.483,.817,112,236,8,4,0,4,3,1
3B,Justin Turner,34,135,549,479,80,139,24,0,27,67,2,0,51,88,.290,.372,.509,.881,130,244,11,14,0,5,1,1
LF,Joc Pederson*,27,149,514,450,83,112,16,3,36,74,1,1,50,111,.249,.339,.538,.876,126,242,4,12,0,2,2,1
CF,AJ Pollock,31,86,342,308,49,82,15,1,15,47,5,1,23,74,.266,.327,.468,.795,107,144,7,7,0,4,1,1
RF,Cody Bellinger*,23,156,661,558,121,170,34,3,47,115,15,5,95,108,.305,.406,.629,1.035,167,351,10,3,0,4,21,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Chris Taylor,28,124,414,366,52,96,29,4,12,52,8,0,37,115,.262,.333,.462,.794,107,169,6,4,2,5,3,1
OF,Alex Verdugo*,23,106,377,343,43,101,22,2,12,44,4,1,26,49,.294,.342,.475,.817,113,163,8,2,0,6,1,1
UT,Matt Beaty*,26,99,268,249,36,66,19,1,9,46,5,0,17,33,.265,.317,.458,.775,101,114,6,2,0,0,2,1
C,Russell Martin,36,83,249,209,29,46,5,0,6,20,1,0,30,60,.220,.337,.330,.667,78,69,1,8,0,2,3,1
C,Will Smith,24,54,196,170,30,43,9,0,15,42,2,0,18,52,.253,.337,.571,.907,133,97,3,5,0,3,1,1
1B,David Freese,36,79,186,162,35,51,13,0,11,29,0,0,23,44,.315,.403,.599,1.002,160,97,7,1,0,0,0,1
2B,Gavin Lux*,21,23,82,75,12,18,4,1,2,9,2,0,7,24,.240,.305,.400,.705,84,30,0,0,0,0,0,1
UT,Kristopher Negron,33,30,57,54,9,14,1,0,2,7,0,1,3,17,.259,.298,.389,.687,80,21,1,0,0,0,1,1
CI,Edwin Rios*,25,28,56,47,10,13,2,1,4,8,0,0,9,21,.277,.393,.617,1.010,161,29,1,0,0,0,0,1
OF,Kyle Garlick,27,30,53,48,8,12,4,0,3,6,0,0,5,19,.250,.321,.521,.842,117,25,0,0,0,0,1,1
IF,Jedd Gyorko,30,24,39,36,1,5,1,0,0,2,0,0,3,10,.139,.205,.167,.372,1,6,2,0,0,0,0,1
1B,Tyler White,28,12,26,22,2,1,0,0,0,2,0,0,4,4,.045,.192,.045,.238,-31,1,0,0,0,0,0,1
C,Rocky Gale,31,5,15,15,1,2,0,0,0,0,0,0,0,7,.133,.133,.133,.267,-29,2,1,0,0,0,0,1
 ,Travis d'Arnaud,30,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Hyun Jin Ryu,32,28,67,51,3,8,1,0,1,3,0,0,4,23,.157,.218,.235,.453,20,12,0,0,12,0,0,1
P,Walker Buehler,24,29,66,59,5,5,0,0,1,2,0,0,4,33,.085,.143,.136,.278,-25,8,0,0,3,0,0,1
P,Clayton Kershaw*,31,28,65,49,1,5,1,0,0,1,0,0,1,16,.102,.120,.122,.242,-35,6,0,0,15,0,0,1
P,Kenta Maeda,31,38,61,48,3,12,2,0,0,6,0,0,0,13,.250,.250,.292,.542,43,14,0,0,13,0,0,1
P,Ross Stripling,29,27,24,20,1,3,0,0,0,1,0,0,2,7,.150,.227,.150,.377,4,3,1,0,2,0,0,1
P,Rich Hill*,39,11,20,18,0,3,1,0,0,1,0,0,1,9,.167,.211,.222,.433,15,4,0,0,1,0,0,1
P,Julio Urias*,22,35,18,12,0,3,0,0,0,2,0,0,1,4,.250,.308,.250,.558,51,3,0,0,5,0,0,1
P,Tony Gonsolin,25,10,14,13,2,4,0,0,0,1,0,0,0,4,.308,.308,.308,.615,64,4,0,0,1,0,0,1
P,Dustin May,21,13,11,11,0,1,0,0,0,0,0,0,0,4,.091,.091,.091,.182,-51,1,0,0,0,0,0,1
P,Brock Stewart*,27,3,3,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,154,2,0,0,0,0,0,1
P,Joe Kelly,31,52,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Casey Sadler,28,23,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Dennis Santana,23,3,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,167,1,0,0,0,0,0,1
P,Yimi Garcia,28,61,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
P,Caleb Ferguson,22,42,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,281,2,0,0,0,0,0,1
P,Dylan Floro*,28,46,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Kenley Jansen#,31,59,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,JT Chargois#,28,19,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Scott Alexander*,29,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jaime Schultz,28,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Zac Rosscup,31,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Adam Kolarek*,30,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Pedro Baez,31,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Josh Sborz,25,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.9,162,6282,5493,886,1414,302,20,279,861,57,10,607,1356,.257,.338,.472,.810,111,2593,100,81,55,45,47,1
,Rank in 15 NL teams,,,,11,1,7,4,12,1,,11,1,3,3,5,2,1,1,,1,,4,,1,,1
,Non-Pitcher Totals,27.8,162,5917,5194,869,1367,295,20,277,844,57,10,594,1236,.263,.345,.488,.833,117,2533,98,81,2,45,47,1
,Pitcher Totals,29.0,162,365,299,17,47,7,0,2,17,0,0,13,120,.157,.192,.201,.393,5,60,2,0,53,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
