Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Willson Contreras,27,105,409,360,57,98,18,2,24,64,1,2,38,102,.272,.355,.533,.888,127,192,4,9,0,2,2,1
1B,Anthony Rizzo*,29,146,613,512,89,150,29,3,27,94,5,2,71,86,.293,.405,.520,.924,139,266,15,27,0,3,3,1
2B,Addison Russell,25,82,241,215,25,51,4,1,9,23,2,0,20,58,.237,.308,.391,.699,81,84,7,3,1,2,2,1
SS,Javier Baez,26,138,561,531,89,149,38,4,29,85,11,7,28,156,.281,.316,.531,.847,115,282,16,0,0,2,3,1
3B,Kris Bryant,27,147,634,543,108,153,35,1,31,77,4,0,74,145,.282,.382,.521,.903,132,283,10,15,0,2,1,1
LF,Kyle Schwarber*,26,155,610,529,82,132,29,3,38,92,2,3,70,156,.250,.339,.531,.871,122,281,6,5,0,6,5,1
CF,Albert Almora,25,130,363,339,41,80,11,1,12,32,2,1,16,62,.236,.271,.381,.651,67,129,8,1,5,2,4,1
RF,Jason Heyward*,29,147,589,513,78,129,20,4,21,62,8,3,68,110,.251,.343,.429,.772,100,220,12,5,0,3,5,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF,David Bote,26,127,356,303,47,78,17,0,11,41,5,1,44,93,.257,.362,.422,.785,104,128,11,7,0,2,4,1
C,Victor Caratini#,25,95,279,244,31,65,11,0,11,34,1,0,29,59,.266,.348,.447,.794,105,109,6,3,0,3,0,1
RF,Nick Castellanos,27,51,225,212,43,68,21,0,16,36,0,1,10,47,.321,.356,.646,1.002,153,137,5,2,0,1,0,1
2B,Daniel Descalso*,32,82,194,168,20,29,5,1,2,15,2,1,23,57,.173,.271,.250,.521,38,42,3,0,1,1,0,1
2B,Ben Zobrist#,38,47,176,150,24,39,5,0,1,17,0,0,23,24,.260,.358,.313,.671,79,47,6,1,0,2,0,1
UT,Ian Happ#,24,58,156,140,25,37,7,1,11,30,2,0,15,39,.264,.333,.564,.898,128,79,1,0,0,1,0,1
UT,Tony Kemp*,27,44,93,82,8,15,3,2,1,12,0,1,7,18,.183,.258,.305,.563,46,25,2,2,0,2,0,1
SS,Nico Hoerner,22,20,82,78,13,22,1,1,3,17,0,0,3,11,.282,.305,.436,.741,90,34,3,0,0,1,1,1
2B,Robel Garcia#,26,31,80,72,8,15,2,2,5,11,0,0,7,35,.208,.275,.500,.775,95,36,2,0,0,1,0,1
C,Jonathan Lucroy,33,27,60,53,2,10,2,0,1,6,0,0,6,12,.189,.283,.283,.566,49,15,2,1,0,0,1,1
OF,Carlos Gonzalez*,33,15,49,40,8,7,2,0,1,3,0,2,8,19,.175,.306,.300,.606,60,12,1,0,0,1,1,1
OF,Mark Zagunis,26,30,40,36,2,9,3,0,0,5,0,0,4,16,.250,.325,.333,.658,73,12,1,0,0,0,0,1
C,Taylor Davis,29,7,20,18,2,3,0,0,1,4,0,0,2,4,.167,.250,.333,.583,50,6,0,0,0,0,0,1
C,Martin Maldonado,32,4,13,11,0,0,0,0,0,0,0,0,2,5,.000,.154,.000,.154,-54,0,0,0,0,0,1,1
RF,Jim Adduci*,34,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Kyle Hendricks,29,29,64,54,1,8,1,0,0,5,0,0,2,29,.148,.193,.167,.360,-4,9,1,1,7,0,0,1
P,Jose Quintana,30,31,63,54,2,5,1,0,0,3,0,0,0,27,.093,.093,.111,.204,-47,6,1,0,9,0,0,1
P,Yu Darvish,32,30,62,56,1,5,0,0,0,3,0,0,2,31,.089,.119,.089,.208,-44,5,1,0,3,1,0,1
P,Jon Lester*,35,28,53,48,6,9,2,0,1,6,0,0,5,20,.188,.264,.292,.556,45,14,1,0,0,0,0,1
P,Cole Hamels*,35,24,46,42,1,6,1,0,0,4,0,0,1,15,.143,.178,.167,.344,-9,7,2,1,1,1,0,1
P,Tyler Chatwood,29,40,21,18,1,3,2,0,0,1,0,0,1,6,.167,.211,.278,.488,26,5,0,0,2,0,0,1
P,Alec Mills,27,9,12,12,0,1,0,0,0,0,0,0,0,6,.083,.083,.083,.167,-56,1,0,0,0,0,0,1
P,Mike Montgomery*,29,18,5,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,5,1,0,0,0,0,0,1
P,Adbert Alzolay,24,4,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Brad Brach,33,39,5,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,32,1,0,0,1,0,0,1
P,Kyle Ryan*,27,71,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,1,0,0,0,0,0,0,1
P,Derek Holland#,32,20,3,2,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,1,0,0,0,0,0,0,1
P,Steve Cishek,33,64,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,James Norwood,25,9,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Randy Rosario*,25,11,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Duane Underwood Jr.,24,12,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Xavier Cedeno*,32,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Brad Wieck*,27,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Craig Kimbrel,31,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Carl Edwards Jr.,27,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,David Phelps,32,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Danny Hultzen*,29,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Rowan Wick*,26,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Allen Webster,29,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Brandon Kintzler,34,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Pedro Strop,34,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Dillon Maples,27,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Tony Barnette,35,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Tim Collins*,29,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.6,162,6195,5461,814,1378,270,26,256,783,45,24,581,1460,.252,.331,.452,.783,102,2468,127,83,30,39,33,1
,Rank in 15 NL teams,,,,12,5,8,11,7,2,,15,4,5,10,7,4,4,4,,6,,3,,6,,1
,Non-Pitcher Totals,27.4,162,5848,5154,802,1339,263,26,255,760,45,24,568,1317,.260,.340,.469,.810,108,2419,121,81,7,37,33,1
,Pitcher Totals,31.2,162,347,307,12,39,7,0,1,23,0,0,13,143,.127,.167,.160,.326,-14,49,6,2,23,2,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
