Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jeff Andra*,22,8,2,.800,3.32,15,15,0,2,1,0,86.2,75,36,32,2,28,0,80,2,1,5,358,1.188,7.8,0.2,2.9,8.3,2.86,0,1998,Adv A,SFG
Manny Bermudez,21,7,11,.389,4.64,24,24,0,1,0,0,139.2,161,82,72,10,44,0,87,4,0,8,609,1.468,10.4,0.6,2.8,5.6,1.98,0,1998,Adv A,SFG
Nate Bump,21,6,1,.857,1.75,11,11,0,0,0,0,61.2,37,13,12,2,24,0,61,2,0,2,240,0.989,5.4,0.3,3.5,8.9,2.54,1,1998,Adv A,SFG
Robbie Crabtree,25,6,1,.857,0.99,24,0,10,0,0,2,54.1,39,6,6,0,8,0,67,3,0,1,213,0.865,6.5,0.0,1.3,11.1,8.38,0,1998,Adv A,SFG
Luis Estrella,23,5,6,.455,4.75,36,2,12,0,0,2,72.0,79,41,38,5,27,0,57,2,1,9,315,1.472,9.9,0.6,3.4,7.1,2.11,0,1998,Adv A,SFG
Jason Grote,23,7,2,.778,2.45,15,15,0,0,0,0,88.0,85,30,24,2,22,0,88,2,0,6,363,1.216,8.7,0.2,2.3,9.0,4.00,0,1998,Adv A,SFG
Eric Johnson,20,0,0,,9.64,5,0,3,0,0,0,4.2,5,7,5,0,9,0,2,0,0,1,27,3.000,9.6,0.0,17.4,3.9,0.22,0,1998,Adv A,SFG
Jeff Keith*,26,1,1,.500,3.77,23,0,13,0,0,0,28.2,28,16,12,2,16,1,29,4,0,2,133,1.535,8.8,0.6,5.0,9.1,1.81,0,1998,Adv A,SFG
Masashi Kiyono,23,2,5,.286,5.94,13,8,2,0,0,0,47.0,56,37,31,8,14,0,20,2,2,4,208,1.489,10.7,1.5,2.7,3.8,1.43,0,1998,Adv A,SFG
Brian Knoll,24,7,7,.500,3.45,42,6,15,1,1,3,114.2,135,47,44,4,21,0,109,5,0,5,490,1.360,10.6,0.3,1.6,8.6,5.19,0,1998,Adv A,SFG
Will Malerich*,22,2,2,.500,2.23,20,0,10,0,0,2,32.1,28,14,8,1,14,1,24,4,0,0,140,1.299,7.8,0.3,3.9,6.7,1.71,0,1998,Adv A,SFG
Bill Malloy,23,11,7,.611,4.88,41,15,10,0,0,4,125.1,132,81,68,10,42,1,103,4,8,10,550,1.388,9.5,0.7,3.0,7.4,2.45,0,1998,Adv A,SFG
Joe Nathan,23,8,6,.571,3.32,22,22,0,0,0,0,122.0,100,51,45,13,48,0,118,10,0,1,506,1.213,7.4,1.0,3.5,8.7,2.46,1,1998,Adv A,SFG
Jim Stoops,26,2,1,.667,0.98,45,0,43,0,0,31,55.1,28,7,6,0,25,0,96,3,0,1,222,0.958,4.6,0.0,4.1,15.6,3.84,1,1998,Adv A,SFG
Ben Tucker,24,5,5,.500,3.75,29,14,5,0,0,1,112.2,97,54,47,10,33,1,69,9,2,3,467,1.154,7.7,0.8,2.6,5.5,2.09,0,1998,Adv A,SFG
Josh Tyler,24,0,0,,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1998,Adv A,SFG
Jeff Urban*,21,4,0,1.000,3.52,4,4,0,0,0,0,23.0,27,13,9,2,5,0,23,3,0,2,103,1.391,10.6,0.8,2.0,9.0,4.60,0,1998,Adv A,SFG
Jason Verdugo,23,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,1,0,0,0,5,2.000,18.0,0.0,0.0,9.0,,0,1998,Adv A,SFG
Ryan Vogelsong,20,0,0,,7.58,4,4,0,0,0,0,19.0,23,16,16,3,4,0,26,1,4,2,83,1.421,10.9,1.4,1.9,12.3,6.50,1,1998,Adv A,SFG
Chad Zerbe*,26,2,0,1.000,3.35,23,0,12,0,0,1,37.2,37,16,14,3,12,0,28,3,0,1,159,1.301,8.8,0.7,2.9,6.7,2.33,1,1998,Adv A,SFG
