Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Mike Bauder*,23,5,6,.455,4.59,36,8,7,0,0,1,98.0,108,61,50,6,46,1,79,5,3,6,442,1.571,9.9,0.6,4.2,7.3,1.72,0
Seth Bean,23,0,0,,3.78,10,0,6,0,0,1,16.2,16,7,7,2,5,0,19,0,0,0,68,1.260,8.6,1.1,2.7,10.3,3.80,0
Troy Carrasco*,23,0,4,.000,4.53,19,4,2,0,0,0,45.2,52,29,23,4,26,0,35,1,1,6,209,1.708,10.2,0.8,5.1,6.9,1.35,0
Walker Chapman,22,4,0,1.000,1.97,24,0,11,0,0,2,50.1,40,17,11,1,15,0,47,1,0,4,209,1.093,7.2,0.2,2.7,8.4,3.13,0
Mick Fieldbinder,24,10,8,.556,4.73,35,21,4,0,0,1,137.0,171,99,72,14,44,1,64,4,0,9,614,1.569,11.2,0.9,2.9,4.2,1.45,0
Chris Garza*,22,5,5,.500,2.74,58,0,43,0,0,14,82.0,73,33,25,3,46,3,63,4,0,9,358,1.451,8.0,0.3,5.0,6.9,1.37,0
Dave Hooten,23,9,11,.450,4.49,28,28,0,0,0,0,158.1,185,94,79,7,57,0,136,11,0,4,714,1.528,10.5,0.4,3.2,7.7,2.39,0
Matt Kinney,21,3,2,.600,3.13,7,7,0,0,0,0,37.1,31,18,13,0,18,0,39,0,0,6,162,1.313,7.5,0.0,4.3,9.4,2.17,1
Tom LaRosa,23,1,2,.333,7.91,22,3,12,0,0,0,38.2,37,39,34,4,48,0,29,9,1,22,198,2.198,8.6,0.9,11.2,6.8,0.60,0
Bryan Malko,21,0,1,.000,6.92,7,0,3,0,0,2,13.0,19,14,10,0,9,0,5,1,0,3,67,2.154,13.2,0.0,6.2,3.5,0.56,0
Joe Mays,22,7,2,.778,3.04,16,15,0,0,0,0,94.2,101,45,32,7,23,0,83,5,0,4,409,1.310,9.6,0.7,2.2,7.9,3.61,1
Ryan Mills*,20,0,0,,1.80,2,2,0,0,0,0,5.0,2,3,1,0,1,0,3,0,0,3,20,0.600,3.6,0.0,1.8,5.4,3.00,0
Danny Mota,22,3,5,.375,2.85,19,4,9,0,0,0,47.1,45,21,15,3,22,0,49,0,1,6,206,1.415,8.6,0.6,4.2,9.3,2.23,1
Micheal Nakamura,21,1,3,.250,3.45,8,6,1,1,0,0,28.2,28,15,11,3,10,0,21,2,0,1,123,1.326,8.8,0.9,3.1,6.6,2.10,1
Brad Niedermaier,25,4,2,.667,7.88,25,0,13,0,0,3,40.0,59,39,35,3,21,1,44,1,0,13,202,2.000,13.3,0.7,4.7,9.9,2.10,0
Mario Opipari,23,0,1,.000,3.97,17,0,4,0,0,0,34.0,38,19,15,2,13,1,18,3,0,1,152,1.500,10.1,0.5,3.4,4.8,1.38,0
Jeromy Palki,22,0,4,.000,4.76,40,0,17,0,0,4,58.2,51,39,31,3,29,1,48,2,0,7,263,1.364,7.8,0.5,4.4,7.4,1.66,0
Chad Roper,24,0,7,.000,8.93,17,6,2,0,0,0,40.1,61,46,40,2,21,2,30,3,1,4,204,2.033,13.6,0.4,4.7,6.7,1.43,0
Corey Spiers*,23,9,8,.529,3.33,24,24,0,1,0,0,151.1,172,70,56,7,38,0,98,6,1,7,650,1.388,10.2,0.4,2.3,5.8,2.58,0
Nate Yeskie,23,4,2,.667,3.30,14,11,2,1,0,0,62.2,74,27,23,4,16,0,39,5,0,3,273,1.436,10.6,0.6,2.3,5.6,2.44,0
