Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Winston Abreu,34,8,5,.615,3.66,53,0,18,0,0,0,66.1,56,31,27,12,34,1,72,1,0,5,285,1.357,7.6,1.6,4.6,9.8,2.12,1
Chad Beck,26,2,4,.333,6.70,8,8,0,0,0,0,41.2,61,36,31,7,26,0,23,2,0,3,209,2.088,13.2,1.5,5.6,5.0,0.88,1
Randy Boone,26,1,0,1.000,1.00,2,2,0,0,0,0,9.0,6,3,1,0,1,0,7,2,0,0,36,0.778,6.0,0.0,1.0,7.0,7.00,0
Ryan Budde,31,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,1,0,2,0,0,0,5,2.000,9.0,0.0,9.0,18.0,2.00,1
Brett Cecil*,24,8,2,.800,5.26,12,12,0,2,1,0,78.2,89,51,46,15,24,0,63,0,0,1,345,1.436,10.2,1.7,2.7,7.2,2.63,1
Willie Collazo*,31,1,2,.333,4.98,14,6,2,0,0,0,47.0,52,28,26,5,14,0,26,2,0,0,198,1.404,10.0,1.0,2.7,5.0,1.86,1
Chad Cordero,29,0,2,.000,8.66,9,2,5,0,0,0,17.2,23,17,17,5,9,0,7,1,0,1,82,1.811,11.7,2.5,4.6,3.6,0.78,1
Kyle Davies,27,0,0,,3.38,6,0,2,0,0,0,8.0,3,3,3,1,3,0,8,1,0,1,31,0.750,3.4,1.1,3.4,9.0,2.67,1
Kyle Drabek,23,5,4,.556,7.44,15,15,0,1,0,0,75.0,111,70,62,12,41,0,45,2,2,9,362,2.027,13.3,1.4,4.9,5.4,1.10,1
Clint Everts,26,0,0,,6.00,9,0,4,0,0,0,15.0,21,11,10,3,8,1,12,0,0,3,72,1.933,12.6,1.8,4.8,7.2,1.50,0
Danny Farquhar,24,4,5,.444,4.70,50,0,40,0,0,14,51.2,63,32,27,4,18,0,43,4,0,2,234,1.568,11.0,0.7,3.1,7.5,2.39,1
Chad Gaudin,28,2,3,.400,6.14,6,6,0,0,0,0,29.1,37,21,20,2,9,0,13,4,0,1,129,1.568,11.4,0.6,2.8,4.0,1.44,1
Rey Gonzalez,25,2,3,.400,11.69,5,5,0,0,0,0,22.1,45,29,29,3,13,0,9,0,0,1,118,2.597,18.1,1.2,5.2,3.6,0.69,0
Sean Henn*,30,3,2,.600,2.79,43,0,12,0,0,3,61.1,55,21,19,3,29,0,61,1,0,4,265,1.370,8.1,0.4,4.3,9.0,2.10,1
Mike Hinckley*,28,0,0,,5.68,5,0,2,0,0,0,6.1,7,5,4,0,3,0,4,1,0,0,29,1.579,9.9,0.0,4.3,5.7,1.33,1
Casey Janssen,29,0,0,,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,0,3,0,0,0,7,0.500,4.5,0.0,0.0,13.5,,1
David Johnson,28,0,0,,9.00,7,0,2,0,0,0,9.0,14,9,9,1,3,0,7,0,0,1,42,1.889,14.0,1.0,3.0,7.0,2.33,0
Bobby Korecky,31,1,0,1.000,0.68,9,0,4,0,0,1,13.1,4,1,1,0,6,0,11,0,0,1,49,0.750,2.7,0.0,4.1,7.4,1.83,1
B.J. LaMura,30,0,0,,67.50,2,0,0,0,0,0,2.0,11,15,15,3,5,0,1,0,0,1,21,8.000,49.5,13.5,22.5,4.5,0.20,0
Jason Lane*,34,0,0,,4.85,6,0,4,0,0,0,13.0,18,7,7,0,2,0,12,0,0,1,58,1.538,12.5,0.0,1.4,8.3,6.00,1
