Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Mike Pelfrey,25,10,12,.455,5.03,31,31,0,0,0,0,184.1,213,112,103,18,66,8,107,7,6,1,824,81,4.39,1.514,10.4,0.9,3.2,5.2,1.62,1
SP,Johan Santana*,30,13,9,.591,3.13,25,25,0,0,0,0,166.2,156,67,58,20,46,3,146,3,0,1,701,130,3.79,1.212,8.4,1.1,2.5,7.9,3.17,1
SP,Liván Hernández,34,7,8,.467,5.47,23,23,0,1,0,0,135.0,164,83,82,16,51,3,75,1,0,1,593,75,4.68,1.593,10.9,1.1,3.4,5.0,1.47,1
SP,Tim Redding,31,3,6,.333,5.10,30,17,2,0,0,0,120.0,122,72,68,18,50,5,76,2,0,4,525,80,5.08,1.433,9.2,1.4,3.8,5.7,1.52,1
SP,John Maine,28,7,6,.538,4.43,15,15,0,0,0,0,81.1,67,42,40,8,38,2,55,4,0,5,349,92,4.57,1.291,7.4,0.9,4.2,6.1,1.45,1
SP,Oliver Perez*,27,3,4,.429,6.82,14,14,0,0,0,0,66.0,69,51,50,12,58,2,62,4,0,2,324,60,6.40,1.924,9.4,1.6,7.9,8.5,1.07,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Francisco Rodriguez,27,3,6,.333,3.71,70,0,66,0,0,35,68.0,51,34,28,7,38,6,73,1,0,1,295,110,4.01,1.309,6.8,0.9,5.0,9.7,1.92,1
RP,Bobby Parnell,24,4,8,.333,5.30,68,8,14,0,0,1,88.1,101,56,52,8,46,2,74,4,1,6,413,77,4.30,1.664,10.3,0.8,4.7,7.5,1.61,1
RP,Brian Stokes,29,2,4,.333,3.97,69,0,19,0,0,0,70.1,72,33,31,6,38,7,45,2,0,1,316,103,4.63,1.564,9.2,0.8,4.9,5.8,1.18,1
RP,Sean Green,30,1,4,.200,4.52,79,0,19,0,0,1,69.2,64,37,35,5,36,5,54,9,1,8,316,91,4.42,1.435,8.3,0.6,4.7,7.0,1.50,1
RP,Pedro Feliciano*,32,6,4,.600,3.03,88,0,11,0,0,0,59.1,51,25,20,7,18,4,59,0,1,2,242,135,3.55,1.163,7.7,1.1,2.7,8.9,3.28,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nelson Figueroa,35,3,8,.273,4.09,16,10,2,1,1,0,70.1,80,33,32,8,24,4,59,9,0,1,320,100,4.31,1.479,10.2,1.0,3.1,7.5,2.46,1
,Pat Misch*,27,3,4,.429,4.12,22,7,0,1,1,0,59.0,62,27,27,9,19,2,23,2,0,1,251,99,5.37,1.373,9.5,1.4,2.9,3.5,1.21,1
,Fernando Nieve,26,3,3,.500,2.95,8,7,1,0,0,0,36.2,36,13,12,4,19,1,23,1,0,2,161,140,4.90,1.500,8.8,1.0,4.7,5.6,1.21,1
,Elmer Dessens,38,0,0,,3.31,28,0,8,0,0,0,32.2,24,12,12,5,10,1,14,2,0,1,130,125,5.33,1.041,6.6,1.4,2.8,3.9,1.40,1
,J.J. Putz,32,1,4,.200,5.22,29,0,6,0,0,2,29.1,29,18,17,1,19,4,19,0,0,1,135,79,4.19,1.636,8.9,0.3,5.8,5.8,1.00,1
,Ken Takahashi*,40,0,1,.000,2.96,28,0,5,0,0,0,27.1,23,9,9,2,14,1,23,2,1,2,116,139,4.12,1.354,7.6,0.7,4.6,7.6,1.64,1
,Jon Niese*,22,1,1,.500,4.21,5,5,0,0,0,0,25.2,27,12,12,1,9,0,18,0,0,1,110,98,3.25,1.403,9.5,0.4,3.2,6.3,2.00,1
,Lance Broadway,25,0,0,,6.75,8,0,3,0,0,0,14.2,19,11,11,0,6,0,9,0,0,0,67,62,3.10,1.705,11.7,0.0,3.7,5.5,1.50,1
,Tobi Stoner,24,0,0,,4.00,4,0,1,0,0,0,9.0,9,4,4,2,3,0,5,0,0,0,36,106,5.87,1.333,9.0,2.0,3.0,5.0,1.67,1
,Casey Fossum*,31,0,0,,2.25,3,0,0,0,0,0,4.0,4,1,1,0,4,0,3,0,0,0,19,198,4.60,2.000,9.0,0.0,9.0,6.8,0.75,1
,Jon Switzer*,29,0,0,,8.10,4,0,1,0,0,0,3.1,4,3,3,1,2,0,3,1,0,0,17,56,7.90,1.800,10.8,2.7,5.4,8.1,1.50,1
,Darren O'Day,26,0,0,,0.00,4,0,1,0,0,0,3.0,5,2,0,0,1,0,2,1,0,0,17,,3.76,2.000,15.0,0.0,3.0,6.0,2.00,1
,Billy Wagner*,37,0,0,,0.00,2,0,0,0,0,0,2.0,0,0,0,0,1,0,4,0,0,0,7,,0.60,0.500,0.0,0.0,4.5,18.0,4.00,1
,Team Totals,29.3,70,92,.432,4.45,162,162,159,3,2,39,1426.0,1452,757,705,158,616,60,1031,55,10,41,6284,92,4.50,1.450,9.2,1.0,3.9,6.5,1.67,1
,Rank in 16 NL teams,,13,3,,12,,,,11,2,11,14 ,10,9,11,7,15,,14,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
