Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Roy Halladay,32,17,10,.630,2.79,32,32,0,9,4,0,239.0,234,82,74,22,35,0,208,5,0,2,963,159,3.06,1.126,8.8,0.8,1.3,7.8,5.94,1
SP,Ricky Romero*,24,13,9,.591,4.30,29,29,0,0,0,0,178.0,192,88,85,18,79,0,141,10,1,6,771,103,4.33,1.522,9.7,0.9,4.0,7.1,1.78,1
SP,Brian Tallet*,31,7,9,.438,5.32,37,25,3,0,0,0,160.2,169,99,95,20,72,2,120,6,0,2,717,83,4.68,1.500,9.5,1.1,4.0,6.7,1.67,1
SP,Scott Richmond,29,8,11,.421,5.52,27,24,1,1,0,0,138.2,147,90,85,27,59,1,117,0,1,5,610,80,5.22,1.486,9.5,1.8,3.8,7.6,1.98,1
SP,Brett Cecil*,22,7,4,.636,5.30,18,17,1,0,0,0,93.1,116,59,55,17,38,0,69,5,0,0,422,84,5.37,1.650,11.2,1.6,3.7,6.7,1.82,1
SP,Marc Rzepczynski*,23,2,4,.333,3.67,11,11,0,0,0,0,61.1,51,27,25,7,30,0,60,1,1,4,261,121,4.14,1.321,7.5,1.0,4.4,8.8,2.00,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jason Frasor,31,7,3,.700,2.50,61,0,36,0,0,11,57.2,43,17,16,4,16,3,56,2,0,2,227,178,2.99,1.023,6.7,0.6,2.5,8.7,3.50,1
RP,Shawn Camp,33,2,6,.250,3.50,59,0,17,0,0,1,79.2,73,36,31,7,29,4,58,4,0,0,333,127,4.03,1.280,8.2,0.8,3.3,6.6,2.00,1
RP,Brandon League,26,3,6,.333,4.58,67,0,18,0,0,0,74.2,72,40,38,8,21,2,76,7,0,9,313,97,3.58,1.246,8.7,1.0,2.5,9.2,3.62,1
RP,Jesse Carlson*,28,1,6,.143,4.66,73,0,12,0,0,0,67.2,67,37,35,7,21,3,51,3,1,2,291,95,4.00,1.300,8.9,0.9,2.8,6.8,2.43,1
RP,Scott Downs*,33,1,3,.250,3.09,48,0,24,0,0,9,46.2,46,18,16,4,13,1,43,2,0,1,200,144,3.33,1.264,8.9,0.8,2.5,8.3,3.31,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David Purcey*,27,1,3,.250,6.19,9,9,0,0,0,0,48.0,54,35,33,6,30,1,39,1,0,3,223,72,5.03,1.750,10.1,1.1,5.6,7.3,1.30,1
,Casey Janssen,27,2,4,.333,5.85,21,5,5,0,0,1,40.0,59,29,26,5,14,1,24,2,0,1,192,76,4.72,1.825,13.3,1.1,3.2,5.4,1.71,1
,Jeremy Accardo,27,0,0,,2.55,26,0,5,0,0,1,24.2,23,8,7,2,17,1,18,2,0,0,107,175,5.00,1.622,8.4,0.7,6.2,6.6,1.06,1
,Robert Ray,25,1,2,.333,4.44,4,4,0,0,0,0,24.1,23,15,12,4,6,0,13,2,0,0,101,101,5.15,1.192,8.5,1.5,2.2,4.8,2.17,1
,Dirk Hayhurst,28,0,0,,2.78,15,0,5,0,0,0,22.2,23,7,7,2,9,2,13,2,0,1,97,161,4.55,1.412,9.1,0.8,3.6,5.2,1.44,1
,B.J. Ryan*,33,1,1,.500,6.53,25,0,9,0,0,2,20.2,22,15,15,5,17,2,13,1,0,1,95,69,7.60,1.887,9.6,2.2,7.4,5.7,0.76,1
,Josh Roenicke,26,0,0,,7.13,13,0,3,0,0,0,17.2,19,15,14,2,12,1,19,1,0,1,84,63,4.63,1.755,9.7,1.0,6.1,9.7,1.58,1
,Brian Wolfe,28,2,2,.500,8.22,14,0,8,0,0,0,15.1,25,15,14,5,7,1,11,1,0,1,77,55,7.47,2.087,14.7,2.9,4.1,6.5,1.57,1
,Bill Murphy*,28,0,0,,3.18,8,0,2,0,0,0,11.1,4,4,4,1,8,0,6,0,0,2,45,143,5.30,1.059,3.2,0.8,6.4,4.8,0.75,1
,Jesse Litsch,24,0,1,.000,9.00,2,2,0,0,0,0,9.0,14,9,9,4,1,0,8,1,0,0,42,51,7.76,1.667,14.0,4.0,1.0,8.0,8.00,1
,Brad Mills*,24,0,1,.000,14.09,2,2,0,0,0,0,7.2,14,12,12,4,6,0,9,0,0,0,42,33,9.88,2.609,16.4,4.7,7.0,10.6,1.50,1
,Brian Burres*,28,0,2,.000,14.21,2,2,0,0,0,0,6.1,12,12,10,0,5,0,4,0,0,0,37,33,4.20,2.684,17.1,0.0,7.1,5.7,0.80,1
,Bryan Bullington,28,0,0,,3.00,4,0,3,0,0,0,6.0,7,2,2,0,6,1,5,0,0,0,31,156,4.43,2.167,10.5,0.0,9.0,7.5,0.83,1
,Team Totals,28.3,75,87,.463,4.47,162,162,152,10,4,25,1451.0,1509,771,720,181,551,26,1181,58,4,43,6281,100,4.35,1.420,9.4,1.1,3.4,7.3,2.14,1
,Rank in 14 AL teams,,10,4,,10,,,,1,5,13,3 ,10,11,10,8,10,,3,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
