Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Javier Vazquez,32,15,10,.600,2.87,32,32,0,3,0,0,219.1,181,75,70,20,44,2,238,4,0,6,874,143,2.77,1.026,7.4,0.8,1.8,9.8,5.41,1
SP,Jair Jurrjens,23,14,10,.583,2.60,34,34,0,0,0,0,215.0,186,71,62,15,75,1,152,3,2,3,884,159,3.68,1.214,7.8,0.6,3.1,6.4,2.03,1
SP,Derek Lowe,36,15,10,.600,4.67,34,34,0,0,0,0,194.2,232,109,101,16,63,7,111,4,2,4,855,88,4.06,1.515,10.7,0.7,2.9,5.1,1.76,1
SP,Kenshin Kawakami,34,7,12,.368,3.86,32,25,3,0,0,1,156.1,153,73,67,15,57,6,105,6,1,8,669,107,4.21,1.343,8.8,0.9,3.3,6.0,1.84,1
SP,Tommy Hanson,22,11,4,.733,2.89,21,21,0,0,0,0,127.2,105,42,41,10,46,1,116,5,0,2,522,143,3.50,1.183,7.4,0.7,3.2,8.2,2.52,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Rafael Soriano,29,1,6,.143,2.97,77,0,52,0,0,27,75.2,53,25,25,6,27,4,102,1,0,0,307,139,2.54,1.057,6.3,0.7,3.2,12.1,3.78,1
RP,Mike Gonzalez*,31,5,4,.556,2.42,80,0,29,0,0,10,74.1,56,28,20,7,33,8,90,7,0,5,315,171,3.51,1.197,6.8,0.8,4.0,10.9,2.73,1
RP,Peter Moylan,30,6,2,.750,2.84,87,0,6,0,0,0,73.0,65,29,23,0,35,8,61,2,0,1,309,146,2.95,1.370,8.0,0.0,4.3,7.5,1.74,1
RP,Kris Medlen,23,3,5,.375,4.26,37,4,10,0,0,0,67.2,65,34,32,5,30,2,72,2,1,3,294,97,3.35,1.404,8.6,0.7,4.0,9.6,2.40,1
RP,Eric O'Flaherty*,24,2,1,.667,3.04,78,0,8,0,0,0,56.1,52,23,19,2,18,4,39,6,0,2,236,136,3.45,1.243,8.3,0.3,2.9,6.2,2.17,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tim Hudson,33,2,1,.667,3.61,7,7,0,0,0,0,42.1,49,17,17,4,13,0,30,0,0,0,180,115,3.83,1.465,10.4,0.9,2.8,6.4,2.31,1
,Manny Acosta,28,1,1,.500,4.34,36,0,17,0,0,0,37.1,45,19,18,4,19,2,32,2,0,3,174,96,4.46,1.714,10.8,1.0,4.6,7.7,1.68,1
,Jeff Bennett,29,2,4,.333,3.18,33,0,8,0,0,0,34.0,42,13,12,2,21,4,23,3,0,1,163,131,4.63,1.853,11.1,0.5,5.6,6.1,1.10,1
,Jo-Jo Reyes*,24,0,2,.000,7.00,6,5,0,0,0,0,27.0,27,25,21,4,13,3,21,1,0,0,119,60,5.02,1.481,9.0,1.3,4.3,7.0,1.62,1
,Buddy Carlyle,31,0,1,.000,8.86,16,0,7,0,0,0,21.1,35,23,21,5,12,4,12,0,0,2,107,47,6.71,2.203,14.8,2.1,5.1,5.1,1.00,1
,Boone Logan*,24,1,1,.500,5.19,20,0,7,0,0,0,17.1,21,12,10,1,9,3,10,1,0,0,82,81,4.42,1.731,10.9,0.5,4.7,5.2,1.11,1
,James Parr,23,0,0,,5.79,8,0,4,0,0,0,14.0,17,9,9,1,5,0,12,1,0,0,66,73,3.60,1.571,10.9,0.6,3.2,7.7,2.40,1
,Jorge Campillo,30,1,0,1.000,4.15,5,0,4,0,0,0,4.1,7,3,2,0,3,0,3,0,0,0,21,108,3.79,2.308,14.5,0.0,6.2,6.2,1.00,1
,Jairo Asencio,26,0,1,.000,3.38,3,0,2,0,0,0,2.2,3,1,1,0,2,0,0,0,0,0,13,139,5.35,1.875,10.1,0.0,6.8,0.0,0.00,1
,Blaine Boyer,27,0,1,.000,40.50,3,0,1,0,0,0,1.1,3,6,6,0,3,0,2,1,0,0,11,13,9.10,4.500,20.3,0.0,20.3,13.5,0.67,1
,Vladimir Núñez,34,0,0,,36.00,1,0,1,0,0,0,1.0,2,4,4,2,2,0,1,0,0,0,7,16,33.10,4.000,18.0,18.0,18.0,9.0,0.50,1
,Team Totals,29.0,86,76,.531,3.57,162,162,159,3,0,38,1462.2,1399,641,581,119,530,59,1232,49,6,40,6208,116,3.66,1.319,8.6,0.7,3.3,7.6,2.32,1
,Rank in 16 NL teams,,7,10,,3,,,,11,6,13,2 ,4,4,3,1,5,,5,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
