Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jeremy Guthrie,30,10,17,.370,5.04,33,33,0,1,0,0,200.0,224,120,112,35,60,1,110,9,1,1,874,90,5.31,1.420,10.1,1.6,2.7,5.0,1.83,1
SP,Brad Bergesen,23,7,5,.583,3.43,19,19,0,1,0,0,123.1,126,52,47,11,32,4,65,5,0,2,519,133,4.10,1.281,9.2,0.8,2.3,4.7,2.03,1
SP,Jason Berken,25,6,12,.333,6.54,24,24,0,0,0,0,119.2,164,92,87,19,44,2,66,6,1,0,560,70,5.31,1.738,12.3,1.4,3.3,5.0,1.50,1
SP,David Hernandez,24,4,10,.286,5.42,20,19,0,0,0,0,101.1,118,62,61,27,46,0,68,1,0,3,462,84,6.61,1.618,10.5,2.4,4.1,6.0,1.48,1
SP,Koji Uehara,34,2,4,.333,4.05,12,12,0,0,0,0,66.2,71,33,30,7,12,1,48,0,0,0,279,113,3.56,1.245,9.6,0.9,1.6,6.5,4.00,1
SP,Rich Hill*,29,3,3,.500,7.80,14,13,0,0,0,0,57.2,68,53,50,7,40,2,46,1,1,1,275,59,5.21,1.873,10.6,1.1,6.2,7.2,1.15,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,George Sherrill*,32,0,1,.000,2.40,42,0,38,0,0,20,41.1,34,11,11,3,13,2,39,2,0,0,171,192,3.24,1.137,7.4,0.7,2.8,8.5,3.00,1
RP,Mark Hendrickson*,35,6,5,.545,4.37,53,11,12,0,0,1,105.0,116,59,51,16,33,4,61,2,1,2,457,104,4.92,1.419,9.9,1.4,2.8,5.2,1.85,1
RP,Danys Báez,31,4,6,.400,4.02,59,0,9,0,0,0,71.2,59,36,32,8,22,3,40,5,1,2,295,114,4.56,1.130,7.4,1.0,2.8,5.0,1.82,1
RP,Jim Johnson,26,4,6,.400,4.11,64,0,29,0,0,10,70.0,73,32,32,8,23,3,49,3,1,2,300,111,4.30,1.371,9.4,1.0,3.0,6.3,2.13,1
RP,Matt Albers,26,3,6,.333,5.51,56,0,13,0,0,0,67.0,80,43,41,3,36,3,49,2,0,3,309,83,3.92,1.731,10.7,0.4,4.8,6.6,1.36,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brian Bass,27,5,3,.625,4.90,48,0,13,0,0,0,86.1,106,52,47,11,44,5,54,5,0,6,400,93,5.21,1.737,11.1,1.1,4.6,5.6,1.23,1
,Chris Tillman,21,2,5,.286,5.40,12,12,0,0,0,0,65.0,77,40,39,15,24,1,39,2,0,4,285,85,6.10,1.554,10.7,2.1,3.3,5.4,1.63,1
,Brian Matusz*,22,5,2,.714,4.63,8,8,0,0,0,0,44.2,52,24,23,6,14,0,38,0,0,0,196,99,4.08,1.478,10.5,1.2,2.8,7.7,2.71,1
