Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Jose Adames,26,0,0,,0.00,3,0,3,0,0,1,3.0,2,0,0,0,0,0,5,0,0,0,11,0.667,6.0,0.0,0.0,15.0,,,0
Frainger Aranguren,22,3,1,.750,3.16,20,0,4,0,0,0,31.1,35,15,11,5,6,0,20,1,0,0,135,1.309,10.1,1.4,1.7,5.7,3.33,,0
Alec Byrd*,24,0,0,,1.93,10,0,3,0,0,0,18.2,17,5,4,1,3,0,19,2,0,7,75,1.071,8.2,0.5,1.4,9.2,6.33,,0
Manuel Cachutt,22,0,1,.000,6.62,15,0,2,0,0,0,17.2,22,13,13,1,8,1,16,3,1,3,80,1.698,11.2,0.5,4.1,8.2,2.00,,0
Carlos Carreno,20,4,6,.400,5.37,15,15,0,0,0,0,62.0,70,46,37,8,27,0,51,5,0,8,281,1.565,10.2,1.2,3.9,7.4,1.89,,0
Omar Conoropo*,21,5,0,1.000,3.36,16,3,1,0,0,0,59.0,49,24,22,4,13,0,55,3,0,3,234,1.051,7.5,0.6,2.0,8.4,4.23,,0
Jerry D'Andrea*,23,0,1,.000,2.35,5,0,3,0,0,1,7.2,9,3,2,0,3,0,13,0,0,4,34,1.565,10.6,0.0,3.5,15.3,4.33,,0
Noah Davis,22,1,1,.500,2.10,8,8,0,0,0,0,34.1,27,10,8,4,13,0,30,2,0,3,140,1.165,7.1,1.0,3.4,7.9,2.31,,0
Ryan Dunne,24,6,4,.600,3.98,23,0,11,0,0,0,31.2,23,19,14,4,17,0,46,0,0,5,129,1.263,6.5,1.1,4.8,13.1,2.71,,0
Alberto Gonzalez,19,0,0,,5.96,11,1,3,0,0,0,22.2,17,15,15,5,11,0,29,6,0,2,98,1.235,6.8,2.0,4.4,11.5,2.64,,0
Ricky Karcher,21,0,0,,4.61,4,4,0,0,0,0,13.2,8,7,7,4,9,0,17,2,0,2,60,1.244,5.3,2.6,5.9,11.2,1.89,,0
Ian Koch,21,5,0,1.000,3.38,15,0,1,0,0,1,34.2,33,13,13,2,8,0,32,1,0,8,141,1.183,8.6,0.5,2.1,8.3,4.00,,0
Nick Lodolo*,21,0,1,.000,2.38,6,6,0,0,0,0,11.1,12,5,3,1,0,0,21,0,0,0,46,1.059,9.5,0.8,0.0,16.7,,,0
Valentin Martinez,22,0,0,,18.00,2,0,2,0,0,0,2.0,3,4,4,0,3,0,2,2,0,0,14,3.000,13.5,0.0,13.5,9.0,0.67,,0
Andrew McDonald,24,1,0,1.000,4.24,10,0,1,0,0,0,17.0,20,10,8,1,4,0,15,1,0,0,75,1.412,10.6,0.5,2.1,7.9,3.75,,0
Justin McGregor,23,3,6,.333,4.78,15,14,0,0,0,0,69.2,95,52,37,4,7,0,56,1,0,6,313,1.464,12.3,0.5,0.9,7.2,8.00,,0
Miguel Medrano,21,3,4,.429,3.13,14,14,0,0,0,0,60.1,52,24,21,8,14,0,66,0,0,8,242,1.094,7.8,1.2,2.1,9.8,4.71,,0
Jeffry Nino,22,2,2,.500,2.45,19,0,5,0,0,0,25.2,21,11,7,0,10,1,39,5,2,7,115,1.208,7.4,0.0,3.5,13.7,3.90,,0
Francis Peguero,21,1,3,.250,4.00,22,0,14,0,0,6,27.0,23,13,12,4,3,0,45,3,0,1,109,0.963,7.7,1.3,1.0,15.0,15.00,,0
Patrick Raby,22,0,0,,8.64,5,0,2,0,0,0,8.1,7,8,8,1,7,0,10,1,0,7,41,1.680,7.6,1.1,7.6,10.8,1.43,,0
Orlando Rodriguez,23,0,3,.000,4.42,10,8,0,0,0,0,36.2,35,22,18,3,15,0,49,4,0,11,165,1.364,8.6,0.7,3.7,12.0,3.27,,0
Jose Salvador*,19,0,0,,3.86,3,3,0,0,0,0,11.2,10,5,5,1,3,0,15,0,0,1,50,1.114,7.7,0.8,2.3,11.6,5.00,,0
Johnnie Schneider,22,3,2,.600,3.34,22,0,7,0,0,2,32.1,24,15,12,3,16,0,36,3,0,4,139,1.237,6.7,0.8,4.5,10.0,2.25,,0
Jake Stevenson,22,1,1,.500,3.10,18,0,13,0,0,5,20.1,18,12,7,1,14,1,31,1,0,3,96,1.574,8.0,0.4,6.2,13.7,2.21,,0
Nick Travieso,25,0,1,.000,9.00,3,0,0,0,0,0,3.0,3,6,3,0,5,0,4,0,0,1,16,2.667,9.0,0.0,15.0,12.0,0.80,,0
Caleb Van Blake,22,1,0,1.000,0.00,1,0,1,0,0,0,2.0,1,1,0,0,1,0,2,0,0,0,6,1.000,4.5,0.0,4.5,9.0,2.00,,0
26 Players,21.8,39,37,.513,3.88,76,76,76,0,6,16,663.2,636,358,286,65,220,3,724,46,3,94,2845,1.290,8.6,0.9,3.0,9.8,3.29,,0
