Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Kelvin Alarcon,20,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,4,0.000,0.0,0.0,0.0,9.0,,,0
Eudi Asencio,20,2,1,.667,7.23,8,3,0,0,0,0,18.2,12,16,15,4,19,0,12,5,1,3,88,1.661,5.8,1.9,9.2,5.8,0.63,,0
Pedro Avila,22,0,0,,9.00,1,1,0,0,0,0,2.0,2,2,2,1,1,0,3,1,0,1,10,1.500,9.0,4.5,4.5,13.5,3.00,,1
Blake Baker,20,1,1,.500,2.35,18,0,14,0,0,8,23.0,15,10,6,1,13,0,34,0,0,1,95,1.217,5.9,0.4,5.1,13.3,2.62,,0
Sam Ballard*,21,0,0,,1.42,5,0,3,0,0,0,6.1,6,5,1,1,2,0,8,1,0,2,29,1.263,8.5,1.4,2.8,11.4,4.00,,0
Robert Briley,19,0,1,.000,7.90,9,5,1,0,0,0,13.2,13,18,12,1,17,0,7,0,0,7,70,2.195,8.6,0.7,11.2,4.6,0.41,,0
Keegan Collett,20,2,0,1.000,4.56,10,2,1,0,0,0,23.2,18,15,12,1,22,0,36,2,0,10,112,1.690,6.8,0.4,8.4,13.7,1.64,,0
Tom Cosgrove*,23,0,0,,0.00,1,1,0,0,0,0,1.0,1,0,0,0,0,0,3,0,0,0,4,1.000,9.0,0.0,0.0,27.0,,,0
Luis Eusebio,23,2,2,.500,4.18,12,0,5,0,0,3,28.0,24,17,13,3,13,2,33,2,1,8,122,1.321,7.7,1.0,4.2,10.6,2.54,,0
Koty Fallon,22,0,0,,0.00,1,0,1,0,0,1,1.0,0,0,0,0,2,0,1,0,0,0,4,2.000,0.0,0.0,18.0,9.0,0.50,,0
Jeferson Garcia,19,3,3,.500,5.76,11,9,0,0,0,0,45.1,47,32,29,5,17,0,58,3,0,5,199,1.412,9.3,1.0,3.4,11.5,3.41,,0
Jose Garcia*,21,5,2,.714,3.40,13,0,0,0,0,0,45.0,51,20,17,3,11,1,43,0,1,2,192,1.378,10.2,0.6,2.2,8.6,3.91,,0
Juan Garcia,18,0,1,.000,inf,1,0,0,0,0,0,0.0,0,3,2,0,1,0,0,1,0,0,2,,,,,,0.00,,0
Jose Geraldo,20,0,1,.000,3.09,17,0,11,0,0,2,23.1,22,8,8,1,8,0,27,1,1,3,103,1.286,8.5,0.4,3.1,10.4,3.38,,0
Carlos Guarate,18,6,1,.857,2.22,11,9,0,0,0,0,44.2,41,17,11,0,12,0,38,1,2,2,183,1.187,8.3,0.0,2.4,7.7,3.17,,0
Emmanuel Guerra,18,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,2,0,1,0,0,0,3,6.000,0.0,0.0,54.0,27.0,0.50,,0
