Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Dan Black#,25,133,551,449,70,130,28,1,17,83,7,2,91,98,.290,.411,.470,.881,211,10,4,3,4,8,,0
Mike Blanke,24,94,374,332,25,75,15,1,7,43,2,0,36,75,.226,.302,.340,.642,113,5,1,3,2,2,,0
Joe De Pinto,24,5,21,16,2,6,1,0,0,2,0,1,4,5,.375,.524,.438,.961,7,0,1,0,0,0,,0
Jeremy Dowdy,22,1,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Michael Earley,25,66,261,233,35,64,16,2,4,29,4,2,19,37,.275,.336,.412,.748,96,6,4,2,3,0,,0
Miguel Gonzalez,22,37,132,119,12,29,5,1,2,16,3,1,10,25,.244,.318,.353,.671,42,8,3,0,0,0,,1
David Herbek,24,30,97,83,9,21,4,0,0,7,2,1,13,17,.253,.361,.301,.662,25,0,1,0,0,0,,0
Brandon Jacobs,22,43,176,156,13,37,8,0,2,22,2,3,11,50,.237,.291,.327,.618,51,4,3,1,5,0,,0
Micah Johnson*,22,5,22,21,2,5,0,0,0,1,1,0,0,4,.238,.227,.238,.465,5,0,0,0,1,0,,1
Paul Konerko,37,3,11,10,1,4,0,0,0,1,0,0,1,1,.400,.455,.400,.855,4,0,0,0,0,0,,1
Tommy Manzella,30,10,36,34,0,2,0,0,0,0,1,0,2,16,.059,.111,.059,.170,2,2,0,0,0,0,,1
Chris McMurray,26,14,44,30,4,6,1,0,1,4,1,0,10,6,.200,.400,.333,.733,10,0,0,4,0,0,,0
Jared Mitchell*,24,76,291,247,23,43,6,2,5,20,13,5,41,96,.174,.297,.275,.572,68,4,2,1,0,3,,0
Cody Puckett,26,102,377,349,43,90,16,0,15,50,7,4,22,47,.258,.301,.433,.734,151,11,1,2,3,1,,0
Tyler Saladino,23,118,493,424,49,97,17,2,5,55,28,8,51,86,.229,.316,.314,.630,133,15,6,6,6,0,,1
Marcus Semien,22,105,483,393,90,114,21,5,15,49,20,5,84,66,.290,.420,.483,.903,190,7,4,2,0,3,,1
Brandon Short,24,29,114,94,14,21,6,1,1,10,3,2,15,14,.223,.336,.340,.677,32,6,2,1,2,1,,0
Luis Sierra*,25,5,22,19,2,3,1,0,0,2,0,0,2,3,.158,.227,.211,.438,4,2,0,0,1,0,,0
Trayce Thompson,22,135,590,507,78,116,23,5,15,73,25,8,60,139,.229,.321,.383,.704,194,5,13,2,8,0,,1
Daniel Wagner*,24,87,319,296,33,81,9,0,1,23,23,7,19,33,.274,.322,.314,.636,93,4,2,2,0,0,,0
Keenyn Walker#,22,130,550,462,77,93,16,5,3,32,38,15,69,153,.201,.319,.277,.596,128,10,11,8,0,1,,0
Andy Wilkins*,24,67,285,243,37,70,16,0,10,49,3,0,38,58,.288,.386,.477,.863,116,5,2,0,2,2,,1
22 Players,23.6,140,5253,4521,619,1107,209,25,103,571,183,64,598,1030,.245,.338,.370,.709,1675,104,60,37,37,21,,0
