Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Abraham Almonte#,24,29,120,102,18,26,6,1,4,18,6,1,18,28,.255,.367,.451,.818,46,3,0,0,0,2,,1
Denny Almonte#,24,70,270,240,26,43,12,1,6,26,9,7,22,89,.179,.251,.313,.563,75,3,2,3,3,0,,0
Brandon Bantz,26,22,74,69,5,11,2,0,1,4,1,0,4,21,.159,.205,.232,.437,16,1,0,1,0,0,,1
Jabari Blash,23,29,120,97,13,30,3,0,9,21,1,1,20,28,.309,.442,.619,1.060,60,1,3,0,0,1,,1
Leury Bonilla,28,33,115,98,9,23,2,0,0,11,3,1,16,24,.235,.342,.255,.597,25,2,0,1,0,0,,0
Patrick Brady,25,12,36,32,4,11,3,0,1,3,1,0,4,10,.344,.417,.531,.948,17,1,0,0,0,0,,0
Vinnie Catricala,24,48,195,174,23,44,8,0,3,21,2,1,15,39,.253,.318,.351,.669,61,5,3,0,3,1,,0
Ji-Man Choi*,22,61,236,198,21,53,10,3,9,39,2,2,32,28,.268,.377,.485,.862,96,5,4,0,2,2,,1
Cavan Cohoes,20,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Mike Dowd,23,36,120,112,9,22,4,0,1,3,0,1,4,20,.196,.250,.259,.509,29,2,4,0,0,0,,0
Joe Dunigan*,27,3,12,11,2,3,0,0,1,2,0,0,1,6,.273,.333,.545,.879,6,1,0,0,0,0,,0
John Hicks,23,80,327,296,40,70,14,1,4,29,13,4,22,62,.236,.301,.331,.632,98,8,6,1,2,0,,1
James Jones*,24,101,405,363,44,100,14,10,6,45,28,9,40,72,.275,.347,.419,.766,152,7,0,2,0,2,,1
Leon Landry*,23,114,460,422,43,91,15,2,6,37,22,7,26,71,.216,.262,.303,.565,128,4,1,9,2,0,,0
Chantz Mack*,22,5,22,22,2,5,0,0,0,1,1,0,0,5,.227,.227,.227,.455,5,0,0,0,0,0,,0
Jack Marder,23,90,315,275,32,60,10,2,4,22,8,4,24,59,.218,.298,.313,.610,86,4,8,6,2,2,,0
Francisco Martinez,22,34,136,126,8,26,6,0,0,5,7,0,6,43,.206,.242,.254,.496,32,2,0,4,0,0,,0
Brad Miller*,23,42,175,153,27,45,7,1,6,25,4,3,20,30,.294,.379,.471,.850,72,1,1,1,0,2,,1
Julio Morban*,21,86,326,295,46,87,20,5,7,44,7,2,28,95,.295,.362,.468,.830,138,5,3,0,0,4,,0
Ramon Morla,23,65,268,246,24,60,12,5,8,41,5,2,18,87,.244,.302,.431,.733,106,8,3,0,1,0,,0
Gabriel Noriega,22,104,402,371,35,95,15,4,2,30,7,2,14,72,.256,.283,.334,.617,124,12,1,13,3,0,,0
Daniel Paolini,23,31,122,103,6,17,5,1,0,4,1,2,18,24,.165,.289,.233,.522,24,1,0,1,0,0,,0
Rich Poythress,25,4,18,14,4,4,1,0,2,4,0,0,4,1,.286,.444,.786,1.230,11,0,0,0,0,0,,0
Steve Proscia,23,90,339,314,37,63,9,1,10,28,11,4,20,92,.201,.249,.331,.580,104,1,1,2,2,0,,0
Carlton Tanabe,21,3,10,9,1,1,0,0,0,2,0,1,1,3,.111,.200,.111,.311,1,0,0,0,0,0,,0
Chris Taylor,22,67,300,256,46,75,12,4,1,16,18,3,40,55,.293,.391,.383,.774,98,4,2,1,1,1,,1
26 Players,23.0,135,4924,4399,525,1065,190,41,91,481,157,57,417,1064,.242,.312,.366,.678,1610,81,42,45,21,17,,0
