Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Albert Abreu,23,5,8,.385,4.28,23,20,0,0,0,0,96.2,103,62,46,9,53,0,91,7,2,7,440,1.614,9.6,0.8,4.9,8.5,1.72,1
Domingo Acevedo,25,7,1,.875,3.86,22,0,11,0,0,0,35.0,23,17,15,7,10,0,33,0,0,2,138,0.943,5.9,1.8,2.6,8.5,3.30,1
Daniel Alvarez,23,7,2,.778,2.31,46,0,43,0,0,21,58.1,41,17,15,4,23,1,76,2,0,4,242,1.097,6.3,0.6,3.5,11.7,3.30,0
Andrew Bellatti,27,2,0,1.000,5.28,21,0,11,0,0,0,30.2,33,20,18,4,8,0,27,2,0,2,133,1.337,9.7,1.2,2.3,7.9,3.38,1
Braden Bristo,24,1,1,.500,3.75,14,0,6,0,0,1,24.0,22,10,10,2,9,0,27,0,0,1,100,1.292,8.3,0.8,3.4,10.1,3.00,0
Will Carter,26,1,2,.333,4.01,28,1,7,0,0,2,49.1,47,24,22,2,26,0,36,7,0,4,225,1.480,8.6,0.4,4.7,6.6,1.38,0
Deivi Garcia,20,4,4,.500,3.86,11,11,0,0,0,0,53.2,43,23,23,2,26,0,87,6,3,3,235,1.286,7.2,0.3,4.4,14.6,3.35,1
Rony Garcia,21,4,11,.267,4.44,20,20,0,0,0,0,105.1,94,56,52,14,38,1,104,7,3,2,448,1.253,8.0,1.2,3.2,8.9,2.74,1
Nick Green,24,3,4,.429,7.08,15,13,1,0,0,0,68.2,87,59,54,3,34,1,51,6,1,13,328,1.762,11.4,0.4,4.5,6.7,1.50,0
Janson Junk,23,0,1,.000,7.71,1,1,0,0,0,0,4.2,4,4,4,1,5,0,3,0,0,0,22,1.929,7.7,1.9,9.6,5.8,0.60,1
Brian Keller,25,3,1,.750,2.32,7,7,0,1,1,0,42.2,30,14,11,1,10,0,33,2,0,2,167,0.938,6.3,0.2,2.1,7.0,3.30,0
Michael King,24,0,1,.000,9.95,3,2,0,0,0,0,12.2,20,15,14,1,2,0,8,2,0,0,61,1.737,14.2,0.7,1.4,5.7,4.00,1
Brody Koerner,25,0,2,.000,2.36,6,6,0,0,0,0,26.2,25,10,7,0,15,0,20,0,0,2,116,1.500,8.4,0.0,5.1,6.8,1.33,1
Brooks Kriske,25,2,2,.500,2.59,36,0,21,0,0,11,48.2,30,14,14,3,23,1,64,1,0,5,199,1.089,5.5,0.6,4.3,11.8,2.78,1
Brady Lail,25,3,1,.750,1.74,14,1,6,0,0,1,31.0,18,6,6,1,12,0,47,0,0,1,121,0.968,5.2,0.3,3.5,13.6,3.92,1
Trevor Lane*,25,5,2,.714,1.99,41,0,14,0,0,1,68.0,43,18,15,3,24,0,66,4,0,3,276,0.985,5.7,0.4,3.2,8.7,2.75,0
Jonathan Loaisiga,24,0,0,,0.00,1,1,0,0,0,0,2.0,1,0,0,0,0,0,3,1,0,1,7,0.500,4.5,0.0,0.0,13.5,,1
Jose Mesa Jr.,25,0,1,.000,7.71,7,1,0,0,0,0,11.2,15,13,10,0,14,0,11,1,0,1,65,2.486,11.6,0.0,10.8,8.5,0.79,0
Nick Nelson,23,7,2,.778,2.35,13,12,1,1,0,0,65.0,48,18,17,4,35,0,83,5,1,6,274,1.277,6.6,0.6,4.8,11.5,2.37,1
Kaleb Ort,27,1,0,1.000,2.57,9,0,4,0,0,2,14.0,11,4,4,0,3,0,20,0,0,0,53,1.000,7.1,0.0,1.9,12.9,6.67,1
James Reeves*,26,7,2,.778,1.79,27,0,3,0,0,0,55.1,35,18,11,4,21,0,62,7,1,1,224,1.012,5.7,0.7,3.4,10.1,2.95,0
Adonis Rosa,24,3,1,.750,4.60,12,5,1,0,0,0,43.0,41,22,22,3,19,0,37,0,0,0,184,1.395,8.6,0.6,4.0,7.7,1.95,1
Clarke Schmidt,23,2,0,1.000,2.37,3,3,0,0,0,0,19.0,14,5,5,1,1,0,19,0,0,3,71,0.789,6.6,0.5,0.5,9.0,19.00,1
Shawn Semple,23,0,3,.000,5.00,7,6,0,1,0,0,36.0,37,21,20,6,19,0,34,1,0,1,164,1.556,9.3,1.5,4.8,8.5,1.79,0
David Sosebee,25,1,0,1.000,4.91,2,0,0,0,0,0,3.2,4,2,2,0,1,0,7,1,1,0,17,1.364,9.8,0.0,2.5,17.2,7.00,0
Trevor Stephan,23,2,4,.333,5.24,12,12,0,0,0,0,46.1,51,29,27,3,24,0,57,4,0,2,215,1.619,9.9,0.6,4.7,11.1,2.38,1
Greg Weissert,24,1,2,.333,1.88,14,0,5,0,0,1,24.0,10,5,5,0,13,0,28,2,0,0,94,0.958,3.8,0.0,4.9,10.5,2.15,0
Garrett Whitlock,23,3,3,.500,3.07,14,14,0,0,0,0,70.1,73,34,24,4,18,0,57,2,1,4,297,1.294,9.3,0.5,2.3,7.3,3.17,1
Matt Wivinis,25,1,1,.500,4.22,6,0,1,0,0,0,10.2,7,6,5,1,4,0,12,1,0,0,45,1.031,5.9,0.8,3.4,10.1,3.00,0
Miguel Yajure,21,1,0,1.000,0.82,2,2,0,0,0,0,11.0,9,1,1,0,2,0,11,0,0,1,44,1.000,7.4,0.0,1.6,9.0,5.50,1
