Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Dario Agrazal,24,1,1,.500,3.60,4,4,0,0,0,0,25.0,29,10,10,3,0,0,19,0,0,0,98,1.160,10.4,1.1,0.0,6.8,,1,2019,AA,PIT
Cody Bolton,21,2,3,.400,5.85,9,9,0,0,0,0,40.0,37,26,26,6,16,0,33,0,0,3,167,1.325,8.3,1.4,3.6,7.4,2.06,0,2019,AA,PIT
Sean Brady*,25,5,11,.313,3.65,22,22,0,1,1,0,138.0,135,67,56,15,36,0,82,8,0,3,576,1.239,8.8,1.0,2.3,5.3,2.28,0,2019,AA,PIT
Jake Brentz*,24,0,1,.000,0.77,9,0,4,0,0,0,11.2,6,1,1,0,3,0,13,1,0,0,45,0.771,4.6,0.0,2.3,10.0,4.33,1,2019,AA,PIT
Vicente Campos,26,2,2,.500,4.85,20,0,10,0,0,1,26.0,29,17,14,5,13,1,23,3,1,2,120,1.615,10.0,1.7,4.5,8.0,1.77,1,2019,AA,PIT
Blake Cederlind,23,5,1,.833,1.77,31,0,10,0,0,2,45.2,31,10,9,1,16,1,42,6,0,1,185,1.029,6.1,0.2,3.2,8.3,2.63,1,2019,AA,PIT
Joel Cesar,23,3,4,.429,3.76,28,1,13,0,0,1,38.1,38,18,16,5,12,0,36,4,2,3,162,1.304,8.9,1.2,2.8,8.5,3.00,0,2019,AA,PIT
Austin Coley,26,2,2,.500,4.07,16,4,6,0,0,0,24.1,35,17,11,1,9,0,18,4,0,2,117,1.808,12.9,0.4,3.3,6.7,2.00,0,2019,AA,PIT
Matt Eckelman,25,1,5,.167,3.33,45,1,37,0,0,23,48.2,43,21,18,3,25,2,45,0,0,0,205,1.397,8.0,0.6,4.6,8.3,1.80,0,2019,AA,PIT
Nick Economos,24,0,3,.000,8.83,4,3,0,0,0,0,17.1,24,18,17,4,7,0,17,1,0,0,83,1.788,12.5,2.1,3.6,8.8,2.43,0,2019,AA,PIT
Elvis Escobar*,24,1,0,1.000,1.80,3,0,0,0,0,0,5.0,4,1,1,0,1,0,6,0,0,2,19,1.000,7.2,0.0,1.8,10.8,6.00,0,2019,AA,PIT
Yeudy Garcia,26,1,2,.333,6.10,33,2,3,0,0,1,62.0,76,45,42,4,34,1,53,4,2,10,288,1.774,11.0,0.6,4.9,7.7,1.56,0,2019,AA,PIT
Angel German,23,3,3,.500,4.33,39,0,14,0,0,2,52.0,33,25,25,8,31,1,48,5,0,6,219,1.231,5.7,1.4,5.4,8.3,1.55,0,2019,AA,PIT
Scooter Hightower,25,2,5,.286,6.02,10,9,0,0,0,0,43.1,51,32,29,8,12,0,21,3,0,3,191,1.454,10.6,1.7,2.5,4.4,1.75,0,2019,AA,PIT
Clay Holmes,26,1,0,1.000,6.75,2,0,0,0,0,0,4.0,5,3,3,0,1,0,3,1,0,1,19,1.500,11.3,0.0,2.3,6.8,3.00,1,2019,AA,PIT
Joe Jacques*,24,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,5,3.000,9.0,0.0,18.0,0.0,0.00,0,2019,AA,PIT
Sean Keselica*,26,0,0,,0.00,7,0,1,0,0,0,9.0,6,5,0,0,6,1,8,1,0,1,40,1.333,6.0,0.0,6.0,8.0,1.33,0,2019,AA,PIT
Tom Koehler,33,0,0,,54.00,1,0,0,0,0,0,0.1,2,2,2,1,1,0,1,0,0,1,4,9.000,54.0,27.0,27.0,27.0,1.00,1,2019,AA,PIT
Jesus Liranzo,24,2,1,.667,1.61,20,0,10,0,0,1,28.0,14,7,5,0,13,0,24,0,0,1,109,0.964,4.5,0.0,4.2,7.7,1.85,0,2019,AA,PIT
James Marvel,25,9,5,.643,3.10,17,17,0,1,1,0,101.2,85,36,35,6,24,2,83,10,1,2,412,1.072,7.5,0.5,2.1,7.3,3.46,1,2019,AA,PIT
Nick Mears,22,0,0,,1.80,4,0,3,0,0,0,5.0,4,3,1,0,2,0,7,1,0,0,23,1.200,7.2,0.0,3.6,12.6,3.50,1,2019,AA,PIT
Jesse Medrano,24,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,0,0,0,0,2,0,0,7,2.000,18.0,0.0,0.0,0.0,,0,2019,AA,PIT
Shea Murray,25,0,0,,162.00,1,0,0,0,0,0,0.1,5,6,6,0,1,0,0,0,0,2,7,18.000,135.0,0.0,27.0,0.0,0.00,0,2019,AA,PIT
John O'Reilly,23,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,3,1.000,9.0,0.0,0.0,9.0,,0,2019,AA,PIT
Cody Ponce,25,0,0,,6.00,3,1,1,0,0,1,6.0,3,4,4,1,1,0,6,1,0,0,23,0.667,4.5,1.5,1.5,9.0,6.00,1,2019,AA,PIT
Alfredo Reyes,25,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,1.000,0.0,0.0,9.0,0.0,0.00,0,2019,AA,PIT
Domingo Robles*,21,4,6,.400,4.02,18,18,0,3,2,0,103.0,113,51,46,13,21,0,77,3,2,3,433,1.301,9.9,1.1,1.8,6.7,3.67,0,2019,AA,PIT
Tate Scioneaux,26,1,1,.500,12.75,13,0,7,0,0,1,12.0,20,17,17,5,6,0,16,0,0,3,61,2.167,15.0,3.8,4.5,12.0,2.67,0,2019,AA,PIT
Jerrick Suiter,26,0,0,,0.00,2,0,2,0,0,0,1.2,1,0,0,0,0,0,1,0,0,0,6,0.600,5.4,0.0,0.0,5.4,,0,2019,AA,PIT
