Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Justin Blood*,22,0,0,,0.00,2,0,1,0,0,1,4.0,1,0,0,0,0,0,8,0,0,0,13,0.250,2.3,0.0,0.0,18.0,,,0
Troy Cate*,21,6,1,.857,2.00,16,12,1,1,1,0,85.1,62,21,19,6,11,0,95,2,0,4,323,0.855,6.5,0.6,1.2,10.0,8.64,,1
Oscar Delgado*,21,2,2,.500,3.97,10,8,0,0,0,0,45.1,42,22,20,3,15,0,41,3,3,2,191,1.257,8.3,0.6,3.0,8.1,2.73,,0
Rich Dorman,23,5,6,.455,4.30,15,15,0,0,0,0,75.1,85,53,36,2,33,0,68,3,0,12,347,1.566,10.2,0.2,3.9,8.1,2.06,,0
Ryan Franklin,29,0,0,,0.00,1,1,0,0,0,0,2.2,2,1,0,0,0,0,1,2,0,0,12,0.750,6.8,0.0,0.0,3.4,,,1
T.A. Fulmer,22,1,2,.333,3.24,12,4,1,0,0,0,33.1,35,16,12,2,9,0,34,2,0,2,145,1.320,9.5,0.5,2.4,9.2,3.78,,0
Theo Heflin*,21,5,1,.833,2.43,20,0,4,0,0,1,33.1,25,12,9,1,21,1,25,4,0,7,145,1.380,6.8,0.3,5.7,6.8,1.19,,0
Cesar Jimenez*,17,2,1,.667,2.70,8,0,2,0,0,1,20.0,12,7,6,2,5,0,25,3,0,1,81,0.850,5.4,0.9,2.3,11.3,5.00,,1
Oleg Korneev,20,0,3,.000,9.95,5,3,0,0,0,0,19.0,33,21,21,4,6,0,7,2,2,2,95,2.053,15.6,1.9,2.8,3.3,1.17,,0
Bobby Livingston*,19,6,5,.545,3.02,15,14,1,0,0,0,80.1,80,33,27,2,14,0,76,7,2,4,338,1.170,9.0,0.2,1.6,8.5,5.43,,1
Miguel Martinez*,19,1,1,.500,3.38,11,0,9,0,0,2,16.0,8,6,6,2,7,1,24,1,0,1,62,0.938,4.5,1.1,3.9,13.5,3.43,,0
Wes Morrow,21,0,0,,4.00,17,0,10,0,0,0,18.0,19,13,8,1,19,0,14,1,1,5,89,2.111,9.5,0.5,9.5,7.0,0.74,,0
Jeff Nelson,35,0,1,.000,0.00,1,1,0,0,0,0,1.1,1,1,0,0,0,0,4,0,0,0,5,0.750,6.8,0.0,0.0,27.0,,,1
Elvis Perez,22,0,0,,0.00,1,1,0,0,0,0,1.2,1,0,0,0,2,0,1,0,0,0,8,1.800,5.4,0.0,10.8,5.4,0.50,,0
Jimmy Rivera,22,2,2,.500,3.98,20,1,8,0,0,1,40.2,45,25,18,4,18,0,35,2,0,3,186,1.549,10.0,0.9,4.0,7.7,1.94,,0
Ryan Rowland-Smith*,19,4,1,.800,2.77,18,6,5,0,0,2,61.2,58,22,19,2,22,0,58,4,3,4,267,1.297,8.5,0.3,3.2,8.5,2.64,,1
Nate Sevier,22,3,4,.429,3.03,15,10,1,0,0,0,68.1,67,31,23,6,20,0,57,2,0,4,292,1.273,8.8,0.8,2.6,7.5,2.85,,0
David Tavarez,20,5,0,1.000,3.24,21,0,8,0,0,0,33.1,26,15,12,3,17,1,29,2,0,1,149,1.290,7.0,0.8,4.6,7.8,1.71,,0
Jared Thomas*,21,1,1,.500,2.21,19,0,16,0,0,11,20.1,8,6,5,0,13,0,25,1,0,0,82,1.033,3.5,0.0,5.8,11.1,1.92,,0
David Viane,22,1,1,.500,6.84,20,0,8,0,0,1,25.0,30,23,19,1,22,0,18,3,0,5,128,2.080,10.8,0.4,7.9,6.5,0.82,,0
20 Players,21.0,44,32,.579,3.42,76,76,75,1,6,20,685.0,640,328,260,41,254,3,645,44,11,57,2958,1.305,8.4,0.5,3.3,8.5,2.54,,0
