Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Richie Barker,25,2,5,.286,2.68,51,0,42,0,0,16,53.2,51,22,16,3,17,0,23,2,1,1,227,1.267,8.6,0.5,2.9,3.9,1.35,1
Darold Brown*,24,0,0,,4.50,6,0,3,0,0,0,8.0,8,4,4,1,5,0,5,0,1,1,35,1.625,9.0,1.1,5.6,5.6,1.00,0
Earl Byrne*,25,5,5,.500,4.83,15,15,0,0,0,0,85.2,80,50,46,11,36,1,94,3,1,4,366,1.354,8.4,1.2,3.8,9.9,2.61,0
Victor Cole,30,2,2,.500,2.40,19,0,2,0,0,0,30.0,26,12,8,1,11,1,31,1,0,2,127,1.233,7.8,0.3,3.3,9.3,2.82,1
Courtney Duncan,23,7,9,.438,4.26,29,29,0,0,0,0,162.2,141,89,77,7,108,5,157,14,2,9,730,1.531,7.8,0.4,6.0,8.7,1.45,1
Kyle Farnsworth,22,8,2,.800,2.77,13,13,0,0,0,0,81.1,70,32,25,6,21,0,73,1,2,2,330,1.119,7.7,0.7,2.3,8.1,3.48,1
Kevin Foster,29,1,0,1.000,2.25,2,0,0,0,0,0,4.0,5,1,1,0,1,0,5,0,0,0,17,1.500,11.3,0.0,2.3,11.3,5.00,1
Al Garcia,24,4,5,.444,4.96,25,10,3,0,0,0,78.0,89,47,43,2,16,1,39,6,2,0,334,1.346,10.3,0.2,1.8,4.5,2.44,0
Chris Gissell,20,0,1,.000,13.50,1,1,0,0,0,0,4.0,5,7,6,2,4,2,4,0,0,0,21,2.250,11.3,4.5,9.0,9.0,1.00,1
Benji Grigsby,27,2,3,.400,4.31,32,1,9,0,0,0,48.0,58,35,23,8,17,2,29,0,0,5,223,1.563,10.9,1.5,3.2,5.4,1.71,0
Brandon Hammack,25,3,0,1.000,2.45,21,0,9,0,0,3,25.2,14,7,7,1,16,0,22,0,0,2,103,1.169,4.9,0.4,5.6,7.7,1.38,0
Miguel Jimenez,28,1,3,.250,4.75,26,0,7,0,0,0,30.1,30,18,16,1,18,0,32,0,2,7,139,1.582,8.9,0.3,5.3,9.5,1.78,1
Ray King*,24,1,2,.333,2.43,25,0,8,0,0,3,29.2,23,9,8,1,10,0,26,1,0,2,121,1.112,7.0,0.3,3.0,7.9,2.60,1
Keith Linebarger,27,3,3,.500,5.31,50,0,19,0,0,2,59.1,79,38,35,5,24,1,45,4,0,4,274,1.736,12.0,0.8,3.6,6.8,1.88,0
Brian McNichol*,24,12,9,.571,3.72,28,26,0,4,1,0,179.0,170,88,74,14,62,5,168,7,1,9,753,1.296,8.5,0.7,3.1,8.4,2.71,1
Phil Norton*,22,6,6,.500,3.52,19,19,0,1,1,0,120.1,118,60,47,11,50,1,119,5,1,6,515,1.396,8.8,0.8,3.7,8.9,2.38,1
Chad Ricketts,23,0,2,.000,3.52,13,0,11,0,0,6,15.1,19,7,6,0,4,2,13,1,0,1,65,1.500,11.2,0.0,2.3,7.6,3.25,0
Jason Ryan,22,3,13,.188,4.88,30,25,3,2,0,0,147.2,172,97,80,20,57,3,121,10,1,10,661,1.551,10.5,1.2,3.5,7.4,2.12,1
Carl Schutz*,26,1,1,.500,1.20,13,0,3,0,0,0,15.0,6,7,2,0,18,1,10,0,0,3,65,1.600,3.6,0.0,10.8,6.0,0.56,1
Steve Worrell*,28,5,1,.833,3.66,32,0,10,0,0,1,32.0,40,17,13,1,15,1,37,2,0,0,151,1.719,11.3,0.3,4.2,10.4,2.47,0
Danny Young*,26,0,2,.000,3.67,23,1,4,0,0,0,27.0,22,13,11,1,15,0,20,1,0,2,114,1.370,7.3,0.3,5.0,6.7,1.33,1
