Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
René Arocha,34,5,4,.556,5.45,11,11,0,0,0,0,66.0,86,47,40,11,19,2,44,2,0,3,296,1.591,11.7,1.5,2.6,6.0,2.32,,1
Mike Blais,26,0,0,,0.00,2,0,1,0,0,0,2.2,1,0,0,0,1,0,1,0,0,0,10,0.750,3.4,0.0,3.4,3.4,1.00,,0
Jose Cabrera,26,0,0,,5.40,5,0,2,0,0,1,5.0,2,3,3,2,1,0,6,1,1,1,19,0.600,3.6,3.6,1.8,10.8,6.00,,1
Mike Diorio,25,4,2,.667,5.22,21,0,8,0,0,2,29.1,38,24,17,3,11,4,14,1,0,1,134,1.670,11.7,0.9,3.4,4.3,1.27,,0
Scott Elarton,22,9,4,.692,4.01,14,14,0,2,1,0,92.0,71,42,41,6,41,3,100,4,0,3,383,1.217,6.9,0.6,4.0,9.8,2.44,,1
Freddy Garcia,21,1,0,1.000,3.14,2,2,0,0,0,0,14.1,14,5,5,2,1,0,13,0,0,2,56,1.047,8.8,1.3,0.6,8.2,13.00,,1
Mike Grzanich,25,1,2,.333,2.27,34,0,16,0,0,5,39.2,27,13,10,2,21,0,39,3,0,5,165,1.210,6.1,0.5,4.8,8.8,1.86,,1
Jim Gutierrez,27,1,4,.200,6.44,27,3,4,0,0,0,43.1,70,36,31,7,13,1,25,2,0,3,208,1.915,14.5,1.5,2.7,5.2,1.92,,0
John Halama*,26,12,3,.800,3.20,17,17,0,4,1,0,121.0,118,48,43,11,16,1,86,3,3,3,488,1.107,8.8,0.8,1.2,6.4,5.38,,1
Reggie Harris,29,2,3,.400,4.44,51,0,41,0,0,23,52.2,38,27,26,7,28,3,53,0,0,2,221,1.253,6.5,1.2,4.8,9.1,1.89,,1
Johan Lopez,23,7,2,.778,5.60,45,6,7,0,0,0,80.1,84,52,50,11,28,1,77,2,0,3,357,1.394,9.4,1.2,3.1,8.6,2.75,,0
Bob Milacki,33,10,8,.556,3.84,29,28,0,2,0,0,189.2,199,96,81,18,51,1,104,8,0,5,804,1.318,9.4,0.9,2.4,4.9,2.04,,1
C.J. Nitkowski*,25,0,1,.000,6.00,5,3,1,0,0,1,15.0,22,12,10,1,7,0,18,2,0,2,75,1.933,13.2,0.6,4.2,10.8,2.57,,1
Edgar Ramos,23,2,3,.400,5.31,12,12,0,0,0,0,57.2,71,44,34,4,19,0,42,5,1,2,263,1.561,11.1,0.6,3.0,6.6,2.21,,1
Roberto Rivera*,29,5,4,.556,2.45,54,0,21,0,0,5,62.1,59,22,17,5,15,3,38,1,0,1,254,1.187,8.5,0.7,2.2,5.5,2.53,,1
Derek Root*,23,1,0,1.000,2.84,1,1,0,0,0,0,6.1,3,2,2,1,3,0,4,0,0,1,24,0.947,4.3,1.4,4.3,5.7,1.33,,0
Roger Salkeld,27,3,6,.333,5.79,37,11,9,0,0,2,82.1,82,57,53,8,64,1,79,3,0,9,391,1.773,9.0,0.9,7.0,8.6,1.23,,1
Bob Scanlan,31,5,4,.556,6.46,14,12,0,1,0,0,61.1,90,50,44,6,24,0,35,2,0,2,295,1.859,13.2,0.9,3.5,5.1,1.46,,1
Brian Sikorski,23,5,8,.385,5.79,15,14,0,1,0,0,84.0,86,57,54,9,32,1,64,6,1,2,371,1.405,9.2,1.0,3.4,6.9,2.00,,1
Joe Slusarski,31,1,4,.200,5.11,31,0,10,0,0,2,49.1,53,31,28,6,9,1,32,4,0,1,209,1.257,9.7,1.1,1.6,5.8,3.56,,1
Lee Smith,40,1,1,.500,6.97,10,0,7,0,0,2,10.1,14,8,8,2,4,0,11,0,0,0,49,1.742,12.2,1.7,3.5,9.6,2.75,,1
Scott Taylor,31,0,2,.000,9.10,9,6,1,0,0,0,28.2,40,29,29,6,19,0,20,3,0,1,141,2.058,12.6,1.9,6.0,6.3,1.05,,1
Kent Wallace,27,0,0,,10.57,7,0,1,0,0,0,7.2,16,10,9,2,1,0,7,0,0,0,41,2.217,18.8,2.3,1.2,8.2,7.00,,0
David West*,33,1,1,.500,2.56,19,2,3,0,0,0,31.2,26,11,9,2,22,0,33,1,0,3,136,1.516,7.4,0.6,6.3,9.4,1.50,,1
24 Players,27.9,76,66,.535,4.70,142,142,132,10,5,43,1232.2,1310,726,644,132,450,22,945,53,6,55,5390,1.428,9.6,1.0,3.3,6.9,2.10,,0
