Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jesus Alastre,20,43,148,137,20,42,9,1,1,16,4,2,5,31,.307,.349,.409,.758,56,3,4,2,0,0,,0
Jose Antequera,21,33,109,93,7,18,2,0,0,14,0,0,5,19,.194,.262,.215,.477,20,0,4,6,1,0,,0
Brett Barbier,23,49,206,175,23,40,9,0,4,21,1,0,17,57,.229,.332,.349,.680,61,4,11,1,2,0,,0
Daniel Brito*,19,112,491,447,54,107,15,1,6,32,12,9,33,95,.239,.298,.318,.615,142,9,5,4,2,0,,0
Edgar Cabral,21,67,263,235,19,57,12,1,2,14,0,0,23,39,.243,.316,.328,.643,77,3,3,0,2,0,,0
Carlos Duran,22,57,220,196,23,45,9,4,1,17,4,7,16,47,.230,.291,.332,.623,65,2,1,7,0,0,,0
Colby Fitch*,21,22,87,69,12,15,2,0,2,5,0,0,16,17,.217,.379,.333,.713,23,2,2,0,0,0,,0
Arquimedes Gamboa#,19,79,350,307,44,80,12,3,6,29,8,0,33,52,.261,.328,.378,.705,116,4,0,5,5,0,,0
Enmanuel Garcia,22,17,64,59,9,16,4,1,2,6,1,2,2,20,.271,.328,.475,.803,28,1,3,0,0,0,,0
Darick Hall*,21,114,477,426,64,116,28,1,27,96,0,0,29,110,.272,.340,.533,.872,227,10,17,0,5,0,,0
Adam Haseley*,21,18,74,66,15,17,3,1,1,6,0,1,6,13,.258,.315,.379,.694,25,2,0,1,1,0,,1
Henri Lartigue#,22,94,365,339,38,84,23,4,8,44,2,1,20,87,.248,.292,.410,.702,139,4,2,2,2,1,,0
Austin Listi,23,31,128,120,16,29,7,2,4,11,0,0,4,30,.242,.276,.433,.709,52,2,2,1,1,0,,0
Juan Luis*,21,16,54,53,5,8,0,0,3,5,3,1,1,14,.151,.167,.321,.487,17,0,0,0,0,0,,0
David Martinelli*,22,98,327,302,32,62,15,2,6,26,4,1,21,92,.205,.258,.328,.585,99,2,1,1,2,0,,0
Mickey Moniak*,19,123,509,466,53,110,22,6,5,44,11,7,28,109,.236,.284,.341,.625,159,7,6,2,7,1,,1
Raul Rivas#,20,70,291,262,32,74,6,1,0,25,10,5,14,54,.282,.322,.313,.635,82,5,3,8,4,0,,0
Gregori Rivero#,21,30,115,109,7,29,8,1,1,12,0,0,3,20,.266,.296,.385,.681,42,0,2,0,1,0,,0
Cord Sandberg*,22,54,217,198,19,53,15,2,3,25,3,1,11,57,.268,.310,.409,.719,81,3,3,1,4,1,,0
Luke Williams,20,115,442,402,41,87,16,0,1,27,29,2,28,83,.216,.269,.264,.533,106,5,2,7,3,0,,1
Alex Wojciechowski,23,18,72,69,5,14,3,0,0,5,0,0,2,17,.203,.236,.246,.482,17,1,1,0,0,0,,0
Danny Zardon,22,18,64,56,5,11,2,1,1,4,0,0,7,15,.196,.286,.321,.607,18,2,0,1,0,0,,0
22 Players,20.7,139,5073,4586,543,1114,222,32,84,484,92,39,324,1078,.243,.301,.360,.661,1652,71,72,49,42,3,,0
