Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Edwin Almonte,28,1,5,.167,4.97,52,0,47,0,0,33,50.2,57,31,28,10,14,1,50,2,0,0,221,1.401,10.1,1.8,2.5,8.9,3.57,1,2005,AA,DET
Matt Beech*,33,2,3,.400,4.68,6,5,0,1,0,0,32.2,34,19,17,4,18,0,23,5,0,3,148,1.592,9.4,1.1,5.0,6.3,1.28,1,2005,AA,DET
Randor Bierd,21,1,3,.250,5.40,4,4,0,0,0,0,21.2,28,19,13,2,8,0,10,3,0,2,104,1.662,11.6,0.8,3.3,4.2,1.25,1,2005,AA,DET
John Birtwell,25,0,2,.000,4.46,29,0,13,0,0,0,40.1,40,23,20,6,16,0,23,6,0,2,178,1.388,8.9,1.3,3.6,5.1,1.44,0,2005,AA,DET
Mike Bumatay*,25,2,4,.333,4.08,50,0,19,0,0,2,64.0,56,33,29,8,36,1,72,4,1,1,284,1.438,7.9,1.1,5.1,10.1,2.00,0,2005,AA,DET
Mike Bynum*,27,3,0,1.000,2.40,5,5,0,0,0,0,30.0,21,8,8,2,9,0,34,0,1,1,120,1.000,6.3,0.6,2.7,10.2,3.78,1,2005,AA,DET
Nate Cornejo,25,4,12,.250,4.59,19,19,0,0,0,0,102.0,126,57,52,15,17,0,48,1,0,4,430,1.402,11.1,1.3,1.5,4.2,2.82,1,2005,AA,DET
Frankie De La Cruz,21,0,1,.000,16.20,1,0,0,0,0,0,1.2,2,3,3,0,4,0,0,0,0,0,11,3.600,10.8,0.0,21.6,0.0,0.00,1,2005,AA,DET
Corey Hamman*,25,3,5,.375,4.29,45,5,19,0,0,3,92.1,109,56,44,8,17,1,60,4,1,5,400,1.365,10.6,0.8,1.7,5.8,3.53,0,2005,AA,DET
Rob Henkel*,26,6,7,.462,5.70,18,14,0,0,0,0,79.0,104,60,50,14,30,0,53,2,0,3,364,1.696,11.8,1.6,3.4,6.0,1.77,0,2005,AA,DET
Brian Hensen*,22,0,0,,0.00,2,0,2,0,0,0,2.0,2,0,0,0,1,0,0,1,0,0,9,1.500,9.0,0.0,4.5,0.0,0.00,0,2005,AA,DET
Jeremy Johnson,22,9,8,.529,4.91,24,24,0,0,0,0,132.0,161,91,72,23,42,0,82,6,0,3,590,1.538,11.0,1.6,2.9,5.6,1.95,0,2005,AA,DET
Mark Johnson,30,4,3,.571,5.06,32,7,9,0,0,0,80.0,89,50,45,11,15,2,50,6,0,2,348,1.300,10.0,1.2,1.7,5.6,3.33,1,2005,AA,DET
Mike Kobow,26,0,0,,10.13,3,0,0,0,0,0,2.2,4,3,3,0,4,0,0,0,0,2,16,3.000,13.5,0.0,13.5,0.0,0.00,0,2005,AA,DET
Preston Larrison,24,4,3,.571,5.23,7,7,0,0,0,0,32.2,38,21,19,3,9,1,11,5,0,1,147,1.439,10.5,0.8,2.5,3.0,1.22,0,2005,AA,DET
Chris Maples,25,0,0,,27.00,1,0,0,0,0,0,0.2,1,2,2,0,4,0,0,0,0,0,7,7.500,13.5,0.0,54.0,0.0,0.00,0,2005,AA,DET
Adam Peterson,26,4,3,.571,6.58,47,0,10,0,0,0,64.1,78,51,47,8,35,0,54,4,1,9,306,1.756,10.9,1.1,4.9,7.6,1.54,1,2005,AA,DET
Lee Rodney,27,5,3,.625,3.99,45,1,14,0,0,3,79.0,91,42,35,5,29,1,53,7,0,1,355,1.519,10.4,0.6,3.3,6.0,1.83,0,2005,AA,DET
Matt Roney,25,0,1,.000,1.25,11,0,4,0,0,1,21.2,13,3,3,1,6,1,23,4,0,0,88,0.877,5.4,0.4,2.5,9.6,3.83,1,2005,AA,DET
Humberto Sanchez,22,3,5,.375,5.57,15,11,0,0,0,0,64.2,72,42,40,10,27,1,65,2,1,5,287,1.531,10.0,1.4,3.8,9.0,2.41,1,2005,AA,DET
Scott Tousa,25,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,0,2005,AA,DET
Virgil Vasquez,23,2,8,.200,5.27,15,15,0,0,0,0,83.2,93,59,49,10,14,0,53,6,0,1,361,1.279,10.0,1.1,1.5,5.7,3.79,1,2005,AA,DET
Justin Verlander,22,2,0,1.000,0.28,7,7,0,0,0,0,32.2,11,1,1,1,7,0,32,1,1,0,116,0.551,3.0,0.3,1.9,8.8,4.57,1,2005,AA,DET
Brad Weis*,27,0,0,,4.60,10,0,3,0,0,0,15.2,19,8,8,2,8,1,12,2,0,0,71,1.723,10.9,1.1,4.6,6.9,1.50,0,2005,AA,DET
Joel Zumaya,20,8,3,.727,2.77,18,18,0,0,0,0,107.1,71,40,33,8,52,0,143,2,4,4,438,1.146,6.0,0.7,4.4,12.0,2.75,1,2005,AA,DET
