Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Randy Wolf*,23,11,9,.550,4.36,32,32,0,1,0,0,206.1,210,107,100,25,83,2,160,8,0,1,889,108,4.48,1.420,9.2,1.1,3.6,7.0,1.93,1
SP,Robert Person,30,9,7,.563,3.63,28,28,0,1,1,0,173.1,144,73,70,13,95,1,164,6,1,10,743,129,3.96,1.379,7.5,0.7,4.9,8.5,1.73,1
SP,Curt Schilling,33,6,6,.500,3.91,16,16,0,4,1,0,112.2,110,49,49,17,32,4,96,1,0,4,474,120,4.27,1.260,8.8,1.4,2.6,7.7,3.00,1
SP,Andy Ashby,32,4,7,.364,5.68,16,16,0,1,0,0,101.1,113,75,64,17,38,5,51,5,0,4,455,83,5.58,1.490,10.0,1.5,3.4,4.5,1.34,1
SP,Bruce Chen*,23,3,4,.429,3.63,15,15,0,0,0,0,94.1,81,39,38,14,27,2,80,1,0,4,383,130,4.26,1.145,7.7,1.3,2.6,7.6,2.96,1
SP,Paul Byrd,29,2,9,.182,6.51,17,15,0,0,0,0,83.0,89,67,60,17,35,2,53,3,0,1,371,72,5.89,1.494,9.7,1.8,3.8,5.7,1.51,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jeff Brantley,36,2,7,.222,5.86,55,0,47,0,0,23,55.1,64,36,36,12,29,0,57,2,0,2,256,80,5.57,1.681,10.4,2.0,4.7,9.3,1.97,1
RP,Chris Brock,30,7,8,.467,4.34,63,5,17,0,0,1,93.1,85,48,45,21,41,0,69,3,1,4,403,108,5.99,1.350,8.2,2.0,4.0,6.7,1.68,1
RP,Wayne Gomes,27,4,6,.400,4.40,65,0,26,0,0,7,73.2,72,41,36,6,35,3,49,3,0,10,324,107,4.41,1.452,8.8,0.7,4.3,6.0,1.40,1
RP,Jason Boyd,27,0,1,.000,6.55,30,0,11,0,0,0,34.1,39,28,25,2,24,4,32,1,0,1,161,72,4.21,1.835,10.2,0.5,6.3,8.4,1.33,1
RP,Ed Vosberg*,38,1,1,.500,4.13,31,0,5,0,0,0,24.0,21,11,11,4,18,0,23,0,0,1,106,115,5.63,1.625,7.9,1.5,6.8,8.6,1.28,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Omar Daal*,28,2,9,.182,4.69,12,12,0,0,0,0,71.0,81,40,37,9,30,0,51,2,1,0,315,100,4.70,1.563,10.3,1.1,3.8,6.5,1.70,1
,Cliff Politte,26,4,3,.571,3.66,12,8,1,0,0,0,59.0,55,24,24,8,27,1,50,0,0,3,251,129,4.57,1.390,8.4,1.2,4.1,7.6,1.85,1
,Kent Bottenfield,31,1,2,.333,4.50,8,8,0,1,1,0,44.0,41,24,22,5,21,0,31,0,0,0,194,105,4.63,1.409,8.4,1.0,4.3,6.3,1.48,1
,Vicente Padilla,22,2,6,.250,5.34,28,0,4,0,0,2,30.1,40,23,18,3,18,5,21,1,0,1,148,89,4.91,1.912,11.9,0.9,5.3,6.2,1.17,1
,Dave Coggin,23,2,0,1.000,5.33,5,5,0,0,0,0,27.0,35,20,16,2,12,0,17,1,0,1,126,89,4.28,1.741,11.7,0.7,4.0,5.7,1.42,1
,Mark Holzemer*,30,0,1,.000,7.71,25,0,9,0,0,0,25.2,36,23,22,4,8,1,19,1,0,2,121,61,4.73,1.714,12.6,1.4,2.8,6.7,2.38,1
,Amaury Telemaco,26,1,3,.250,6.66,13,2,2,0,0,0,24.1,25,22,18,6,14,0,22,0,0,1,107,71,6.26,1.603,9.2,2.2,5.2,8.1,1.57,1
,Steve Schrenk,31,2,3,.400,7.33,20,0,6,0,0,0,23.1,25,20,19,3,13,0,19,1,0,0,109,65,4.98,1.629,9.6,1.2,5.0,7.3,1.46,1
,Scott Aldred*,32,1,3,.250,5.75,23,0,5,0,0,0,20.1,23,14,13,3,10,0,21,1,0,1,95,83,4.61,1.623,10.2,1.3,4.4,9.3,2.10,1
,Bryan Ward*,28,0,0,,2.33,20,0,8,0,0,0,19.1,14,5,5,2,8,0,11,0,0,1,79,205,4.58,1.138,6.5,0.9,3.7,5.1,1.38,1
,Trever Miller*,27,0,0,,8.36,14,0,2,0,0,0,14.0,19,16,13,3,9,1,10,1,0,1,72,57,6.63,2.000,12.2,1.9,5.8,6.4,1.11,1
,Carlos Reyes,31,0,2,.000,5.23,10,0,5,0,0,0,10.1,10,6,6,2,5,0,4,0,0,1,44,92,6.33,1.452,8.7,1.7,4.4,3.5,0.80,1
,Thomas Jacquez*,24,0,0,,11.05,9,0,2,0,0,1,7.1,10,9,9,2,3,1,6,0,0,0,34,44,6.27,1.773,12.3,2.5,3.7,7.4,2.00,1
,Mark Brownson,25,1,0,1.000,7.20,2,0,0,0,0,0,5.0,7,4,4,1,3,0,3,0,0,0,25,69,6.33,2.000,12.6,1.8,5.4,5.4,1.00,1
,Kirk Bullinger,30,0,0,,5.40,3,0,1,0,0,0,3.1,4,2,2,0,0,0,4,0,0,0,14,95,0.73,1.200,10.8,0.0,0.0,10.8,,1
,Doug Nickle,25,0,0,,13.50,4,0,3,0,0,0,2.2,5,4,4,0,2,0,0,1,0,0,15,39,6.51,2.625,16.9,0.0,6.8,0.0,0.00,1
,Team Totals,28.3,65,97,.401,4.77,162,162,154,8,3,34,1438.2,1458,830,763,201,640,32,1123,42,3,54,6314,98,4.81,1.458,9.1,1.3,4.0,7.0,1.75,1
,Rank in 16 NL teams,,15,1,,11,,,,7,11,12,11 ,9,11,11,13,10,,5,,,,,,,,,,,,,1
