Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Ryan Dempster,23,14,10,.583,3.66,33,33,0,2,1,0,226.1,210,102,92,30,97,7,209,5,0,4,974,121,4.36,1.356,8.4,1.2,3.9,8.3,2.15,1
SP,Jesus Sanchez*,25,9,12,.429,5.34,32,32,0,2,2,0,182.0,197,118,108,32,76,4,123,4,0,4,805,83,5.39,1.500,9.7,1.6,3.8,6.1,1.62,1
SP,Reid Cornelius,30,4,10,.286,4.82,22,21,0,0,0,0,125.0,135,74,67,19,50,4,50,4,5,8,547,92,5.61,1.480,9.7,1.4,3.6,3.6,1.00,1
SP,Chuck Smith,30,6,6,.500,3.23,19,19,0,1,0,0,122.2,111,53,44,6,54,2,118,3,1,6,513,137,3.24,1.345,8.1,0.4,4.0,8.7,2.19,1
SP,Brad Penny,22,8,7,.533,4.81,23,22,0,0,0,0,119.2,120,70,64,13,60,4,80,5,1,4,529,92,4.84,1.504,9.0,1.0,4.5,6.0,1.33,1
SP,A.J. Burnett,23,3,7,.300,4.79,13,13,0,0,0,0,82.2,80,46,44,8,44,3,57,2,0,2,364,92,4.68,1.500,8.7,0.9,4.8,6.2,1.30,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Antonio Alfonseca,28,5,6,.455,4.24,68,0,62,0,0,45,70.0,82,35,33,7,24,3,47,1,2,0,311,104,4.16,1.514,10.5,0.9,3.1,6.0,1.96,1
RP,Ricky Bones,31,2,3,.400,4.54,56,0,13,0,0,0,77.1,94,43,39,6,27,8,59,3,1,2,352,97,3.78,1.565,10.9,0.7,3.1,6.9,2.19,1
RP,Braden Looper,25,5,1,.833,4.41,73,0,23,0,0,2,67.1,71,41,33,3,36,6,29,5,0,5,311,100,4.68,1.589,9.5,0.4,4.8,3.9,0.81,1
RP,Vic Darensbourg*,29,5,3,.625,4.06,56,0,17,0,0,0,62.0,61,32,28,7,28,1,59,2,0,1,274,109,4.15,1.435,8.9,1.0,4.1,8.6,2.11,1
RP,Armando Almanza*,27,4,2,.667,4.86,67,0,8,0,0,0,46.1,38,27,25,3,43,6,46,2,0,1,216,91,4.90,1.748,7.4,0.6,8.4,8.9,1.07,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vladimir Núñez,25,0,6,.000,7.90,17,12,3,0,0,0,68.1,88,63,60,12,34,2,45,2,0,5,322,56,5.68,1.785,11.6,1.6,4.5,5.9,1.32,1
,Alex Fernandez,30,4,4,.500,4.13,8,8,0,0,0,0,52.1,59,25,24,7,16,1,27,0,0,0,222,107,4.76,1.433,10.1,1.2,2.8,4.6,1.69,1
,Dan Miceli,29,6,4,.600,4.25,45,0,9,0,0,0,48.2,45,23,23,4,18,2,40,1,0,3,207,104,3.73,1.295,8.3,0.7,3.3,7.4,2.22,1
,Manny Aybar,28,1,0,1.000,2.63,21,0,10,0,0,0,27.1,18,8,8,3,13,1,14,0,0,0,113,169,4.96,1.134,5.9,1.0,4.3,4.6,1.08,1
,Ron Mahay*,29,1,0,1.000,6.04,18,0,6,0,0,0,25.1,31,17,17,6,16,1,27,0,0,2,117,74,5.98,1.855,11.0,2.1,5.7,9.6,1.69,1
,Joe Strong,37,1,1,.500,7.32,18,0,5,0,0,1,19.2,26,16,16,3,12,1,18,2,0,2,95,61,5.42,1.932,11.9,1.4,5.5,8.2,1.50,1
,Jason Grilli,23,1,0,1.000,5.40,1,1,0,0,0,0,6.2,11,4,4,0,2,0,3,2,0,0,35,86,4.03,1.950,14.9,0.0,2.7,4.1,1.50,1
,Team Totals,26.5,79,82,.491,4.59,161,161,156,5,3,48,1429.2,1477,797,729,169,650,56,1051,43,10,49,6307,96,4.65,1.488,9.3,1.1,4.1,6.6,1.62,1
,Rank in 16 NL teams,,9,8,,9,,,,12,14,3,15 ,10,8,8,5,12,,12,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
