Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Aaron Sele,30,17,10,.630,4.51,34,34,0,2,2,0,211.2,221,110,106,17,74,7,137,5,0,5,908,102,4.00,1.394,9.4,0.7,3.1,5.8,1.85,1
SP,Paul Abbott,32,9,7,.563,4.22,35,27,2,0,0,0,179.0,164,89,84,23,80,4,100,5,0,3,766,109,5.11,1.363,8.2,1.2,4.0,5.0,1.25,1
SP,John Halama*,28,14,9,.609,5.08,30,30,0,1,1,0,166.2,206,108,94,19,56,0,87,2,1,4,736,90,4.62,1.572,11.1,1.0,3.0,4.7,1.55,1
SP,Jamie Moyer*,37,13,10,.565,5.49,26,26,0,0,0,0,154.0,173,103,94,22,53,2,98,3,1,4,678,83,4.81,1.468,10.1,1.3,3.1,5.7,1.85,1
SP,Freddy Garcia,23,9,5,.643,3.91,21,20,0,0,0,0,124.1,112,62,54,16,64,4,79,2,2,4,538,117,5.13,1.416,8.1,1.2,4.6,5.7,1.23,1
SP,Gil Meche,21,4,4,.500,3.78,15,15,0,1,1,0,85.2,75,37,36,7,40,0,60,1,0,2,363,121,4.23,1.342,7.9,0.7,4.2,6.3,1.50,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Kazuhiro Sasaki,32,2,5,.286,3.16,63,0,58,0,0,37,62.2,42,25,22,10,31,5,78,2,0,1,265,146,4.30,1.165,6.0,1.4,4.5,11.2,2.52,1
RP,Jose Mesa,34,4,6,.400,5.36,66,0,29,0,0,1,80.2,89,48,48,11,41,0,84,5,0,3,372,86,4.53,1.612,9.9,1.2,4.6,9.4,2.05,1
RP,Jose Paniagua,26,3,0,1.000,3.47,69,0,26,0,0,5,80.1,68,31,31,6,38,3,71,7,1,4,344,132,4.02,1.320,7.6,0.7,4.3,8.0,1.87,1
RP,Arthur Rhodes*,30,5,8,.385,4.28,72,0,9,0,0,0,69.1,51,34,33,6,29,3,77,0,0,4,281,107,3.29,1.154,6.6,0.8,3.8,10.0,2.66,1
RP,Robert Ramsay*,26,1,1,.500,3.40,37,1,6,0,0,0,50.1,43,22,19,3,40,3,32,1,0,4,230,136,5.08,1.649,7.7,0.5,7.2,5.7,0.80,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brett Tomko,27,7,5,.583,4.68,32,8,10,0,0,1,92.1,92,53,48,12,40,4,59,3,1,1,401,98,4.94,1.430,9.0,1.2,3.9,5.8,1.48,1
,Frankie Rodriguez,27,2,1,.667,6.27,23,0,5,0,0,0,47.1,60,33,33,8,22,2,19,0,0,3,214,73,5.92,1.732,11.4,1.5,4.2,3.6,0.86,1
,Joel Pineiro,21,1,0,1.000,5.59,8,1,5,0,0,0,19.1,25,13,12,3,13,0,10,0,0,0,94,83,6.13,1.966,11.6,1.4,6.1,4.7,0.77,1
,Kevin Hodges,27,0,0,,5.19,13,0,7,0,0,0,17.1,18,10,10,4,12,0,7,2,0,1,73,90,7.75,1.731,9.3,2.1,6.2,3.6,0.58,1
,John Mabry,29,0,0,,27.00,1,0,1,0,0,0,0.2,3,2,2,0,1,0,0,0,0,0,6,25,7.63,6.000,40.5,0.0,13.5,0.0,0.00,1
,Team Totals,29.1,91,71,.562,4.49,162,162,158,4,4,44,1441.2,1442,780,720,167,634,37,998,38,6,43,6269,101,4.65,1.440,9.0,1.0,4.0,6.2,1.57,1
,Rank in 14 AL teams,,2,12,,2,,,,13,3,3,6 ,2,2,2,2,9,,7,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
