Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jair Jurrjens,22,13,10,.565,3.68,31,31,0,0,0,0,188.1,188,87,77,11,70,9,139,4,0,3,813,113,3.59,1.370,9.0,0.5,3.3,6.6,1.99,1
SP,Jorge Campillo,29,8,7,.533,3.91,39,25,3,1,0,0,158.2,158,74,69,18,38,2,107,1,0,2,655,107,4.00,1.235,9.0,1.0,2.2,6.1,2.82,1
SP,Tim Hudson,32,11,7,.611,3.17,23,22,0,1,1,0,142.0,125,53,50,11,40,5,85,2,1,3,573,132,3.83,1.162,7.9,0.7,2.5,5.4,2.13,1
SP,Jo-Jo Reyes*,23,3,11,.214,5.81,23,22,0,0,0,0,113.0,134,77,73,18,52,4,78,3,0,2,512,72,5.28,1.646,10.7,1.4,4.1,6.2,1.50,1
SP,Mike Hampton*,35,3,4,.429,4.85,13,13,0,0,0,0,78.0,83,45,42,10,28,6,38,1,0,0,331,86,4.94,1.423,9.6,1.2,3.2,4.4,1.36,1
SP,Charlie Morton,24,4,8,.333,6.15,16,15,0,0,0,0,74.2,80,56,51,9,41,2,48,2,0,2,345,68,5.14,1.621,9.6,1.1,4.9,5.8,1.17,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Mike Gonzalez*,30,0,3,.000,4.28,36,0,29,0,0,14,33.2,26,21,16,6,14,3,44,1,0,0,142,98,4.17,1.188,7.0,1.6,3.7,11.8,3.14,1
RP,Jeff Bennett,28,3,7,.300,3.70,72,4,12,0,0,3,97.1,86,44,40,5,47,6,68,7,0,5,419,113,4.07,1.366,8.0,0.5,4.3,6.3,1.45,1
RP,Blaine Boyer,26,2,6,.250,5.88,76,0,18,0,0,1,72.0,73,51,47,10,25,4,67,2,0,2,313,71,4.20,1.361,9.1,1.3,3.1,8.4,2.68,1
RP,Will Ohman*,30,4,1,.800,3.68,83,0,16,0,0,1,58.2,51,27,24,3,22,4,53,1,0,2,248,114,3.17,1.244,7.8,0.5,3.4,8.1,2.41,1
RP,Manny Acosta,27,3,5,.375,3.57,46,0,22,0,0,3,53.0,48,25,21,7,26,5,31,1,0,5,226,118,5.21,1.396,8.2,1.2,4.4,5.3,1.19,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tom Glavine*,42,2,4,.333,5.54,13,13,0,0,0,0,63.1,67,40,39,11,37,4,37,1,0,0,281,76,6.02,1.642,9.5,1.6,5.3,5.3,1.00,1
,Buddy Carlyle,30,2,0,1.000,3.59,45,0,5,0,0,0,62.2,52,26,25,5,26,6,59,1,1,4,259,117,3.58,1.245,7.5,0.7,3.7,8.5,2.27,1
,Julian Tavarez,35,1,3,.250,3.89,36,0,12,0,0,0,34.2,42,20,15,5,14,4,35,2,1,1,162,108,4.37,1.615,10.9,1.3,3.6,9.1,2.50,1
,Vladimir Núñez,33,1,2,.333,3.86,23,0,7,0,0,0,32.2,32,14,14,0,19,5,24,1,0,2,146,109,3.50,1.561,8.8,0.0,5.2,6.6,1.26,1
,Chuck James*,26,2,5,.286,9.10,7,7,0,0,0,0,29.2,36,30,30,10,20,2,22,3,1,1,146,46,8.36,1.888,10.9,3.0,6.1,6.7,1.10,1
,John Smoltz,41,3,2,.600,2.57,6,5,0,0,0,0,28.0,25,8,8,2,8,1,36,0,0,2,117,164,2.35,1.179,8.0,0.6,2.6,11.6,4.50,1
,Royce Ring*,27,2,1,.667,8.46,42,0,8,0,0,0,22.1,32,25,21,2,10,3,16,2,1,0,113,50,4.48,1.881,12.9,0.8,4.0,6.4,1.60,1
,James Parr,22,1,0,1.000,4.84,5,5,0,0,0,0,22.1,29,13,12,4,9,0,14,0,0,1,102,88,5.42,1.701,11.7,1.6,3.6,5.6,1.56,1
,Chris Resop,25,0,1,.000,5.89,16,0,9,0,0,0,18.1,16,12,12,2,10,2,13,2,0,0,82,72,5.10,1.418,7.9,1.0,4.9,6.4,1.30,1
,Rafael Soriano,28,0,1,.000,2.57,14,0,5,0,0,3,14.0,7,5,4,1,9,2,16,1,0,1,57,166,3.92,1.143,4.5,0.6,5.8,10.3,1.78,1
