Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Roy Oswalt,30,17,10,.630,3.54,32,32,0,3,2,0,208.2,199,89,82,23,47,2,165,10,0,1,862,119,3.80,1.179,8.6,1.0,2.0,7.1,3.51,1
SP,Brandon Backe,30,9,14,.391,6.05,31,31,0,0,0,0,166.2,202,114,112,36,77,2,127,4,0,2,756,70,5.87,1.674,10.9,1.9,4.2,6.9,1.65,1
SP,Brian Moehler,36,11,8,.579,4.56,31,26,0,0,0,0,150.0,166,79,76,20,36,1,82,4,0,3,650,93,4.57,1.347,10.0,1.2,2.2,4.9,2.28,1
SP,Wandy Rodriguez*,29,9,7,.563,3.54,25,25,0,0,0,0,137.1,136,65,54,14,44,3,131,5,3,2,587,119,3.62,1.311,8.9,0.9,2.9,8.6,2.98,1
SP,Shawn Chacon,30,2,3,.400,5.04,15,15,0,0,0,0,85.2,88,52,48,16,41,5,53,2,0,2,374,84,5.83,1.506,9.2,1.7,4.3,5.6,1.29,1
SP,Randy Wolf*,31,6,2,.750,3.57,12,12,0,1,1,0,70.2,68,31,28,7,24,4,57,4,0,1,301,119,4.00,1.302,8.7,0.9,3.1,7.3,2.38,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jose Valverde,30,6,3,.667,3.38,74,0,71,0,0,44,72.0,62,28,27,10,23,6,83,2,2,3,303,125,3.67,1.181,7.8,1.3,2.9,10.4,3.61,1
RP,Doug Brocail,41,7,5,.583,3.93,72,0,21,0,0,2,68.2,63,30,30,8,21,5,64,3,1,1,286,108,3.83,1.223,8.3,1.0,2.8,8.4,3.05,1
RP,Geoff Geary,31,2,3,.400,2.53,55,0,8,0,0,0,64.0,45,18,18,3,28,5,45,2,1,0,262,167,3.74,1.141,6.3,0.4,3.9,6.3,1.61,1
RP,Wesley Wright*,23,4,3,.571,5.01,71,0,15,0,0,1,55.2,45,34,31,8,34,4,57,4,1,2,250,85,5.00,1.419,7.3,1.3,5.5,9.2,1.68,1
RP,Tim Byrdak*,34,2,1,.667,3.90,59,0,9,0,0,0,55.1,45,24,24,10,29,2,47,2,0,0,237,109,5.46,1.337,7.3,1.6,4.7,7.6,1.62,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Sampson,30,6,4,.600,4.22,54,11,6,0,0,0,117.1,118,60,55,8,23,5,61,3,0,0,478,100,3.64,1.202,9.1,0.6,1.8,4.7,2.65,1
,Oscar Villarreal,26,1,3,.250,5.02,35,0,13,0,0,0,37.2,42,25,21,12,17,0,21,2,0,2,168,85,7.67,1.566,10.0,2.9,4.1,5.0,1.24,1
,Dave Borkowski,31,0,2,.000,7.50,26,0,5,0,0,0,36.0,54,30,30,9,14,5,24,1,0,0,173,57,6.30,1.889,13.5,2.3,3.5,6.0,1.71,1
,Jack Cassel,27,1,1,.500,5.64,9,3,1,0,0,0,30.1,38,21,19,5,8,2,14,1,1,2,132,76,5.24,1.516,11.3,1.5,2.4,4.2,1.75,1
,LaTroy Hawkins,35,2,0,1.000,0.43,24,0,4,0,0,1,21.0,11,3,1,0,5,1,25,0,0,1,79,999,1.47,0.762,4.7,0.0,2.1,10.7,5.00,1
,Runelvys Hernandez,30,0,3,.000,8.38,4,4,0,0,0,0,19.1,32,19,18,4,11,1,15,0,0,0,98,51,5.98,2.224,14.9,1.9,5.1,7.0,1.36,1
,Fernando Nieve,25,0,1,.000,8.44,11,0,1,0,0,0,10.2,17,10,10,2,2,0,12,0,0,0,49,52,3.88,1.781,14.3,1.7,1.7,10.1,6.00,1
,Chad Paronto,32,0,1,.000,4.35,6,0,3,0,0,0,10.1,11,5,5,2,2,0,4,0,0,0,41,100,5.45,1.258,9.6,1.7,1.7,3.5,2.00,1
,Alberto Arias,24,1,1,.500,6.75,3,2,0,0,0,0,8.0,11,6,6,0,6,0,8,1,0,0,39,65,3.76,2.125,12.4,0.0,6.8,9.0,1.33,1
,Team Totals,30.9,86,75,.534,4.36,161,161,157,4,3,48,1425.1,1453,743,691,197,492,53,1095,50,9,22,6125,96,4.53,1.365,9.2,1.2,3.1,6.9,2.23,1
,Rank in 16 NL teams,,5,12,,8,,,,5,1,1,16 ,10,8,8,15,3,,10,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
