Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Cliff Lee*,29,22,3,.880,2.54,31,31,0,4,2,0,223.1,214,68,63,12,34,1,170,5,0,4,891,167,2.83,1.110,8.6,0.5,1.4,6.9,5.00,1
SP,Paul Byrd,37,7,10,.412,4.53,22,22,0,1,0,0,131.0,146,70,66,23,24,0,56,5,0,0,553,93,5.22,1.298,10.0,1.6,1.6,3.8,2.33,1
SP,CC Sabathia*,27,6,8,.429,3.83,18,18,0,3,2,0,122.1,117,54,52,13,34,1,123,3,2,1,507,111,3.41,1.234,8.6,1.0,2.5,9.0,3.62,1
SP,Jeremy Sowers*,25,4,9,.308,5.58,22,22,0,0,0,0,121.0,141,84,75,18,39,1,64,3,1,3,533,76,5.05,1.488,10.5,1.3,2.9,4.8,1.64,1
SP,Roberto Hernandez,27,8,7,.533,5.44,22,22,0,1,1,0,120.2,126,80,73,7,70,0,58,9,1,8,549,78,4.89,1.624,9.4,0.5,5.2,4.3,0.83,1
SP,Aaron Laffey*,23,5,7,.417,4.23,16,16,0,0,0,0,93.2,103,52,44,10,31,1,43,9,1,5,409,100,4.88,1.431,9.9,1.0,3.0,4.1,1.39,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jensen Lewis,24,0,4,.000,3.82,51,0,28,0,0,13,66.0,68,29,28,8,27,3,52,5,0,0,292,111,4.59,1.439,9.3,1.1,3.7,7.1,1.93,1
RP,Rafael Perez*,26,4,4,.500,3.54,73,0,14,0,0,2,76.1,67,32,30,8,23,3,86,2,0,3,313,120,3.22,1.179,7.9,0.9,2.7,10.1,3.74,1
RP,Rafael Betancourt,33,3,4,.429,5.07,69,0,20,0,0,4,71.0,76,41,40,11,25,5,64,0,0,2,309,84,4.40,1.423,9.6,1.4,3.2,8.1,2.56,1
RP,Masahide Kobayashi,34,4,5,.444,4.53,57,0,31,0,0,6,55.2,65,30,28,8,14,2,35,1,0,4,244,94,4.55,1.419,10.5,1.3,2.3,5.7,2.50,1
RP,Edward Mujica,24,3,2,.600,6.75,33,0,13,0,0,0,38.2,46,29,29,5,10,3,27,1,0,1,168,63,4.27,1.448,10.7,1.2,2.3,6.3,2.70,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zach Jackson*,25,2,3,.400,5.60,9,9,0,0,0,0,54.2,64,36,34,7,14,0,30,3,0,1,238,76,4.63,1.427,10.5,1.2,2.3,4.9,2.14,1
,Jake Westbrook,30,1,2,.333,3.12,5,5,0,1,0,0,34.2,33,13,12,5,7,0,19,1,0,1,139,137,4.60,1.154,8.6,1.3,1.8,4.9,2.71,1
,Anthony Reyes,26,2,1,.667,1.83,6,6,0,0,0,0,34.1,31,7,7,2,12,0,15,1,0,0,142,233,4.15,1.252,8.1,0.5,3.1,3.9,1.25,1
,Juan Rincon,29,1,1,.500,5.60,23,0,9,0,0,0,27.1,34,18,17,3,8,0,19,1,0,2,121,76,4.16,1.537,11.2,1.0,2.6,6.3,2.38,1
,Scott Lewis*,24,4,0,1.000,2.63,4,4,0,0,0,0,24.0,20,9,7,4,6,0,15,0,0,1,97,163,4.80,1.083,7.5,1.5,2.3,5.6,2.50,1
,Matt Ginter,30,1,3,.250,5.14,4,4,0,0,0,0,21.0,25,12,12,3,3,1,12,0,0,2,87,84,4.27,1.333,10.7,1.3,1.3,5.1,4.00,1
,Tom Mastny,27,2,2,.500,10.80,14,1,4,0,0,0,20.0,28,24,24,6,11,2,19,0,0,0,100,40,6.78,1.950,12.6,2.7,5.0,8.6,1.73,1
,Jorge Julio,29,0,0,,5.60,15,0,6,0,0,0,17.2,18,11,11,3,11,1,15,0,0,3,78,77,5.51,1.642,9.2,1.5,5.6,7.6,1.36,1
,Joe Borowski,37,1,3,.250,7.56,18,0,14,0,0,6,16.2,24,14,14,4,8,2,9,0,0,0,82,57,6.61,1.920,13.0,2.2,4.3,4.9,1.13,1
,Scott Elarton,32,0,1,.000,3.52,8,0,4,0,0,0,15.1,16,7,6,0,9,2,15,0,0,2,70,123,2.94,1.630,9.4,0.0,5.3,8.8,1.67,1
,Bryan Bullington,27,0,2,.000,4.91,3,2,0,0,0,0,14.2,15,9,8,4,2,0,12,1,0,1,60,88,5.65,1.159,9.2,2.5,1.2,7.4,6.00,1
,Brendan Donnelly,36,1,0,1.000,8.56,15,0,3,0,0,0,13.2,20,13,13,2,10,0,8,0,0,0,69,51,6.06,2.195,13.2,1.3,6.6,5.3,0.80,1
,Craig Breslow*,27,0,0,,3.24,7,0,3,0,0,0,8.1,10,3,3,1,5,0,7,0,0,0,40,136,4.81,1.800,10.8,1.1,5.4,7.6,1.40,1
,Rick Bauer,31,0,0,,13.50,4,0,2,0,0,0,6.0,10,9,9,1,3,0,4,0,0,0,30,33,5.47,2.167,15.0,1.5,4.5,6.0,1.33,1
,Rich Rundles*,27,0,0,,1.80,8,0,0,0,0,0,5.0,5,1,1,0,3,0,6,0,0,0,22,252,2.53,1.600,9.0,0.0,5.4,10.8,2.00,1
,Jon Meloan,23,0,0,,0.00,2,0,1,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,6,,2.63,0.500,0.0,0.0,4.5,9.0,2.00,1
,Brian Slocum,27,0,0,,27.00,2,0,0,0,0,0,2.0,8,6,6,2,0,0,1,1,0,0,15,18,16.63,4.000,36.0,9.0,0.0,4.5,,1
,Team Totals,28.4,81,81,.500,4.45,162,162,152,10,5,31,1437.0,1530,761,711,170,444,28,986,51,5,44,6164,95,4.33,1.374,9.6,1.1,2.8,6.2,2.22,1
,Rank in 14 AL teams,,8,7,,9,,,,2,2,14,11 ,9,9,9,10,2,,12,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
