Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jesse Acosta,23,9,13,12,4,2,0,0,0,2,0,0,0,2,.167,.154,.167,.321,2,0,0,0,1,0,0
Matt Allegra,22,18,73,68,10,26,8,1,1,13,1,1,4,19,.382,.425,.574,.998,39,3,1,0,0,0,0
John Baker*,23,117,498,439,67,123,32,5,15,78,0,2,37,94,.280,.355,.478,.834,210,16,17,0,5,2,1
Jeremy Brown,24,122,526,446,59,114,27,0,6,49,2,1,71,80,.256,.361,.357,.718,159,20,4,3,2,0,1
Freddie Bynum*,24,65,297,265,38,71,13,4,1,22,18,7,24,56,.268,.332,.358,.691,95,1,2,5,1,0,1
Ramon Castro,24,28,113,93,16,23,2,3,0,12,3,2,12,18,.247,.348,.333,.682,31,1,4,1,3,0,1
Brant Colamarino*,23,77,338,309,40,84,22,2,8,50,0,0,27,61,.272,.331,.434,.765,134,9,1,0,1,1,0
Nelson Cruz,23,67,289,262,51,82,14,2,14,46,8,3,26,69,.313,.377,.542,.919,142,4,1,0,0,0,1
Francis Gomez,22,103,384,347,48,82,13,3,4,39,10,4,27,84,.236,.297,.326,.623,113,9,4,4,2,1,0
Matt Howe,27,9,35,31,0,4,1,0,0,1,0,0,4,5,.129,.229,.161,.390,5,1,0,0,0,0,0
Steve Jackson,26,73,269,247,28,60,12,0,11,39,0,2,18,61,.243,.302,.425,.727,105,2,3,1,0,0,0
Mark Kiger,24,126,574,487,78,128,24,3,5,47,12,6,77,97,.263,.368,.355,.723,173,19,5,3,2,1,1
John McCurdy,23,100,373,349,40,87,20,1,6,43,4,4,17,100,.249,.284,.364,.648,127,14,1,3,3,0,0
Frank Menechino,33,4,15,13,1,4,0,0,0,0,0,0,2,1,.308,.400,.308,.708,4,0,0,0,0,0,1
Casey Myers,25,10,36,34,3,7,0,0,0,2,0,0,1,9,.206,.250,.206,.456,7,0,1,0,0,0,0
Jason Perry*,23,28,92,81,11,16,5,1,1,11,3,1,4,23,.198,.275,.321,.596,26,3,5,1,1,0,1
Omar Quintanilla*,22,23,105,94,20,33,10,0,2,20,2,0,10,9,.351,.419,.521,.940,49,1,1,0,0,0,1
Brian Sellier*,26,130,571,491,75,137,30,6,4,62,13,4,67,86,.279,.366,.389,.755,191,7,4,2,7,3,0
Steve Stanley*,24,36,176,148,32,62,7,3,0,21,6,5,20,20,.419,.480,.507,.987,75,0,1,3,4,0,0
Mark Teahen*,22,53,229,197,31,66,15,4,6,36,0,0,29,44,.335,.419,.543,.962,107,12,1,0,2,3,1
Jon Weber*,26,111,483,421,64,118,24,5,15,68,10,5,47,102,.280,.356,.468,.823,197,6,6,2,7,3,0
