Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Derek Norris,26,147,557,515,65,129,33,2,14,62,4,1,35,131,.250,.305,.404,.709,97,208,5,6,0,1,1,1
1B,Yonder Alonso*,28,103,402,354,50,100,18,1,5,31,2,5,42,48,.282,.361,.381,.742,109,135,13,3,0,3,3,1
2B,Jedd Gyorko,26,128,458,421,34,104,15,0,16,57,0,1,27,107,.247,.297,.397,.694,93,167,13,5,0,5,1,1
SS,Alexi Amarista*,26,118,357,324,28,66,10,4,3,30,5,1,24,55,.204,.257,.287,.544,53,93,6,1,3,5,4,1
3B,Yangervis Solarte#,27,152,571,526,63,142,33,4,14,63,1,0,34,56,.270,.320,.428,.748,107,225,15,6,2,3,0,1
LF,Justin Upton,27,150,620,542,85,136,26,3,26,81,19,5,68,159,.251,.336,.454,.790,119,246,10,4,0,5,5,1
CF,Will Venable*,32,98,308,283,34,73,10,3,6,30,11,1,25,73,.258,.318,.378,.696,95,107,8,0,0,0,1,1
RF,Matt Kemp,30,154,648,596,80,158,31,3,23,100,12,2,39,147,.265,.312,.443,.755,109,264,17,5,0,8,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,Cory Spangenberg*,24,108,345,303,38,82,17,5,4,21,9,4,28,75,.271,.333,.399,.733,105,121,4,2,8,3,1,1
3B,Will Middlebrooks,26,83,270,255,23,54,7,2,9,29,2,1,11,60,.212,.241,.361,.602,66,92,4,0,0,4,0,1
UT,Wil Myers,24,60,253,225,40,57,13,1,8,29,5,2,27,55,.253,.336,.427,.763,112,96,2,1,0,0,0,1
CF,B.J. Upton,30,87,228,205,23,53,12,4,5,17,9,3,21,62,.259,.327,.429,.757,110,88,1,0,2,0,2,1
SS,Clint Barmes,36,98,224,207,24,48,14,1,3,16,0,1,10,55,.232,.281,.353,.633,76,73,0,4,3,0,2,1
C,Austin Hedges,22,56,152,137,13,23,2,0,3,11,0,0,8,38,.168,.215,.248,.463,30,34,1,1,3,3,1,1
CI,Brett Wallace*,28,64,107,96,14,29,6,0,5,16,0,0,10,31,.302,.374,.521,.895,148,50,1,1,0,0,1,1
CF,Travis Jankowski*,24,34,96,90,9,19,2,2,2,12,2,1,4,24,.211,.245,.344,.589,63,31,1,0,2,0,0,1
OF,Abraham Almonte#,26,31,62,54,6,11,3,0,0,4,1,1,5,19,.204,.271,.259,.530,50,14,1,0,3,0,0,1
UT,Wil Nieves,37,6,14,13,1,1,0,0,1,4,0,0,1,4,.077,.143,.308,.451,22,4,0,0,0,0,0,1
1B,Cody Decker,28,8,12,11,0,0,0,0,0,1,0,0,0,5,.000,.000,.000,.000,-100,0,1,0,0,1,0,1
C,Rocky Gale,27,11,10,10,0,1,0,0,0,0,0,0,0,1,.100,.100,.100,.200,-44,1,1,0,0,0,0,1
LF,Alex Dickerson*,25,11,8,8,0,2,0,0,0,0,0,0,0,3,.250,.250,.250,.500,41,2,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,James Shields,33,34,74,68,7,9,2,0,0,2,0,0,1,28,.132,.145,.162,.307,-14,11,0,0,5,0,0,1
P,Tyson Ross,28,32,68,56,6,14,1,1,1,6,0,0,2,19,.250,.283,.357,.640,78,20,1,1,8,1,0,1
P,Andrew Cashner,28,37,61,60,2,5,0,0,0,1,0,0,1,24,.083,.098,.083,.182,-48,5,0,0,0,0,0,1
P,Ian Kennedy,30,27,48,42,3,4,3,0,0,0,0,0,0,23,.095,.095,.167,.262,-28,7,1,0,6,0,0,1
P,Odrisamer Despaigne,28,31,34,30,0,2,1,0,0,0,0,0,1,11,.067,.097,.100,.197,-45,3,1,0,3,0,0,1
P,Colin Rea,24,7,12,9,2,2,1,0,0,0,0,0,1,4,.222,.300,.333,.633,78,3,0,0,2,0,0,1
P,Brandon Morrow,30,5,10,9,0,0,0,0,0,0,0,0,1,8,.000,.100,.000,.100,-69,0,0,0,0,0,0,1
P,Robbie Erlin,24,3,6,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Casey Kelly,25,3,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Craig Kimbrel,27,54,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Nick Vincent,28,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Brandon Maurer,24,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
