Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Erlin Cerda,24,1,3,3,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,1,0,0,0,0,0,0
Cristopher Cespedes,20,28,101,87,14,22,5,1,1,10,2,1,11,24,.253,.347,.368,.714,32,4,2,0,1,0,0
Gavin Collins,22,5,17,17,0,3,1,0,0,0,0,0,0,3,.176,.176,.235,.412,4,0,0,0,0,0,0
Henderson De Oleo,20,47,198,173,24,38,8,1,3,19,2,2,19,62,.220,.308,.329,.638,57,3,4,0,2,1,0
Raynel Delgado#,18,46,204,173,34,53,10,0,1,21,10,2,30,44,.306,.409,.382,.790,66,3,0,1,0,0,0
Yainer Diaz,19,41,164,155,27,55,9,4,2,28,1,0,7,18,.355,.387,.503,.890,78,4,1,1,0,0,0
Jonathan Engelmann,21,35,125,108,23,34,6,2,4,24,8,3,11,25,.315,.408,.519,.927,56,4,6,0,0,0,0
Felix Fernandez,21,21,65,57,9,15,5,0,1,11,0,0,5,11,.263,.323,.404,.727,23,3,1,0,2,0,0
Korey Holland,18,31,120,94,20,23,3,1,0,12,7,1,23,30,.245,.400,.298,.698,28,0,2,0,1,0,0
Quentin Holmes,18,6,23,19,5,3,1,0,0,1,2,1,4,7,.158,.304,.211,.515,4,0,0,0,0,0,0
Pablo Jimenez,19,34,116,106,19,22,6,1,5,23,0,0,8,50,.208,.267,.425,.692,45,4,1,0,1,0,0
Makesiondon Kelkboom,17,26,90,71,12,9,3,0,1,7,5,5,15,27,.127,.292,.211,.503,15,0,2,1,1,0,0
Jonathan Lopez#,18,14,60,50,11,14,0,2,0,7,3,2,9,13,.280,.400,.360,.760,18,2,1,0,0,0,0
Bo Naylor*,18,33,139,117,17,32,3,3,2,17,5,1,21,28,.274,.381,.402,.783,47,0,0,0,1,0,0
Micael Ramirez,19,24,84,77,10,26,2,1,1,9,1,1,6,11,.338,.393,.429,.821,33,2,1,0,0,0,0
Brayan Rocchio#,17,35,158,143,21,49,10,1,1,17,14,8,10,17,.343,.389,.448,.836,64,1,2,1,2,0,0
Wilbis Santiago*,22,7,29,27,7,9,1,0,0,2,1,0,2,3,.333,.379,.370,.750,10,2,0,0,0,0,0
Jhon Torres,18,27,111,99,16,27,3,0,4,16,3,0,11,24,.273,.351,.424,.776,42,5,1,0,0,0,0
Gionti Turner,17,46,187,169,25,50,10,2,1,22,9,6,12,42,.296,.348,.396,.744,67,4,2,3,1,0,0
George Valera*,17,6,22,18,4,6,1,0,1,6,1,1,3,3,.333,.409,.556,.965,10,0,0,0,1,0,0
Billy Wilson*,22,48,205,169,40,37,7,3,10,24,14,4,22,62,.219,.342,.473,.815,80,0,10,3,1,1,0
