Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jose Almonte,17,50,186,171,16,28,2,1,2,18,5,3,10,51,.164,.231,.222,.453,38,3,5,0,0,0,0
Carlos Arroyo*,21,49,206,185,34,53,6,2,0,17,14,4,18,23,.286,.353,.341,.693,63,2,1,2,0,0,0
Engel Beltre*,24,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Royce Bolinger,23,4,12,10,3,4,1,0,0,3,0,0,2,3,.400,.500,.500,1.000,5,1,0,0,0,0,0
Oliver Caraballo,19,41,147,130,17,36,7,4,1,22,3,1,9,26,.277,.340,.415,.756,54,4,5,0,3,0,0
Jose Cardona,20,20,80,76,9,24,4,2,0,11,8,0,4,14,.316,.350,.421,.771,32,2,0,0,0,0,0
Elio Castillo,20,36,126,105,16,26,1,0,0,15,4,1,18,19,.248,.365,.257,.622,27,2,2,0,1,1,0
Rubell Castro,17,7,18,14,2,1,0,0,0,0,0,0,4,5,.071,.278,.071,.349,1,1,0,0,0,0,0
Diego Cedeno*,22,7,19,17,3,4,0,0,0,3,2,0,2,0,.235,.316,.235,.551,4,0,0,0,0,0,0
Darius Day*,19,36,130,110,16,27,2,1,1,7,4,2,16,43,.245,.357,.309,.666,34,0,3,1,0,0,0
Ti'Quan Forbes,17,48,204,174,27,42,3,2,0,16,10,1,23,47,.241,.338,.282,.620,49,4,4,0,3,0,0
Carlos Garay,19,6,16,14,3,1,0,0,0,1,0,0,1,3,.071,.133,.071,.205,1,1,0,1,0,0,0
Isiah Kiner-Falefa,19,2,8,8,1,2,0,0,0,0,0,1,0,0,.250,.250,.250,.500,2,0,0,0,0,0,1
Sherman Lacrus,20,45,183,152,22,40,9,2,3,25,2,3,24,22,.263,.366,.408,.774,62,7,3,0,4,0,0
Smerling Lantigua,20,31,105,96,13,22,5,2,1,9,2,2,5,23,.229,.269,.354,.623,34,1,1,1,2,1,0
Todd McDonald*,18,17,52,49,5,12,2,0,1,4,1,0,3,14,.245,.288,.347,.635,17,1,0,0,0,0,0
Josh Morgan,18,33,141,113,26,38,2,1,0,10,2,2,19,13,.336,.468,.372,.840,42,0,9,0,0,0,0
Isaias Quiroz,17,25,98,78,9,16,4,1,0,7,1,0,12,32,.205,.347,.282,.629,22,2,6,0,2,0,0
Zach Stephens,22,41,150,136,19,42,9,0,3,22,2,1,11,27,.309,.362,.441,.804,60,6,1,1,1,0,0
Nick Urbanus#,22,5,17,15,2,5,0,0,0,2,0,0,2,3,.333,.412,.333,.745,5,1,0,0,0,0,0
Nick Williams*,20,3,14,13,3,4,0,1,0,2,0,0,1,2,.308,.357,.462,.819,6,0,0,0,0,0,1
Yeyson Yrizarri,17,50,206,190,23,45,13,1,1,19,5,3,9,36,.237,.275,.332,.606,63,4,2,2,3,0,0
