Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Cecilio Aybar,23,26,77,72,8,14,3,0,0,1,3,2,3,25,.194,.237,.236,.473,17,0,1,1,0,0,0,2017,Short-Season A,NYM
Quinn Brodey*,21,54,228,210,20,54,9,2,2,30,10,3,14,49,.257,.303,.348,.650,73,6,1,0,3,0,0,2017,Short-Season A,NYM
Leon Byrd#,23,38,164,137,14,32,6,0,0,9,5,4,21,34,.234,.350,.277,.627,38,1,4,1,1,0,0,2017,Short-Season A,NYM
Ricardo Cespedes*,19,21,86,80,3,18,0,0,1,12,1,1,4,16,.225,.262,.263,.524,21,1,0,2,0,0,0,2017,Short-Season A,NYM
Franklin Correa,21,51,185,171,20,40,6,1,1,12,4,2,9,63,.234,.275,.298,.573,51,1,1,3,1,0,0,2017,Short-Season A,NYM
Edgardo Fermin,19,23,81,73,7,16,1,1,1,5,3,0,8,22,.219,.296,.301,.598,22,2,0,0,0,0,0,2017,Short-Season A,NYM
Reed Gamache,23,42,177,149,15,38,9,0,0,15,1,1,23,18,.255,.367,.315,.683,47,8,4,0,1,0,0,2017,Short-Season A,NYM
Guillermo Granadillo,20,19,61,55,6,13,1,0,0,2,5,2,5,12,.236,.300,.255,.555,14,2,0,1,0,0,0,2017,Short-Season A,NYM
Wagner Lagrange,21,13,45,39,4,12,1,2,0,4,1,1,5,8,.308,.378,.436,.814,17,0,0,0,1,0,0,2017,Short-Season A,NYM
Scott Manea,21,37,142,112,10,25,3,0,1,11,0,1,18,18,.223,.380,.277,.657,31,5,11,0,1,0,0,2017,Short-Season A,NYM
Jose Maria,22,39,151,145,11,32,7,0,5,13,0,1,4,36,.221,.252,.372,.624,54,7,2,0,0,0,0,2017,Short-Season A,NYM
Jose Medina,20,63,249,225,20,59,9,2,1,20,25,6,19,63,.262,.325,.333,.659,75,7,3,0,2,0,0,2017,Short-Season A,NYM
Walter Rasquin,21,63,265,243,41,73,21,1,1,19,32,8,13,40,.300,.341,.407,.748,99,6,4,1,4,1,0,2017,Short-Season A,NYM
Carlos Sanchez,21,37,149,137,4,24,4,2,0,7,0,0,12,40,.175,.242,.234,.475,32,2,0,0,0,0,0,2017,Short-Season A,NYM
Dylan Snypes*,21,37,144,122,15,22,3,1,0,3,3,3,18,52,.180,.301,.221,.522,27,3,3,1,0,0,0,2017,Short-Season A,NYM
Carl Stajduhar,21,52,191,168,12,23,6,0,3,15,1,1,16,76,.137,.225,.226,.451,38,4,4,0,3,0,0,2017,Short-Season A,NYM
Ian Strom,22,8,31,21,3,2,0,0,0,3,2,1,6,5,.095,.355,.095,.450,2,0,3,0,1,0,0,2017,Short-Season A,NYM
Jeremy Vasquez*,20,31,120,102,11,23,7,0,1,8,0,0,15,34,.225,.333,.324,.657,33,0,2,0,1,0,0,2017,Short-Season A,NYM
Matt Winaker*,21,21,87,71,10,19,1,0,0,3,2,0,15,11,.268,.402,.282,.684,20,1,1,0,0,0,0,2017,Short-Season A,NYM
Jeremy Wolf*,23,26,91,83,6,20,6,0,0,10,1,1,6,20,.241,.308,.313,.621,26,0,2,0,0,0,0,2017,Short-Season A,NYM
Jacob Zanon,22,1,5,4,1,1,1,0,0,0,1,0,1,1,.250,.400,.500,.900,2,0,0,0,0,0,0,2017,Short-Season A,NYM
