Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Aramis Ademan*,18,39,183,161,23,46,9,4,4,27,10,6,14,30,.286,.365,.466,.830,75,1,6,2,0,0,0,2017,Short-Season A,CHC
Miguel Amaya,18,58,244,228,21,52,14,1,3,26,1,0,11,49,.228,.266,.338,.604,77,4,2,0,3,0,0,2017,Short-Season A,CHC
Jhonny Bethencourt,20,63,263,228,44,62,12,6,1,21,17,6,31,50,.272,.357,.390,.748,89,9,1,0,3,1,0,2017,Short-Season A,CHC
Chris Carrier,22,17,63,53,5,11,2,0,1,4,3,0,4,31,.208,.323,.302,.624,16,1,5,1,0,0,0,2017,Short-Season A,CHC
Michael Cruz*,21,35,145,124,20,35,9,1,8,28,0,0,14,18,.282,.379,.565,.944,70,2,6,0,1,1,0,2017,Short-Season A,CHC
Zach Davis#,23,56,229,193,31,53,7,2,2,12,23,5,24,56,.275,.374,.363,.737,70,0,8,2,2,0,0,2017,Short-Season A,CHC
Austin Filiere,21,49,217,176,22,46,14,0,6,25,1,2,32,56,.261,.392,.443,.835,78,3,7,0,2,1,0,2017,Short-Season A,CHC
Tolly Filotei*,21,15,59,57,6,11,1,0,0,2,5,1,0,19,.193,.220,.211,.431,12,1,2,0,0,0,0,2017,Short-Season A,CHC
Jose Gonzalez,21,54,209,192,17,39,8,5,0,17,5,3,13,51,.203,.256,.297,.553,57,4,1,2,1,0,0,2017,Short-Season A,CHC
Brandon Hughes#,21,41,171,153,20,38,12,1,1,16,6,3,13,43,.248,.310,.359,.669,55,1,2,0,3,0,0,2017,Short-Season A,CHC
Kwang-Min Kwon*,19,24,101,92,9,19,2,1,2,10,2,0,8,43,.207,.267,.315,.583,29,1,0,0,1,0,0,2017,Short-Season A,CHC
Joey Martarano,22,15,60,50,3,17,2,0,1,9,2,0,8,14,.340,.433,.440,.873,22,0,1,0,1,0,0,2017,Short-Season A,CHC
Connor Myers,23,6,25,21,4,5,1,0,0,1,4,0,3,5,.238,.360,.286,.646,6,0,1,0,0,0,0,2017,Short-Season A,CHC
Rafael Narea,19,57,241,207,27,49,7,0,0,11,6,11,26,42,.237,.328,.271,.598,56,6,2,6,0,0,0,2017,Short-Season A,CHC
Tyler Payne,24,11,44,37,6,9,3,0,1,5,0,0,6,9,.243,.341,.405,.746,15,0,0,0,1,0,1,2017,Short-Season A,CHC
Gustavo Polanco,20,64,276,260,26,73,12,3,2,32,2,1,10,76,.281,.315,.373,.688,97,4,4,0,2,0,0,2017,Short-Season A,CHC
Will Remillard,24,5,23,19,4,9,3,0,0,6,0,0,4,2,.474,.565,.632,1.197,12,1,0,0,0,0,0,2017,Short-Season A,CHC
Ramsey Romano,22,19,69,62,7,10,0,0,0,6,1,0,5,14,.161,.232,.161,.393,10,1,1,0,1,0,0,2017,Short-Season A,CHC
Edgar Rondon*,22,12,51,43,2,7,0,0,0,3,2,0,7,19,.163,.275,.163,.437,7,1,0,0,1,0,0,2017,Short-Season A,CHC
Chris Singleton,20,27,118,108,15,20,7,0,1,10,6,1,8,27,.185,.246,.278,.524,30,1,1,0,1,0,0,2017,Short-Season A,CHC
Jared Young*,21,39,153,140,23,36,6,1,1,15,6,2,11,29,.257,.311,.336,.647,47,1,0,2,0,0,0,2017,Short-Season A,CHC
