Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Wilson Adorno#,20,4,11,9,1,2,0,0,1,1,0,0,0,0,.222,.364,.556,.919,5,2,2,0,0,0,,0
Tony Alvarez,19,50,212,190,27,47,13,1,4,29,19,1,13,24,.247,.299,.389,.688,74,4,3,1,5,1,,1
Victor Araujo,18,24,100,95,18,27,1,1,1,10,11,4,5,9,.284,.320,.347,.667,33,1,0,0,0,0,,0
Willie Burton,19,19,68,63,6,14,4,1,0,5,1,0,3,26,.222,.269,.317,.586,20,0,1,1,0,1,,0
Raynier Cardona#,17,22,75,65,4,14,1,1,1,5,3,1,8,13,.215,.320,.308,.628,20,3,2,0,0,0,,0
Jorjanis Chourio,17,26,84,78,8,17,3,0,1,11,4,0,2,21,.218,.262,.295,.557,23,0,3,0,1,1,,0
Jeremy Cotten,17,24,99,86,13,27,4,0,7,22,1,0,9,29,.314,.384,.605,.988,52,1,2,0,2,0,,0
Brian Cronk#,21,27,107,90,11,21,4,1,3,10,1,0,12,26,.233,.336,.400,.736,36,2,3,0,2,1,,0
David Diaz,17,10,26,22,0,5,0,0,0,4,0,0,2,10,.227,.292,.227,.519,5,1,0,2,0,0,,0
Jeremy Harts#,18,34,136,123,21,33,9,3,1,11,10,0,7,37,.268,.333,.415,.748,51,5,5,1,0,0,,0
Jose Hernandez,17,14,44,41,7,13,3,0,0,7,0,0,2,6,.317,.341,.390,.731,16,0,0,0,1,0,,0
Eric Johnson,18,7,33,31,7,9,4,1,2,5,1,0,2,9,.290,.333,.677,1.011,21,0,0,0,0,0,,0
A.J. Jones,19,30,116,97,11,18,4,1,0,7,4,0,16,23,.186,.296,.247,.543,24,0,0,1,2,0,,0
Josh Miller*,19,36,147,138,20,37,10,2,2,18,4,3,6,27,.268,.306,.413,.719,57,1,2,0,1,2,,0
Brice Pelfrey,18,41,186,164,20,31,3,0,0,13,5,2,12,29,.189,.274,.207,.482,34,2,8,0,2,0,,0
Jon Prieto#,18,34,150,129,22,39,7,2,0,16,7,6,18,19,.302,.385,.388,.773,50,0,0,2,1,0,,0
Manny Ravelo,18,24,100,95,11,24,1,2,1,7,9,1,3,17,.253,.270,.337,.607,32,1,0,0,2,0,,0
Rolando Segura,19,28,104,95,15,26,6,0,3,15,2,0,7,23,.274,.337,.432,.768,41,1,2,0,0,0,,0
Jovanny Sosa,18,32,128,119,23,37,6,1,8,25,3,1,8,32,.311,.359,.580,.939,69,1,1,0,0,0,,0
Eric Stanton,20,25,96,89,8,17,7,0,1,6,0,0,7,19,.191,.250,.303,.553,27,4,0,0,0,0,,0
Rommel Torres,19,26,92,81,11,18,5,0,0,3,1,1,9,18,.222,.308,.284,.592,23,3,1,1,0,0,,0
Shon Walker*,24,4,21,18,7,7,2,1,2,7,0,0,3,5,.389,.476,.944,1.421,17,0,0,0,0,0,,0
Mo Washington,19,39,151,136,19,28,4,1,5,13,4,0,12,49,.206,.278,.360,.638,49,2,2,0,1,1,,0
Ron Wright,22,3,13,10,4,6,0,0,2,5,0,0,2,0,.600,.615,1.200,1.815,12,0,0,0,1,0,,1
