Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jerome Alviso#,23,128,538,491,48,123,16,3,2,43,5,6,28,67,.251,.293,.308,.600,151,4,3,12,4,0,0
Brian Anthony*,25,36,138,128,13,31,7,0,3,13,0,2,8,28,.242,.285,.367,.652,47,4,0,1,1,0,0
Rogelio Arias,23,76,284,263,28,68,11,2,0,24,3,0,15,33,.259,.299,.316,.614,83,12,0,6,0,2,0
Miguel Correa#,27,100,407,373,48,95,19,6,11,79,11,12,25,72,.255,.300,.426,.727,159,5,2,1,6,1,0
Chone Figgins#,21,123,504,444,65,106,12,3,0,22,27,13,41,86,.239,.306,.279,.585,124,5,3,14,2,0,1
Jody Gerut*,21,133,567,499,80,144,33,11,11,63,25,12,61,65,.289,.367,.465,.832,232,10,3,1,3,4,1
Jose Gonzales,24,44,159,141,9,24,6,0,0,18,1,0,12,35,.170,.231,.213,.444,30,1,0,3,3,0,0
Mark Hamlin,25,103,411,363,45,90,20,3,7,48,4,3,35,111,.248,.326,.377,.703,137,5,8,3,2,2,0
Justin Hemme*,23,22,88,78,8,15,4,0,2,4,0,1,7,22,.192,.256,.321,.576,25,1,0,2,1,1,0
Jeremy Jackson*,23,36,131,122,12,30,7,1,0,5,4,1,5,36,.246,.281,.320,.601,39,1,1,3,0,0,0
Jay Jones*,24,18,67,60,4,9,3,0,0,8,0,0,4,9,.150,.209,.200,.409,12,0,1,0,2,0,0
Brian Keck,25,103,404,347,54,84,10,3,3,30,14,2,37,53,.242,.313,.314,.627,109,9,1,14,5,1,0
John Lindsey,22,75,291,260,32,54,15,1,4,35,2,1,20,69,.208,.281,.319,.600,83,3,7,3,1,1,1
Doug Livingston,25,64,276,233,33,60,13,2,0,24,10,2,30,39,.258,.344,.330,.675,77,6,3,6,4,0,0
Andres Mitchell,23,33,125,109,10,20,3,1,1,11,7,2,11,35,.183,.268,.257,.525,28,3,2,2,1,0,0
Whitey Schwartzbauer*,22,58,217,179,21,46,3,1,2,19,1,3,26,44,.257,.368,.318,.686,57,3,6,5,1,0,0
Todd Sears,23,109,448,385,58,108,21,0,14,59,11,2,58,99,.281,.379,.444,.824,171,9,4,0,1,1,1
Gilbert Vidal,24,13,55,46,6,9,3,0,1,6,1,0,7,12,.196,.315,.326,.641,15,4,1,1,0,1,0
