Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Rod Barajas,34,74,267,249,30,56,11,0,12,34,0,0,8,39,.225,.263,.414,.677,82,103,4,6,1,3,3,1
1B,Ike Davis*,23,147,601,523,73,138,33,1,19,71,3,2,72,138,.264,.351,.440,.791,115,230,13,1,0,5,6,1
2B,Luis Castillo#,34,86,299,247,28,58,4,2,0,17,8,3,39,25,.235,.337,.267,.604,68,66,6,0,11,2,1,1
SS,Jose Reyes#,27,133,603,563,83,159,29,10,11,54,30,10,31,63,.282,.321,.428,.749,103,241,8,2,4,3,4,1
3B,David Wright,27,157,670,587,87,166,36,3,29,103,19,11,69,161,.283,.354,.503,.856,131,295,12,2,0,12,9,1
LF,Jason Bay,31,95,401,348,48,90,20,6,6,47,10,0,44,91,.259,.347,.402,.749,105,140,7,5,0,4,3,1
CF,Angel Pagan#,28,151,633,579,80,168,31,7,11,69,37,9,44,97,.290,.340,.425,.765,108,246,9,1,6,3,5,1
RF,Jeff Francoeur,26,124,447,401,43,95,16,2,11,54,8,2,29,76,.237,.293,.369,.662,80,148,7,7,0,10,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Ruben Tejada,20,78,255,216,28,46,12,0,1,15,2,2,22,38,.213,.305,.282,.588,62,61,2,8,6,3,3,1
CF,Carlos Beltran#,33,64,255,220,21,56,11,3,7,27,3,1,30,39,.255,.341,.427,.768,109,94,4,1,0,4,5,1
C,Josh Thole*,23,73,227,202,17,56,7,1,3,17,1,0,24,25,.277,.357,.366,.723,99,74,8,1,0,0,1,1
2B,Alex Cora*,34,62,187,169,14,35,6,3,0,20,4,1,10,16,.207,.265,.278,.543,49,47,4,4,2,2,1,1
OF,Chris Carter*,27,100,180,167,15,44,9,0,4,24,1,2,12,17,.263,.317,.389,.706,92,65,2,1,0,0,0,1
C,Henry Blanco,38,50,144,130,10,28,5,0,2,8,1,0,11,26,.215,.271,.300,.571,56,39,1,0,0,3,2,1
OF,Jesus Feliciano*,31,54,119,108,12,25,4,1,0,3,1,0,6,12,.231,.276,.287,.563,55,31,3,1,3,1,0,1
LF,Lucas Duda*,24,29,92,84,11,17,6,0,4,13,0,0,6,22,.202,.261,.417,.678,82,35,2,1,0,1,0,1
IF,Fernando Tatis,35,41,72,65,6,12,4,0,2,6,0,0,6,19,.185,.254,.338,.592,60,22,1,0,1,0,0,1
OF,Gary Matthews#,35,36,65,58,9,11,3,0,0,1,1,0,6,24,.190,.266,.241,.507,40,14,1,0,1,0,1,1
CI,Mike Hessman,32,32,65,55,6,7,2,1,1,6,0,0,8,23,.127,.262,.255,.516,42,14,2,2,0,0,1,1
MI,Luis Hernandez#,26,17,47,44,4,11,1,0,2,6,1,0,2,7,.250,.298,.409,.707,91,18,1,1,0,0,0,1
OF,Nick Evans,24,20,37,36,5,11,3,0,1,5,0,0,1,10,.306,.324,.472,.797,115,17,1,0,0,0,0,1
MI,Joaquin Arias,25,22,33,30,5,6,1,0,0,4,0,0,2,6,.200,.250,.233,.483,34,7,0,0,1,0,0,1
1B,Mike Jacobs*,29,7,28,24,1,5,1,0,1,2,0,0,3,7,.208,.296,.375,.671,82,9,0,0,1,0,0,1
UT,Frank Catalanotto*,36,25,26,25,2,4,1,0,0,1,0,0,1,5,.160,.192,.200,.392,8,5,0,0,0,0,0,1
OF,Fernando Martinez*,21,7,22,18,1,3,0,0,0,2,0,1,1,5,.167,.273,.167,.439,24,3,0,2,0,1,0,1
C,Mike Nickeas,27,5,10,10,0,2,0,0,0,0,0,0,0,5,.200,.200,.200,.400,10,2,1,0,0,0,0,1
IF,Justin Turner,25,4,9,8,1,1,1,0,0,0,0,0,1,0,.125,.222,.250,.472,29,2,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Mike Pelfrey,26,32,70,62,2,7,0,0,0,3,0,0,2,13,.113,.141,.113,.254,-29,7,2,0,6,0,0,1
P,Johan Santana*,31,27,67,62,2,11,3,0,1,1,0,0,0,22,.177,.177,.274,.452,21,17,0,0,5,0,0,1
P,Jon Niese*,23,30,66,53,3,10,2,0,0,4,0,0,8,27,.189,.295,.226,.521,46,12,0,0,5,0,0,1
P,R.A. Dickey,35,25,61,51,7,13,2,0,0,5,0,0,3,8,.255,.296,.294,.590,63,15,0,0,7,0,0,1
P,Hisanori Takahashi*,35,51,20,16,0,1,0,0,0,0,0,0,0,3,.063,.063,.063,.125,-66,1,0,0,4,0,0,1
P,Raúl Valdés*,32,36,14,10,1,4,1,0,0,1,0,0,0,3,.400,.400,.500,.900,145,5,0,0,4,0,0,1
P,John Maine,29,10,14,10,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,4,0,0,1
P,Dillon Gee,24,5,12,12,0,2,1,0,0,1,0,0,0,8,.167,.167,.250,.417,12,3,0,0,0,0,0,1
P,Oliver Perez*,28,17,11,9,0,1,0,0,0,1,0,0,1,4,.111,.200,.111,.311,-12,1,0,0,1,0,0,1
P,Pat Misch,28,12,9,8,0,1,0,0,0,0,0,0,0,4,.125,.125,.125,.250,-31,1,0,0,1,0,0,1
P,Jenrry Mejia,20,30,3,3,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,83,1,0,0,0,0,0,1
P,Fernando Nieve,27,39,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Bobby Parnell,25,41,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Manny Acosta,29,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Tobi Stoner#,25,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Francisco Rodriguez,28,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Sean Green,31,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Ryota Igarashi,31,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Pedro Feliciano*,33,87,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Elmer Dessens,39,50,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,28.3,162,6144,5465,656,1361,266,40,128,625,130,44,502,1095,.249,.314,.383,.697,90,2091,101,46,74,57,53,1
,Rank in 16 NL teams,,,,10,13,12,13,2,13,,1,14,12,4,13,14,12,13,,12,,12,,1,,1
,Non-Pitcher Totals,28.2,162,5794,5166,640,1310,257,40,127,609,130,44,488,996,.254,.320,.393,.713,94,2028,99,46,37,57,53,1
,Pitcher Totals,28.8,162,350,299,16,51,9,0,1,16,0,0,14,99,.171,.208,.211,.418,15,63,2,0,37,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
