Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Buster Posey,23,108,443,406,58,124,23,2,18,67,0,2,30,55,.305,.357,.505,.862,133,205,12,4,0,3,5,1
1B,Aubrey Huff*,33,157,668,569,100,165,35,5,26,86,7,0,83,91,.290,.385,.506,.891,142,288,17,9,0,7,5,1
2B,Freddy Sanchez,32,111,479,431,55,126,22,1,7,47,3,1,32,68,.292,.342,.397,.739,102,171,9,3,8,5,1,1
SS,Juan Uribe,31,148,575,521,64,129,24,2,24,85,1,2,45,92,.248,.310,.440,.749,102,229,20,4,0,5,6,1
3B,Pablo Sandoval#,23,152,616,563,61,151,34,3,13,63,3,2,47,81,.268,.323,.409,.732,99,230,26,1,0,5,12,1
LF,Pat Burrell,33,96,341,289,41,77,16,0,18,51,0,2,47,77,.266,.364,.509,.872,136,147,5,0,0,5,4,1
CF,Aaron Rowand,32,105,357,331,42,76,12,2,11,34,5,3,16,74,.230,.281,.378,.659,78,125,11,8,1,1,3,1
RF,Nate Schierholtz*,26,137,252,227,34,55,13,3,3,17,4,5,20,38,.242,.311,.366,.676,85,83,3,3,1,1,5,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OF,Andres Torres#,32,139,570,507,84,136,43,8,16,63,26,7,56,128,.268,.343,.479,.823,122,243,10,2,5,0,2,1
SS,Edgar Renteria,33,72,267,243,26,67,11,2,3,22,3,0,21,43,.276,.332,.374,.707,93,91,8,0,2,1,3,1
C,Bengie Molina,35,61,221,202,17,52,6,0,3,17,0,0,14,19,.257,.312,.332,.644,77,67,7,3,0,2,4,1
1B,Travis Ishikawa*,26,116,173,158,18,42,11,0,3,22,0,0,13,29,.266,.320,.392,.712,94,62,3,0,1,1,2,1
C,Eli Whiteside,30,56,141,126,19,30,6,1,4,10,1,2,8,35,.238,.299,.397,.696,89,50,4,3,3,0,0,1
RF,Jose Guillen,34,42,139,128,9,34,5,0,3,15,0,0,5,29,.266,.317,.375,.692,89,48,8,5,0,1,0,1
LF,Mark DeRosa,35,26,104,93,9,18,3,0,1,10,0,2,9,16,.194,.279,.258,.537,48,24,6,2,0,0,0,1
