Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Scott Baker,21,3,1,.750,2.49,11,11,0,0,0,0,50.2,45,16,14,4,8,0,47,2,0,4,204,1.046,8.0,0.7,1.4,8.3,5.88,1
Ricky Barrett*,22,0,1,.000,3.29,3,3,0,0,0,0,13.2,13,5,5,2,11,0,4,1,0,0,64,1.756,8.6,1.3,7.2,2.6,0.36,0
Nick Blackburn,21,2,9,.182,4.86,16,10,4,2,1,1,76.0,78,44,41,13,18,0,40,4,0,5,320,1.263,9.2,1.5,2.1,4.7,2.22,1
Kevin Cameron,23,1,5,.167,3.92,39,0,16,0,0,2,62.0,57,30,27,2,33,5,58,2,0,13,281,1.452,8.3,0.3,4.8,8.4,1.76,1
Tristan Crawford,20,2,2,.500,5.45,19,0,9,0,0,1,34.2,45,27,21,5,17,1,17,3,0,5,168,1.788,11.7,1.3,4.4,4.4,1.00,0
Eric Fischer*,23,2,5,.286,5.02,11,11,0,0,0,0,57.1,57,36,32,9,28,0,42,2,1,2,253,1.483,8.9,1.4,4.4,6.6,1.50,0
Josh Gray*,22,3,3,.500,4.19,10,10,0,0,0,0,53.2,59,27,25,2,15,0,29,2,0,3,233,1.379,9.9,0.3,2.5,4.9,1.93,0
Adam Harben,19,5,6,.455,4.33,16,15,0,0,0,0,87.1,91,54,42,5,35,0,77,7,1,11,395,1.443,9.4,0.5,3.6,7.9,2.20,0
Josh Hill,20,7,4,.636,3.95,26,21,1,1,0,0,136.2,135,63,60,7,57,0,132,13,1,12,597,1.405,8.9,0.5,3.8,8.7,2.32,0
Justin Keeling*,22,0,1,.000,6.75,4,0,2,0,0,0,5.1,5,4,4,0,3,0,3,1,1,1,21,1.500,8.4,0.0,5.1,5.1,1.00,0
Kaulana Kuhaulua,23,0,0,,0.00,2,0,2,0,0,0,2.0,2,0,0,0,1,0,0,0,0,0,8,1.500,9.0,0.0,4.5,0.0,0.00,0
Erik Lohse,23,6,5,.545,3.32,28,1,11,0,0,1,62.1,65,31,23,4,15,0,51,4,1,1,261,1.283,9.4,0.6,2.2,7.4,3.40,0
Bill Mauer,23,0,0,,3.52,4,0,1,0,0,0,7.2,6,6,3,0,4,0,2,0,0,2,34,1.304,7.0,0.0,4.7,2.3,0.50,0
Jason Miller*,20,5,1,.833,2.36,13,12,0,0,0,0,68.2,67,25,18,4,21,0,50,4,0,4,285,1.282,8.8,0.5,2.8,6.6,2.38,1
Steve Murray*,23,3,1,.750,4.57,47,0,13,0,0,1,61.0,56,33,31,6,11,1,54,6,0,3,251,1.098,8.3,0.9,1.6,8.0,4.91,0
Pat Neshek,22,3,2,.600,0.52,28,0,24,0,0,14,34.1,20,3,2,0,11,2,53,1,0,1,136,0.903,5.2,0.0,2.9,13.9,4.82,1
Jerry Oakes,21,2,5,.286,9.45,24,5,11,0,0,1,53.1,61,62,56,8,60,0,33,5,0,14,282,2.269,10.3,1.4,10.1,5.6,0.55,0
Justin Olson,23,1,0,1.000,2.33,14,0,11,0,0,5,19.1,17,5,5,0,8,1,23,1,0,0,80,1.293,7.9,0.0,3.7,10.7,2.88,0
T.J. Prunty,21,4,10,.286,4.97,30,19,4,0,0,0,126.2,142,82,70,14,46,0,81,6,0,4,558,1.484,10.1,1.0,3.3,5.8,1.76,0
Ryan Smith,22,0,0,,3.86,11,0,4,0,0,0,16.1,20,9,7,1,7,0,17,0,0,0,78,1.653,11.0,0.6,3.9,9.4,2.43,0
Peter Tautor,22,4,5,.444,4.60,43,0,17,0,0,3,62.2,64,36,32,3,27,3,48,8,0,6,288,1.452,9.2,0.4,3.9,6.9,1.78,0
Scott Tyler,20,6,12,.333,5.50,30,20,4,0,0,0,106.1,93,70,65,7,82,1,110,7,1,14,495,1.646,7.9,0.6,6.9,9.3,1.34,0
Aaron Williams,22,0,0,,12.19,5,0,1,0,0,0,10.1,17,14,14,2,1,0,7,1,0,1,50,1.742,14.8,1.7,0.9,6.1,7.00,0
