Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
John Andreoli,29,73,322,255,49,74,18,3,10,32,9,1,60,78,.290,.425,.502,.927,128,1,3,0,4,1,,1
Braden Bishop,25,43,211,185,29,51,15,0,8,31,2,2,23,44,.276,.360,.486,.847,90,1,2,0,1,0,,1
Jaycob Brugman*,27,78,331,293,43,83,22,1,23,65,0,0,35,86,.283,.363,.601,.963,176,11,2,0,1,0,,1
Orlando Calixte,27,25,104,97,13,27,2,0,2,10,3,2,7,24,.278,.327,.361,.688,35,2,0,0,0,0,,1
Daniel Castro,26,29,120,112,8,24,3,0,2,7,0,0,4,14,.214,.261,.295,.555,33,2,3,1,0,0,,1
Billy Cooke,23,17,61,51,8,14,2,1,0,5,5,2,6,11,.275,.367,.353,.720,18,0,2,1,1,0,,0
Ryan Court,31,54,228,190,40,49,10,2,11,48,2,0,32,63,.258,.364,.505,.869,96,2,2,0,4,0,,1
J.P. Crawford*,24,31,138,116,20,37,7,0,3,15,3,0,19,25,.319,.420,.457,.877,53,1,2,0,1,1,,1
Joey Curletta,25,27,119,110,16,27,2,0,5,11,1,0,9,39,.245,.303,.400,.703,44,2,0,0,0,0,,0
J.R. Davis,24,1,4,4,1,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,1,0,0,0,0,0,,0
Eric Filia*,26,35,151,121,24,40,13,0,2,13,0,0,25,15,.331,.450,.488,.938,59,8,3,0,2,1,,0
Jake Fraley*,24,38,168,152,28,42,12,3,8,33,6,2,11,34,.276,.333,.553,.886,84,1,3,0,2,1,,1
David Freitas,30,6,25,18,4,5,2,0,0,5,0,0,5,6,.278,.480,.389,.869,7,1,2,0,0,0,,1
Mitch Haniger,28,1,5,4,0,1,0,1,0,2,0,0,1,3,.250,.400,.750,1.150,3,0,0,0,0,0,,1
Connor Hoover*,22,2,8,8,3,2,0,0,2,2,0,0,0,1,.250,.250,1.000,1.250,8,0,0,0,0,0,,0
Benny Kaleiwahea,23,2,8,7,1,0,0,0,0,0,0,0,1,5,.000,.125,.000,.125,0,0,0,0,0,0,,0
Aaron Knapp*,24,12,47,41,2,5,0,0,0,5,0,0,6,18,.122,.234,.122,.356,5,0,0,0,0,0,,0
Connor Kopach,24,15,60,56,8,16,1,0,2,7,2,0,4,23,.286,.333,.411,.744,23,0,0,0,0,0,,0
Luis Liberato*,23,1,4,4,3,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,2,0,0,0,0,0,,0
Jose Lobaton#,34,75,318,288,34,68,18,0,13,38,1,0,27,83,.236,.305,.434,.739,125,9,2,0,1,0,,1
Shed Long*,23,56,250,226,38,62,7,4,9,36,1,3,20,65,.274,.335,.460,.795,104,3,1,2,1,0,,1
Tim Lopes,25,95,420,374,59,113,31,2,10,60,26,9,36,72,.302,.362,.476,.838,178,7,3,0,7,0,,1
Chris Mariscal,26,74,292,258,38,54,10,0,10,29,0,1,26,70,.209,.287,.364,.652,94,8,3,3,2,0,,0
Ian Miller*,27,106,445,390,64,105,27,5,11,54,29,5,45,81,.269,.351,.449,.799,175,6,6,0,4,1,,1
Dylan Moore,26,7,35,29,3,5,0,0,0,7,2,1,3,3,.172,.294,.172,.467,5,2,2,1,0,0,,1
Kristopher Negron,33,82,356,306,62,95,15,4,12,61,11,3,41,91,.310,.396,.503,.899,154,6,5,0,4,0,,1
Austin Nola,29,55,229,196,36,64,15,1,7,37,4,1,29,40,.327,.415,.520,.935,102,7,2,0,2,0,,1
Joseph Odom,27,17,69,62,5,19,5,0,2,10,0,0,7,19,.306,.377,.484,.861,30,2,0,0,0,0,,1
Jordan Pacheco,33,46,187,171,14,45,10,0,1,16,1,0,9,35,.263,.316,.339,.655,58,7,5,0,2,0,,1
Robert Perez,19,19,69,64,9,16,3,1,3,8,0,0,4,24,.250,.304,.469,.773,30,1,1,0,0,0,,0
Tito Polo,24,10,40,38,4,10,4,0,0,3,1,2,2,4,.263,.300,.368,.668,14,2,0,0,0,0,,0
Kevin Santa*,24,9,32,29,2,4,1,0,0,1,0,0,2,6,.138,.219,.172,.391,5,1,1,0,0,0,,0
Kyle Seager*,31,9,42,39,5,10,2,0,0,7,0,0,3,7,.256,.310,.308,.617,12,1,0,0,0,0,,1
David Sheaffer,24,8,18,18,3,5,1,0,1,3,0,0,0,7,.278,.278,.500,.778,9,0,0,0,0,0,,0
Johnny Slater*,23,4,13,13,0,2,0,0,0,1,2,0,0,6,.154,.154,.154,.308,2,0,0,0,0,0,,0
Mallex Smith*,26,10,48,45,8,15,3,0,1,6,7,0,3,4,.333,.375,.467,.842,21,0,0,0,0,0,,1
Dee Strange-Gordon*,31,3,14,14,0,3,0,0,0,0,0,1,0,2,.214,.214,.214,.429,3,0,0,0,0,0,,1
Kelby Tomlinson,29,69,269,248,30,62,13,1,0,11,2,1,15,54,.250,.293,.310,.604,77,12,1,3,2,0,,1
Mac Williamson,28,2,8,8,0,2,1,0,0,1,0,0,0,2,.250,.250,.375,.625,3,0,0,0,0,0,,1
Eric Young Jr.#,34,33,142,127,16,30,4,3,2,11,3,2,10,26,.236,.296,.362,.658,46,1,2,0,3,0,,1
40 Players,27.7,139,5410,4767,730,1289,279,32,160,691,123,38,530,1190,.270,.348,.443,.791,2112,107,58,11,44,5,,0
