Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
David Abbott,23,5,4,.556,5.96,10,10,0,0,0,0,51.1,61,35,34,9,20,0,35,3,0,3,229,1.578,10.7,1.6,3.5,6.1,1.75,,0
Angel Caraballo,21,3,1,.750,4.80,12,2,2,0,0,0,30.0,30,19,16,3,18,2,21,2,1,2,135,1.600,9.0,0.9,5.4,6.3,1.17,,0
Vinnie Chulk,22,1,2,.333,3.12,16,1,4,0,0,1,34.2,38,16,12,2,13,1,50,0,0,4,157,1.471,9.9,0.5,3.4,13.0,3.85,,1
Jason Colson,22,0,0,,0.00,1,1,0,0,0,0,1.1,0,1,0,0,3,0,1,0,0,0,7,2.250,0.0,0.0,20.3,6.8,0.33,,0
Aaron Dean,22,11,12,.478,5.46,27,27,0,2,1,0,160.0,172,113,97,16,75,1,121,10,4,14,720,1.544,9.7,0.9,4.2,6.8,1.61,,0
Jason Dickson,28,1,1,.500,1.50,4,4,0,0,0,0,18.0,14,3,3,1,1,0,20,1,0,1,73,0.833,7.0,0.5,0.5,10.0,20.00,,1
Doug Dimma*,22,1,2,.333,4.88,24,2,12,0,0,0,48.0,58,31,26,4,30,2,27,3,0,6,231,1.833,10.9,0.8,5.6,5.1,0.90,,0
Matt Ford*,20,2,7,.222,5.85,13,12,0,0,0,0,60.0,67,41,39,8,37,0,48,2,0,7,270,1.733,10.1,1.2,5.6,7.2,1.30,,1
Frank Gracesqui*,21,1,0,1.000,0.00,4,0,0,0,0,0,5.2,2,0,0,0,8,0,6,0,0,0,24,1.765,3.2,0.0,12.7,9.5,0.75,,1
Roy Halladay,24,0,1,.000,3.97,13,0,5,0,0,2,22.2,28,12,10,1,3,0,15,2,0,3,99,1.368,11.1,0.4,1.2,6.0,5.00,,1
Rob Hamann,24,4,0,1.000,4.41,39,0,20,0,0,5,65.1,69,40,32,9,17,0,44,6,0,6,279,1.316,9.5,1.2,2.3,6.1,2.59,,0
Ryan Houston,21,7,5,.583,4.19,26,23,3,0,0,1,133.1,147,77,62,10,46,0,85,12,0,5,583,1.448,9.9,0.7,3.1,5.7,1.85,,0
Travis Hubbel,22,1,3,.250,6.14,12,4,2,0,0,0,29.1,26,31,20,3,25,0,20,6,0,11,146,1.739,8.0,0.9,7.7,6.1,0.80,,0
Chuck Kegley,21,6,9,.400,6.03,26,20,2,0,0,0,112.0,120,94,75,13,76,0,76,12,0,9,533,1.750,9.6,1.0,6.1,6.1,1.00,,0
Diego Markwell*,20,3,1,.750,3.21,5,5,0,0,0,0,33.2,27,12,12,4,13,0,26,1,0,1,136,1.188,7.2,1.1,3.5,7.0,2.00,,0
Joe Orloski,22,4,2,.667,2.84,46,0,28,0,0,10,66.2,55,28,21,4,29,2,52,3,0,2,283,1.260,7.4,0.5,3.9,7.0,1.79,,0
Lance Painter*,33,1,1,.500,0.96,5,1,0,0,0,0,9.1,10,1,1,0,1,0,10,0,0,1,37,1.179,9.6,0.0,1.0,9.6,10.00,,1
Jerrod Payne,23,2,2,.500,2.30,21,0,16,0,0,8,27.1,25,13,7,2,8,1,22,0,0,0,118,1.207,8.2,0.7,2.6,7.2,2.75,,0
George Perez,26,4,3,.571,3.12,41,0,23,0,0,8,86.2,81,39,30,3,42,1,48,6,1,7,380,1.419,8.4,0.3,4.4,5.0,1.14,,0
Scott Porter,24,0,1,.000,21.00,3,0,0,0,0,0,3.0,8,7,7,1,2,0,2,1,0,2,19,3.333,24.0,3.0,6.0,6.0,1.00,,0
Cameron Reimers,22,10,6,.625,4.40,22,22,0,3,0,0,141.0,150,81,69,13,24,1,88,20,2,2,604,1.234,9.6,0.8,1.5,5.6,3.67,,0
Marcos Sandoval,20,1,0,1.000,11.57,5,1,0,0,0,0,7.0,6,10,9,0,12,0,2,1,0,3,41,2.571,7.7,0.0,15.4,2.6,0.17,,0
Chris Sheffield,21,1,0,1.000,22.85,6,0,4,0,0,0,4.1,9,11,11,1,11,1,2,1,0,4,33,4.615,18.7,2.1,22.8,4.2,0.18,,0
Orlando Woodards,23,2,1,.667,5.74,17,0,9,0,0,0,26.2,37,21,17,2,15,1,15,3,0,2,132,1.950,12.5,0.7,5.1,5.1,1.00,,0
24 Players,22.5,71,64,.526,4.66,135,135,130,5,4,35,1177.1,1240,736,610,109,529,13,836,95,8,95,5269,1.503,9.5,0.8,4.0,6.4,1.58,,0
