Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Luis Barrera*,20,19,76,70,8,20,4,2,1,4,3,1,4,17,.286,.320,.443,.763,31,0,0,1,1,0,,1
Skye Bolt#,22,101,402,342,34,79,20,2,5,37,10,5,42,88,.231,.318,.345,.663,118,9,7,0,11,1,,1
Santiago Chavez,20,80,273,251,19,52,9,0,0,15,0,0,12,51,.207,.246,.243,.489,61,9,2,5,3,0,,0
Nick Collins*,22,21,71,67,8,13,4,0,2,9,0,0,4,14,.194,.239,.343,.583,23,1,0,0,0,0,,0
Jordan Devencenzi,23,38,130,114,11,32,6,0,0,8,1,1,12,17,.281,.352,.333,.685,38,3,1,2,1,0,,0
Edwin Diaz,20,92,340,296,31,70,13,0,5,34,4,2,26,101,.236,.311,.331,.642,98,7,8,6,4,0,,0
Tom Gavitt,23,5,17,16,2,4,1,0,0,2,0,0,1,5,.250,.294,.313,.607,5,0,0,0,0,0,,0
Trent Gilbert*,23,129,521,476,48,128,35,3,4,47,1,2,37,104,.269,.327,.380,.707,181,5,5,1,2,1,,0
Roger Gonzalez#,22,2,7,7,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0
Miguel Guzman,21,3,10,10,1,3,1,0,0,0,0,0,0,0,.300,.300,.400,.700,4,1,0,0,0,0,,0
Justin Higley*,23,115,444,396,49,94,17,7,6,25,18,5,42,148,.237,.313,.361,.674,143,3,3,0,3,3,,0
Ryan Howell,23,107,411,342,48,74,22,2,7,22,2,3,61,116,.216,.345,.354,.699,121,5,6,2,0,1,,0
Chris Iriart,21,79,316,277,31,64,13,0,16,47,0,0,29,89,.231,.320,.451,.771,125,7,8,0,2,2,,0
Trace Loehr*,21,103,386,357,35,89,19,7,1,30,13,6,20,77,.249,.292,.350,.642,125,5,2,6,1,2,,0
Jesus Lopez,19,89,331,302,31,61,13,2,2,24,2,1,24,88,.202,.259,.278,.537,84,7,0,3,2,0,,0
Mike Martin,23,34,142,121,16,36,3,0,1,20,7,2,14,22,.298,.372,.347,.719,42,2,1,5,1,0,,0
Robert Martinez,22,29,96,87,10,18,4,0,3,7,0,1,9,33,.207,.281,.356,.638,31,1,0,0,0,0,,0
Steven Pallares,23,36,134,106,10,14,1,0,1,7,3,2,28,20,.132,.313,.170,.483,18,2,0,0,0,0,,0
Andy Paz,23,4,17,16,2,4,0,0,0,3,0,0,1,4,.250,.294,.250,.544,4,0,0,0,0,0,,0
J.C. Rodriguez,20,55,214,190,25,44,16,1,2,19,0,5,17,33,.232,.303,.358,.661,68,5,3,3,1,0,,0
Brett Siddall*,21,135,542,481,50,116,24,2,9,60,5,6,47,98,.241,.321,.356,.677,171,8,11,0,3,1,,0
Michael Soto,24,41,142,130,6,22,3,0,1,12,1,0,11,42,.169,.232,.215,.448,28,7,0,0,1,0,,0
Collin Theroux,22,7,23,21,0,0,0,0,0,0,1,0,2,15,.000,.087,.000,.087,0,0,0,0,0,0,,0
23 Players,21.6,139,5045,4475,475,1037,228,28,66,432,71,42,443,1184,.232,.307,.339,.646,1519,87,57,34,36,11,,0
