Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Brad Ausmus,38,117,397,349,38,82,16,3,3,25,6,1,37,74,.235,.318,.324,.642,67,113,11,6,4,1,3,1
1B,Lance Berkman#,31,153,668,561,95,156,24,2,34,102,7,3,94,125,.278,.386,.510,.896,130,286,11,8,0,5,11,1
2B,Craig Biggio,41,141,555,517,68,130,31,3,10,50,4,3,23,112,.251,.285,.381,.666,71,197,5,3,7,5,0,1
SS,Adam Everett,30,66,236,220,18,51,11,1,2,15,4,2,14,31,.232,.281,.318,.599,55,70,3,1,1,0,0,1
3B,Morgan Ensberg,31,85,259,224,36,52,10,0,8,31,0,1,31,48,.232,.323,.384,.707,82,86,6,0,2,2,0,1
LF,Carlos Lee,31,162,697,627,93,190,43,1,32,119,10,5,53,63,.303,.354,.528,.882,125,331,27,4,0,13,10,1
CF,Hunter Pence,24,108,484,456,57,147,30,9,17,69,11,5,26,95,.322,.360,.539,.899,129,246,10,1,0,1,0,1
RF,Luke Scott*,29,132,425,369,49,94,28,5,18,64,3,1,53,95,.255,.351,.504,.855,118,186,8,2,0,1,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF,Mark Loretta,35,133,511,460,52,132,23,2,4,41,1,2,44,41,.287,.352,.372,.724,88,171,15,3,3,1,0,1
UT,Chris Burke,27,111,363,319,39,73,19,2,6,28,9,3,27,52,.229,.304,.357,.662,71,114,10,8,8,1,1,1
CI,Mike Lamb*,31,124,353,311,45,90,14,2,11,40,0,0,36,45,.289,.366,.453,.820,111,141,5,3,1,2,5,1
CF,Jason Lane,30,68,192,169,18,30,5,0,8,27,1,1,16,30,.178,.257,.349,.606,55,59,4,3,1,3,0,1
3B,Ty Wigginton,29,50,187,169,24,48,12,0,6,18,2,0,13,40,.284,.342,.462,.804,106,78,8,3,0,2,0,1
SS,Eric Bruntlett,29,80,165,138,16,34,5,0,0,14,6,3,20,27,.246,.346,.283,.629,66,39,1,1,6,0,1,1
C,Eric Munson*,29,50,150,132,14,31,4,0,4,15,0,0,16,15,.235,.313,.356,.669,73,47,8,0,0,2,1,1
OF,Orlando Palmeiro*,38,101,122,103,12,24,3,0,0,6,0,1,16,8,.233,.342,.262,.604,60,27,2,1,2,0,1,1
CF,Josh Anderson*,24,21,75,67,10,24,3,0,0,11,1,1,5,6,.358,.413,.403,.816,113,27,0,2,0,1,0,1
C,Humberto Quintero,27,29,57,53,2,12,2,0,0,1,0,0,2,13,.226,.281,.264,.545,43,14,2,2,0,0,1,1
IF,Cody Ransom,31,19,46,35,9,8,2,0,1,3,0,0,9,9,.229,.413,.371,.784,106,13,1,2,0,0,1,1
C,J.R. Towles,23,14,44,40,9,15,5,0,1,12,0,1,3,1,.375,.432,.575,1.007,158,23,1,1,0,0,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Roy Oswalt,29,32,79,64,2,8,1,0,0,3,0,0,3,21,.125,.176,.141,.317,-16,9,1,1,11,0,0,1
P,Woody Williams,40,33,64,59,3,6,0,0,1,2,0,0,0,25,.102,.102,.153,.254,-35,9,1,0,5,0,0,1
P,Wandy Rodriguez#,28,30,63,49,2,6,1,0,0,2,0,0,2,15,.122,.157,.143,.300,-21,7,2,0,12,0,0,1
P,Chris Sampson,29,22,34,26,5,4,0,0,0,0,0,0,0,10,.154,.154,.154,.308,-20,4,0,0,8,0,0,1
P,Matt Albers*,24,31,32,29,0,2,0,0,0,0,0,0,0,17,.069,.069,.069,.138,-64,2,0,0,3,0,0,1
P,Jason Jennings*,28,19,30,26,1,2,0,0,0,1,0,0,3,8,.077,.172,.077,.249,-32,2,0,0,1,0,0,1
P,Brandon Backe,29,7,11,10,5,4,1,0,1,1,0,0,1,3,.400,.455,.800,1.255,216,8,0,0,0,0,0,1
P,J.C. Gutierrez,23,7,7,6,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Felipe Paulino,23,5,6,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Brian Moehler,35,40,5,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,4,1,0,0,0,0,0,1
P,Troy Patton#,21,3,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,74,1,0,0,0,0,0,1
P,Dave Borkowski,30,62,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Travis Driskill,35,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
P,Rick White,38,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Dennis Sarfate,26,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
