Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Scott Karl*,26,10,11,.476,4.40,33,33,0,0,0,0,192.1,219,104,94,21,66,4,102,4,0,6,843,97,4.59,1.482,10.2,1.0,3.1,4.8,1.55,1
SP,Steve Woodard,23,10,12,.455,4.18,34,26,2,0,0,0,165.2,170,83,77,19,33,4,135,9,2,3,692,103,3.76,1.225,9.2,1.0,1.8,7.3,4.09,1
SP,Jeff Juden,27,7,11,.389,5.53,24,24,0,2,0,0,138.1,149,91,85,20,66,0,109,10,0,6,629,78,5.09,1.554,9.7,1.3,4.3,7.1,1.65,1
SP,Brad Woodall*,29,7,9,.438,4.96,31,20,4,0,0,0,138.0,145,81,76,25,47,4,85,6,0,3,594,87,5.41,1.391,9.5,1.6,3.1,5.5,1.81,1
SP,Cal Eldred,30,4,8,.333,4.80,23,23,0,0,0,0,133.0,157,82,71,14,61,3,86,4,0,6,602,89,4.68,1.639,10.6,0.9,4.1,5.8,1.41,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Bob Wickman,29,6,9,.400,3.72,72,0,51,0,0,25,82.1,79,38,34,5,39,2,71,4,0,1,357,116,3.77,1.433,8.6,0.5,4.3,7.8,1.82,1
RP,Alberto Reyes,28,5,1,.833,3.95,50,0,13,0,0,0,57.0,55,26,25,9,31,1,58,2,0,2,253,109,4.89,1.509,8.7,1.4,4.9,9.2,1.87,1
RP,Chad Fox,27,1,4,.200,3.95,49,0,12,0,0,0,57.0,56,27,25,4,20,0,64,1,0,5,242,109,2.91,1.333,8.8,0.6,3.2,10.1,3.20,1
RP,Doug Jones,41,3,4,.429,5.17,46,0,34,0,0,12,54.0,65,32,31,15,11,1,43,4,0,0,239,83,5.99,1.407,10.8,2.5,1.8,7.2,3.91,1
RP,Mike Myers*,29,2,2,.500,2.70,70,0,14,0,0,1,50.0,44,19,15,5,22,1,40,6,1,2,211,160,4.52,1.320,7.9,0.9,4.0,7.2,1.82,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bronswell Patrick,27,4,1,.800,4.69,32,3,8,0,0,0,78.2,83,43,41,9,29,1,49,0,0,2,334,92,4.49,1.424,9.5,1.0,3.3,5.6,1.69,1
,Bill Pulsipher*,24,3,4,.429,4.66,11,10,1,0,0,0,58.0,63,30,30,6,26,3,38,1,2,2,252,92,4.57,1.534,9.8,0.9,4.0,5.9,1.46,1
,Paul Wagner,30,1,5,.167,7.11,13,9,1,0,0,0,55.2,67,49,44,10,31,1,37,1,0,3,261,61,5.87,1.760,10.8,1.6,5.0,6.0,1.19,1
,Rafael Roque*,26,4,2,.667,4.88,9,9,0,0,0,0,48.0,42,28,26,9,24,0,34,1,1,3,206,88,5.72,1.375,7.9,1.7,4.5,6.4,1.42,1
,David Weathers,28,4,1,.800,3.21,28,0,9,0,0,0,47.2,44,22,17,3,14,1,43,2,1,2,198,134,3.16,1.217,8.3,0.6,2.6,8.1,3.07,1
,Jose Mercedes,27,2,2,.500,6.75,7,5,0,0,0,0,32.0,42,25,24,5,9,1,11,1,0,0,146,64,5.42,1.594,11.8,1.4,2.5,3.1,1.22,1
,Eric Plunk,34,1,2,.333,3.69,26,0,7,0,0,1,31.2,33,14,13,3,15,1,36,3,0,1,143,117,3.80,1.516,9.4,0.9,4.3,10.2,2.40,1
,Valerio De Los Santos*,25,0,0,,2.91,13,0,3,0,0,0,21.2,11,7,7,4,2,0,18,0,0,1,75,150,4.15,0.600,4.6,1.7,0.8,7.5,9.00,1
,Rod Henderson,27,0,0,,9.82,2,0,0,0,0,0,3.2,5,4,4,2,0,0,1,1,0,0,17,48,10.50,1.364,12.3,4.9,0.0,2.5,,1
,Bobby Chouinard,26,0,0,,3.00,1,0,0,0,0,0,3.0,5,1,1,0,0,0,1,0,0,0,12,160,2.47,1.667,15.0,0.0,0.0,3.0,,1
,Travis Smith,25,0,0,,0.00,1,0,0,0,0,0,2.0,1,0,0,0,0,0,1,0,0,0,7,,2.14,0.500,4.5,0.0,0.0,4.5,,1
,Greg Mullins*,26,0,0,,0.00,2,0,1,0,0,0,1.0,1,0,0,0,0,0,1,1,0,0,5,,4.14,1.000,9.0,0.0,0.0,9.0,,1
,Joe Hudson,27,0,0,,162.00,1,0,0,0,0,0,0.1,2,6,6,0,4,1,0,0,0,0,7,5,39.14,18.000,54.0,0.0,108.0,0.0,0.00,1
,Team Totals,27.7,74,88,.457,4.63,162,162,160,2,0,39,1451.0,1538,812,746,188,550,29,1063,61,7,48,6325,93,4.62,1.439,9.5,1.2,3.4,6.6,1.93,1
,Rank in 16 NL teams,,12,5,,12,,,,16,16,11,8 ,14,13,13,14,9,,11,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
