Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Curt Schilling,31,15,14,.517,3.25,35,35,0,15,2,0,268.2,236,101,97,23,61,3,300,6,0,12,1089,134,2.77,1.105,7.9,0.8,2.0,10.0,4.92,1
SP,Mark Portugal,35,10,5,.667,4.44,26,26,0,3,0,0,166.1,186,88,82,26,32,2,104,4,0,4,704,99,4.57,1.311,10.1,1.4,1.7,5.6,3.25,1
SP,Tyler Green,28,6,12,.333,5.03,27,27,0,0,0,0,159.1,142,97,89,23,85,1,113,9,0,8,699,87,5.37,1.425,8.0,1.3,4.8,6.4,1.33,1
SP,Carlton Loewer,24,7,8,.467,6.09,21,21,0,1,0,0,122.2,154,86,83,18,39,1,58,3,0,4,549,72,5.13,1.573,11.3,1.3,2.9,4.3,1.49,1
SP,Matt Beech*,26,3,9,.250,5.15,21,21,0,0,0,0,117.0,126,78,67,19,63,2,113,4,0,8,531,85,5.04,1.615,9.7,1.5,4.8,8.7,1.79,1
SP,Mike Grace,28,4,7,.364,5.48,21,15,1,0,0,0,90.1,116,61,55,10,30,1,46,8,1,1,418,80,4.82,1.616,11.6,1.0,3.0,4.6,1.53,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Mark Leiter,35,7,5,.583,3.55,69,0,50,0,0,23,88.2,67,36,35,8,47,5,84,8,0,5,378,123,4.28,1.286,6.8,0.8,4.8,8.5,1.79,1
RP,Wayne Gomes,25,9,6,.600,4.24,71,0,16,0,0,1,93.1,94,48,44,9,35,4,86,3,0,6,408,103,3.77,1.382,9.1,0.9,3.4,8.3,2.46,1
RP,Jerry Spradlin,31,4,4,.500,3.53,69,0,20,0,0,1,81.2,63,34,32,9,20,1,76,2,1,6,319,124,3.52,1.016,6.9,1.0,2.2,8.4,3.80,1
RP,Yorkis Perez*,30,0,2,.000,3.81,57,0,7,0,0,0,52.0,40,23,22,3,25,0,42,0,0,7,221,115,3.72,1.250,6.9,0.5,4.3,7.3,1.68,1
RP,Ricky Bottalico,28,1,5,.167,6.44,39,0,28,0,0,6,43.1,54,31,31,7,25,5,27,1,0,2,206,68,5.79,1.823,11.2,1.5,5.2,5.6,1.08,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paul Byrd,27,5,2,.714,2.29,8,8,0,2,1,0,55.0,41,16,14,6,17,1,38,0,0,2,222,192,4.10,1.055,6.7,1.0,2.8,6.2,2.24,1
,Darrin Winston*,31,2,2,.500,6.12,27,0,5,0,0,1,25.0,31,18,17,7,6,0,11,2,0,1,114,72,6.86,1.480,11.2,2.5,2.2,4.0,1.83,1
,Garrett Stephenson,26,0,2,.000,9.00,6,6,0,0,0,0,23.0,31,24,23,3,19,0,17,0,1,0,118,49,5.83,2.174,12.1,1.2,7.4,6.7,0.89,1
,Ken Ryan,29,0,0,,4.37,17,1,6,0,0,0,22.2,21,12,11,1,20,1,16,1,0,4,108,101,5.08,1.809,8.3,0.4,7.9,6.4,0.80,1
,Mike Welch,25,0,2,.000,8.27,10,2,0,0,0,0,20.2,26,19,19,7,7,0,15,2,0,0,94,54,7.40,1.597,11.3,3.0,3.0,6.5,2.14,1
,Matt Whiteside,30,1,1,.500,8.50,10,0,1,0,0,0,18.0,27,18,17,6,5,0,14,0,1,0,85,52,6.75,1.778,13.5,3.0,2.5,7.0,2.80,1
,Toby Borland,29,0,0,,5.00,6,0,3,0,0,0,9.0,8,5,5,1,5,0,9,0,0,2,39,91,4.25,1.444,8.0,1.0,5.0,9.0,1.80,1
,Robert Dodd*,25,1,0,1.000,7.20,4,0,3,0,0,0,5.0,7,6,4,1,1,0,4,1,1,1,25,65,5.34,1.600,12.6,1.8,1.8,7.2,4.00,1
,Ryan Nye,25,0,0,,27.00,1,0,1,0,0,0,1.0,3,3,3,1,0,0,3,0,0,0,6,22,10.14,3.000,27.0,9.0,0.0,27.0,,1
,Billy Brewer*,30,0,1,.000,108.00,2,0,0,0,0,0,0.1,3,4,4,0,2,0,0,0,0,0,6,8,21.14,15.000,81.0,0.0,54.0,0.0,0.00,1
,Team Totals,29.3,75,87,.463,4.64,162,162,141,21,3,32,1463.0,1476,808,754,188,544,27,1176,54,5,73,6339,95,4.43,1.381,9.1,1.2,3.3,7.2,2.16,1
,Rank in 16 NL teams,,11,6,,14,,,,2,5,15,5 ,11,12,14,14,8,,6,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
