Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
David Aardsma,23,33,7,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,1,0,1,0,0,,1
Thomas Atlee,25,29,3,1,1,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,0,1,0,0,,0
Dwaine Bacon#,26,98,347,292,57,78,10,7,2,15,37,14,46,90,.267,.376,.370,.746,108,3,5,4,0,0,,0
Federico Baez,23,41,6,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,1,0,1,0,0,,0
Rocky Cherry,25,3,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,1
Buck Coats*,23,127,484,439,47,124,32,6,1,49,17,5,38,80,.282,.340,.390,.729,171,10,2,1,4,1,,1
Jon Connolly,21,9,8,5,1,0,0,0,0,0,0,0,2,2,.000,.286,.000,.286,0,1,0,1,0,0,,0
Matt Craig#,24,99,371,327,51,90,24,0,12,57,7,4,32,62,.275,.340,.459,.798,150,9,4,0,8,3,,0
Matt Creighton,26,42,109,102,11,25,7,0,2,11,0,1,6,18,.245,.294,.373,.666,38,2,1,0,0,0,,0
Yorkin Ferreras*,24,30,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Nate Frese,27,14,36,32,3,12,2,0,2,7,0,0,4,5,.375,.444,.625,1.069,20,1,0,0,0,1,,0
Nomar Garciaparra,31,4,15,13,2,3,0,0,0,0,0,0,1,1,.231,.333,.231,.564,3,0,1,0,0,0,,1
Adam Greenberg*,24,95,382,305,51,82,12,9,4,33,15,4,56,68,.269,.386,.407,.792,124,1,4,14,3,2,,1
Talley Haines,28,23,1,0,1,0,0,0,0,1,0,0,1,0,,1.000,,,0,0,0,0,0,0,,0
Rich Hill*,25,10,17,14,1,1,0,0,0,0,0,0,1,6,.071,.133,.071,.205,1,0,0,2,0,0,,1
Micah Hoffpauir*,25,7,25,25,1,4,0,0,1,2,0,0,0,6,.160,.160,.280,.440,7,1,0,0,0,0,,1
Casey Kopitzke,27,55,194,177,12,39,3,1,0,10,1,1,13,28,.220,.276,.249,.525,44,5,1,2,1,1,,0
Richard Lewis,25,28,83,69,8,17,1,1,1,7,2,1,13,18,.246,.373,.333,.707,23,1,1,0,0,1,,0
Carlos Marmol,22,14,25,21,3,3,0,0,0,1,0,0,1,6,.143,.182,.143,.325,3,0,0,3,0,0,,1
Sean Marshall*,22,4,9,7,0,1,0,0,0,0,0,0,1,3,.143,.250,.143,.393,1,0,0,1,0,0,,1
Casey McGehee,22,124,505,455,67,135,31,1,8,72,2,2,43,64,.297,.354,.422,.776,192,20,1,0,6,5,,1
Luis Montanez,23,45,171,153,20,41,9,1,2,14,0,2,12,21,.268,.325,.379,.705,58,1,2,2,2,1,,1
Matt Murton,23,78,350,313,46,107,17,4,8,46,18,5,29,42,.342,.403,.498,.902,156,11,4,3,1,3,,1
Ricky Nolasco,22,27,56,50,1,6,1,0,0,3,0,0,2,22,.120,.154,.140,.294,7,0,0,4,0,0,,1
Ryan O'Malley,25,31,21,16,2,2,0,0,1,1,0,0,0,7,.125,.125,.313,.438,5,0,0,5,0,0,,1
Paul O'Toole*,25,12,43,36,4,3,1,0,0,4,1,1,4,11,.083,.209,.111,.320,4,0,2,0,1,0,,0
Eric Patterson*,22,9,37,30,5,6,2,0,0,2,3,2,6,7,.200,.324,.267,.591,8,0,0,0,1,0,,1
Felix Pie*,20,59,262,240,41,73,17,5,11,25,13,9,16,53,.304,.349,.554,.903,133,1,2,1,3,1,,1
Carmen Pignatiello,22,16,23,22,1,1,0,0,0,2,0,0,0,8,.045,.045,.045,.091,1,0,0,1,0,0,,1
Renyel Pinto*,22,22,43,35,3,0,0,0,0,0,0,0,4,24,.000,.103,.000,.103,0,1,0,4,0,0,,1
Victor Ramos*,23,19,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,,0
Jose Reyes#,22,97,355,319,27,82,10,0,3,50,6,3,27,48,.257,.314,.317,.631,101,16,1,5,3,10,,1
Jae Kuk Ryu,22,27,57,50,2,12,3,0,0,8,0,0,2,11,.240,.269,.300,.569,15,1,0,5,0,0,,1
Jon Searles,24,59,13,11,0,2,0,0,0,0,0,0,1,4,.182,.250,.182,.432,2,0,0,1,0,0,,0
Andy Shipman,23,59,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Brandon Sing,24,127,508,409,74,113,29,0,26,71,2,5,91,110,.276,.404,.538,.941,220,6,1,0,7,5,,0
Aaron Sisk,26,47,158,137,18,33,6,1,6,19,1,1,19,32,.241,.331,.431,.762,59,3,0,1,1,0,,0
Jemel Spearman,24,14,47,46,6,16,3,2,0,6,2,1,0,6,.348,.362,.500,.862,23,0,1,0,0,0,,0
Ryan Theriot,25,120,503,448,52,136,28,4,1,53,24,10,45,38,.304,.365,.391,.755,175,9,1,4,5,2,,1
Raúl Valdés*,27,5,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,,1
Aron Weston*,24,11,20,19,4,6,3,0,0,2,0,0,1,3,.316,.350,.474,.824,9,0,0,0,0,0,,0
41 Players,23.7,139,5305,4639,623,1254,251,42,91,571,151,71,519,913,.270,.345,.401,.746,1862,105,34,67,46,36,,0
