Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jake Peavy,27,10,11,.476,2.85,27,27,0,1,0,0,173.2,146,57,55,17,59,1,166,5,0,6,709,1.180,7.6,0.9,3.1,8.6,2.81,1,2008,MLB,SDP
Greg Maddux,42,6,9,.400,3.99,26,26,0,0,0,0,153.1,161,80,68,16,26,4,80,5,2,2,638,1.220,9.5,0.9,1.5,4.7,3.08,1,2008,MLB,SDP
Randy Wolf*,31,6,10,.375,4.74,21,21,0,0,0,0,119.2,123,69,63,14,47,0,105,8,0,2,522,1.421,9.3,1.1,3.5,7.9,2.23,1,2008,MLB,SDP
Cha-Seung Baek,28,6,9,.400,4.62,22,20,0,0,0,0,111.0,118,60,57,12,30,2,77,3,0,3,475,1.333,9.6,1.0,2.4,6.2,2.57,1,2008,MLB,SDP
Chris Young,29,7,6,.538,3.96,18,18,0,1,0,0,102.1,84,46,45,13,48,4,93,1,1,3,434,1.290,7.4,1.1,4.2,8.2,1.94,1,2008,MLB,SDP
Josh Banks,25,3,6,.333,4.75,17,14,1,1,0,0,85.1,94,47,45,12,32,5,43,3,0,0,372,1.477,9.9,1.3,3.4,4.5,1.34,1,2008,MLB,SDP
Trevor Hoffman,40,3,6,.333,3.77,48,0,42,0,0,30,45.1,38,19,19,8,9,2,46,0,0,0,180,1.037,7.5,1.6,1.8,9.1,5.11,1,2008,MLB,SDP
Heath Bell,30,6,6,.500,3.58,74,0,8,0,0,0,78.0,66,31,31,5,28,4,71,3,0,2,324,1.205,7.6,0.6,3.2,8.2,2.54,1,2008,MLB,SDP
Cla Meredith,25,0,3,.000,4.09,73,0,19,0,0,0,70.1,79,34,32,6,24,3,49,1,0,2,302,1.464,10.1,0.8,3.1,6.3,2.04,1,2008,MLB,SDP
Mike Adams,29,2,3,.400,2.48,54,0,11,0,0,0,65.1,49,18,18,7,19,2,74,0,0,0,259,1.041,6.8,1.0,2.6,10.2,3.89,1,2008,MLB,SDP
Bryan Corey,34,1,3,.250,6.23,39,0,8,0,0,0,39.0,42,27,27,7,9,3,18,0,1,2,167,1.308,9.7,1.6,2.1,4.2,2.00,1,2008,MLB,SDP
Wil Ledezma*,27,0,2,.000,4.47,25,6,6,0,0,0,54.1,49,29,27,4,38,2,49,3,0,4,249,1.601,8.1,0.7,6.3,8.1,1.29,1,2008,MLB,SDP
Shawn Estes*,35,2,3,.400,4.74,9,8,0,0,0,0,43.2,50,26,23,6,18,0,19,2,0,2,198,1.557,10.3,1.2,3.7,3.9,1.06,1,2008,MLB,SDP
Justin Germano,25,0,3,.000,5.98,12,6,4,0,0,0,43.2,54,31,29,8,13,2,17,1,0,4,194,1.534,11.1,1.6,2.7,3.5,1.31,1,2008,MLB,SDP
Clay Hensley,28,1,2,.333,5.31,32,1,8,0,0,0,39.0,36,27,23,2,25,3,26,1,0,1,173,1.564,8.3,0.5,5.8,6.0,1.04,1,2008,MLB,SDP
Justin Hampson*,28,2,1,.667,2.93,35,0,8,0,0,0,30.2,31,11,10,1,10,2,19,0,0,0,126,1.337,9.1,0.3,2.9,5.6,1.90,1,2008,MLB,SDP
Josh Geer,25,2,1,.667,2.67,5,5,0,0,0,0,27.0,29,8,8,2,9,2,16,0,0,0,117,1.407,9.7,0.7,3.0,5.3,1.78,1,2008,MLB,SDP
Joe Thatcher*,26,0,4,.000,8.42,25,0,7,0,0,0,25.2,42,25,24,4,13,2,17,0,0,0,128,2.143,14.7,1.4,4.6,6.0,1.31,1,2008,MLB,SDP
Wade LeBlanc*,23,1,3,.250,8.02,5,4,0,0,0,0,21.1,29,19,19,7,15,2,14,0,0,0,104,2.063,12.2,3.0,6.3,5.9,0.93,1,2008,MLB,SDP
Glendon Rusch*,33,1,2,.333,6.41,12,0,6,0,0,0,19.2,22,15,14,2,11,4,12,0,0,1,92,1.678,10.1,0.9,5.0,5.5,1.09,1,2008,MLB,SDP
Chad Reineke,26,2,1,.667,5.00,4,3,1,0,0,0,18.0,14,10,10,1,12,1,13,0,0,0,78,1.444,7.0,0.5,6.0,6.5,1.08,1,2008,MLB,SDP
Dirk Hayhurst,27,0,2,.000,9.72,10,3,3,0,0,0,16.2,27,18,18,2,10,1,14,0,0,4,84,2.220,14.6,1.1,5.4,7.6,1.40,1,2008,MLB,SDP
Carlos Guevara,26,1,0,1.000,5.84,10,0,6,0,0,0,12.1,13,9,8,2,9,2,11,0,0,3,60,1.784,9.5,1.5,6.6,8.0,1.22,1,2008,MLB,SDP
Brian Falkenborg,30,0,1,.000,4.22,9,0,6,0,0,0,10.2,15,5,5,2,8,1,10,0,0,0,53,2.156,12.7,1.7,6.8,8.4,1.25,1,2008,MLB,SDP
Kevin Cameron,28,0,0,,3.60,10,0,4,0,0,0,10.0,10,9,4,0,6,2,5,0,0,0,46,1.600,9.0,0.0,5.4,4.5,0.83,1,2008,MLB,SDP
Mike Ekstrom,24,0,2,.000,7.45,8,0,1,0,0,0,9.2,14,8,8,2,7,1,6,0,0,0,47,2.172,13.0,1.9,6.5,5.6,0.86,1,2008,MLB,SDP
Brett Tomko,35,0,0,,1.93,6,0,2,0,0,0,9.1,3,2,2,0,5,2,9,0,0,0,36,0.857,2.9,0.0,4.8,8.7,1.80,1,2008,MLB,SDP
Sean Henn*,27,0,0,,7.71,4,0,2,0,0,0,9.1,11,8,8,1,9,1,9,0,0,1,47,2.143,10.6,1.0,8.7,8.7,1.00,1,2008,MLB,SDP
Charlie Haeger,24,0,0,,16.62,4,0,1,0,0,0,4.1,8,10,8,2,5,0,4,2,0,0,28,3.000,16.6,4.2,10.4,8.3,0.80,1,2008,MLB,SDP
