Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Josh Bard#,30,3,11,9,0,1,0,0,0,0,0,0,2,0,.111,.273,.111,.384,1,0,0,0,0,0,,1
Michael Barrett,31,1,4,3,0,2,0,0,0,0,0,0,1,1,.667,.750,.667,1.417,2,0,0,0,0,0,,1
Mike Baxter*,23,24,105,92,13,22,4,1,1,17,3,0,10,12,.239,.324,.337,.661,31,1,2,0,1,0,,1
Robert Blauer*,22,11,36,32,6,7,3,0,2,5,0,0,3,6,.219,.278,.500,.778,16,0,0,0,1,0,,0
Mitch Canham*,23,113,488,417,65,119,28,5,8,81,13,1,66,73,.285,.382,.434,.816,181,7,1,1,3,0,,0
Sam Carter,25,127,548,476,79,134,37,2,14,82,4,2,64,119,.282,.372,.456,.828,217,18,5,2,1,1,,0
Rayner Contreras,21,54,223,194,22,60,10,4,0,27,10,5,21,36,.309,.396,.402,.798,78,7,7,1,0,0,,0
Javis Diaz*,24,104,408,367,69,93,11,3,4,37,28,7,31,86,.253,.315,.332,.648,122,1,4,2,4,1,,0
Luis Durango#,22,17,87,72,20,31,4,1,0,10,1,1,13,7,.431,.506,.514,1.020,37,0,0,0,2,0,,1
Allan Dykstra*,21,7,32,24,5,7,1,0,1,10,0,0,7,7,.292,.469,.458,.927,11,0,1,0,0,0,,1
Jim Edmonds*,38,2,6,6,0,2,0,0,0,0,0,0,0,1,.333,.333,.333,.667,2,0,0,0,0,0,,1
Barry Gunther#,26,15,55,50,11,11,4,0,0,3,0,0,4,7,.220,.273,.300,.573,15,2,0,0,1,0,,0
Jeremy Hunt,24,101,405,350,45,93,22,2,11,52,1,2,41,63,.266,.353,.434,.787,152,14,9,0,5,2,,0
Cedric Hunter*,20,134,641,584,98,186,33,3,11,84,12,6,42,47,.318,.362,.442,.804,258,12,4,0,11,0,,1
Tadahito Iguchi,33,3,11,10,4,4,0,0,2,3,0,0,1,2,.400,.455,1.000,1.455,10,0,0,0,0,0,,1
Brian Joynt,23,76,325,283,63,86,28,1,13,67,5,1,35,61,.304,.382,.548,.929,155,6,3,0,4,0,,0
Tom King,23,19,81,76,8,12,2,0,0,4,0,1,5,15,.158,.210,.184,.394,14,4,0,0,0,0,,0
Kellen Kulbacki*,22,84,362,304,62,101,18,0,20,66,1,2,47,52,.332,.428,.589,1.017,179,2,7,0,4,2,,0
Jesus Lopez,20,99,380,339,44,84,13,0,2,38,2,2,28,41,.248,.307,.304,.611,103,15,3,6,4,0,,0
Aeden McQueary,23,24,85,65,9,7,0,0,0,5,0,0,19,23,.108,.318,.108,.425,7,1,1,0,0,1,,0
Robert Perry*,23,38,146,115,14,19,5,1,0,11,3,2,23,17,.165,.324,.226,.550,26,0,5,1,2,0,,0
Jodam Rivera#,22,79,272,225,39,49,6,1,1,16,4,2,39,39,.218,.335,.267,.601,60,9,2,3,3,0,,0
Keoni Ruth,23,82,319,301,38,74,12,0,5,35,2,0,13,31,.246,.283,.336,.619,101,13,3,1,1,0,,0
Jon Schemmel,25,12,36,31,7,10,2,0,1,3,1,0,5,6,.323,.417,.484,.901,15,0,0,0,0,0,,0
Eric Sogard*,22,133,622,536,97,165,42,3,10,87,16,7,79,62,.308,.394,.453,.847,243,9,1,0,6,3,,1
Matt Stocco,24,1,4,4,1,1,1,0,0,1,0,0,0,1,.250,.250,.500,.750,2,0,0,0,0,0,,0
26 Players,22.6,140,5692,4965,819,1380,286,27,106,744,106,41,599,815,.278,.359,.410,.769,2038,121,58,17,53,10,,0
