Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Tanyon Sturtze,31,4,18,.182,5.18,33,33,0,4,0,0,224.0,271,141,129,33,89,2,137,9,2,7,1008,1.607,10.9,1.3,3.6,5.5,1.54,1,2002,MLB,TBR
Joe Kennedy*,23,8,11,.421,4.53,30,30,0,5,1,0,196.2,204,114,99,23,55,0,109,16,0,4,840,1.317,9.3,1.1,2.5,5.0,1.98,1,2002,MLB,TBR
Paul Wilson,29,6,12,.333,4.83,30,30,0,1,0,0,193.2,219,113,104,29,67,2,111,13,1,4,851,1.477,10.2,1.3,3.1,5.2,1.66,1,2002,MLB,TBR
Ryan Rupe,27,5,10,.333,5.60,15,15,0,2,0,0,90.0,83,60,56,11,25,0,67,10,0,6,382,1.200,8.3,1.1,2.5,6.7,2.68,1,2002,MLB,TBR
Esteban Yan,27,7,8,.467,4.30,55,0,47,0,0,19,69.0,70,35,33,10,29,1,53,3,1,5,305,1.435,9.1,1.3,3.8,6.9,1.83,1,2002,MLB,TBR
Victor Zambrano,26,8,8,.500,5.53,42,11,11,0,0,1,114.0,120,77,70,15,68,5,73,4,0,10,519,1.649,9.5,1.2,5.4,5.8,1.07,1,2002,MLB,TBR
Travis Harper,26,5,9,.357,5.46,37,7,16,0,0,1,85.2,101,54,52,14,27,3,60,9,0,2,394,1.494,10.6,1.5,2.8,6.3,2.22,1,2002,MLB,TBR
Steve Kent*,23,0,2,.000,5.65,34,0,10,0,0,1,57.1,67,41,36,6,38,0,41,3,3,2,272,1.831,10.5,0.9,6.0,6.4,1.08,1,2002,MLB,TBR
Jesus Colome,24,2,7,.222,8.27,32,0,15,0,0,0,41.1,56,41,38,6,33,5,33,2,0,5,204,2.153,12.2,1.3,7.2,7.2,1.00,1,2002,MLB,TBR
Jorge Sosa,24,2,7,.222,5.53,31,14,10,0,0,0,99.1,88,63,61,16,54,0,48,2,0,5,434,1.430,8.0,1.4,4.9,4.3,0.89,1,2002,MLB,TBR
Wilson Alvarez*,32,2,3,.400,5.28,23,10,3,0,0,1,75.0,80,47,44,13,36,3,56,4,0,2,339,1.547,9.6,1.6,4.3,6.7,1.56,1,2002,MLB,TBR
Travis Phelps,24,1,2,.333,4.78,26,0,9,0,0,0,37.2,30,20,20,7,27,0,36,5,2,6,169,1.513,7.2,1.7,6.5,8.6,1.33,1,2002,MLB,TBR
Doug Creek*,33,2,1,.667,6.27,29,0,6,0,0,0,37.1,39,27,26,8,21,1,37,3,0,2,172,1.607,9.4,1.9,5.1,8.9,1.76,1,2002,MLB,TBR
Delvin James,24,0,3,.000,6.55,8,6,2,0,0,0,34.1,40,25,25,5,15,1,17,1,1,2,150,1.602,10.5,1.3,3.9,4.5,1.13,1,2002,MLB,TBR
Lance Carter,27,2,0,1.000,1.33,8,0,7,0,0,2,20.1,15,3,3,2,5,1,14,0,0,0,79,0.984,6.6,0.9,2.2,6.2,2.80,1,2002,MLB,TBR
Luis de los Santos,24,0,3,.000,11.57,3,3,0,0,0,0,14.0,24,19,18,5,4,0,7,3,0,0,71,2.000,15.4,3.2,2.6,4.5,1.75,1,2002,MLB,TBR
Lee Gardner,27,1,1,.500,4.05,12,0,3,0,0,0,13.1,12,11,6,3,8,0,8,3,0,0,65,1.500,8.1,2.0,5.4,5.4,1.00,1,2002,MLB,TBR
Brandon Backe,24,0,0,,6.92,9,0,4,0,0,0,13.0,15,10,10,3,7,0,6,2,0,0,61,1.692,10.4,2.1,4.8,4.2,0.86,1,2002,MLB,TBR
Dewon Brazelton,22,0,1,.000,4.85,2,2,0,0,0,0,13.0,12,7,7,3,6,0,5,2,0,0,51,1.385,8.3,2.1,4.2,3.5,0.83,1,2002,MLB,TBR
Jason Jimenez*,26,0,0,,5.40,5,0,4,0,0,0,6.2,9,4,4,2,1,0,5,0,0,0,29,1.500,12.2,2.7,1.4,6.8,5.00,1,2002,MLB,TBR
Jason Standridge,23,0,0,,9.00,1,0,0,0,0,0,3.0,7,3,3,1,4,0,1,0,0,0,18,3.667,21.0,3.0,12.0,3.0,0.25,1,2002,MLB,TBR
Tom Martin*,32,0,0,,16.20,2,0,2,0,0,0,1.2,5,3,3,0,1,0,1,0,0,0,11,3.600,27.0,0.0,5.4,5.4,1.00,1,2002,MLB,TBR
