Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Rodrigo Lopez,26,15,9,.625,3.57,33,28,0,1,0,0,196.2,172,83,78,23,62,4,136,5,1,2,809,1.190,7.9,1.1,2.8,6.2,2.19,1,2002,MLB,BAL
Sidney Ponson,25,7,9,.438,4.09,28,28,0,3,0,0,176.0,172,84,80,26,63,1,120,2,0,3,736,1.335,8.8,1.3,3.2,6.1,1.90,1,2002,MLB,BAL
Scott Erickson,34,5,12,.294,5.55,29,28,0,3,1,0,160.2,192,109,99,20,68,2,74,8,0,5,719,1.618,10.8,1.1,3.8,4.1,1.09,1,2002,MLB,BAL
Travis Driskill,30,8,8,.500,4.95,29,19,6,0,0,0,132.2,150,78,73,21,48,1,78,8,0,6,589,1.492,10.2,1.4,3.3,5.3,1.63,1,2002,MLB,BAL
Jason Johnson,28,5,14,.263,4.59,22,22,0,1,0,0,131.1,141,68,67,19,41,2,97,6,0,4,561,1.386,9.7,1.3,2.8,6.6,2.37,1,2002,MLB,BAL
John Stephens,22,2,5,.286,6.09,12,11,0,0,0,0,65.0,68,44,44,13,22,2,56,3,0,2,281,1.385,9.4,1.8,3.0,7.8,2.55,1,2002,MLB,BAL
Jorge Julio,23,5,6,.455,1.99,67,0,61,0,0,25,68.0,55,22,15,5,27,3,55,2,0,8,289,1.206,7.3,0.7,3.6,7.3,2.04,1,2002,MLB,BAL
Rick Bauer,25,6,7,.462,3.98,56,1,15,0,0,1,83.2,84,41,37,12,36,4,45,4,0,4,358,1.434,9.0,1.3,3.9,4.8,1.25,1,2002,MLB,BAL
Willis Roberts,27,5,4,.556,3.36,66,0,24,0,0,1,75.0,79,34,28,5,32,3,51,4,0,7,334,1.480,9.5,0.6,3.8,6.1,1.59,1,2002,MLB,BAL
Buddy Groom*,36,3,2,.600,1.60,70,0,17,0,0,2,62.0,44,11,11,4,12,3,48,2,0,0,239,0.903,6.4,0.6,1.7,7.0,4.00,1,2002,MLB,BAL
B.J. Ryan*,26,2,1,.667,4.68,67,0,13,0,0,1,57.2,51,31,30,7,33,4,56,4,0,4,252,1.457,8.0,1.1,5.2,8.7,1.70,1,2002,MLB,BAL
Calvin Maduro,27,2,5,.286,5.56,12,10,2,0,0,0,56.2,64,37,35,12,22,1,29,1,0,1,253,1.518,10.2,1.9,3.5,4.6,1.32,1,2002,MLB,BAL
Sean Douglass,23,0,5,.000,6.08,15,8,2,0,0,0,53.1,58,41,36,10,35,2,44,2,0,3,245,1.744,9.8,1.7,5.9,7.4,1.26,1,2002,MLB,BAL
Chris Brock,32,2,1,.667,4.70,22,0,3,0,0,0,44.0,52,24,23,6,14,1,21,1,0,0,192,1.500,10.6,1.2,2.9,4.3,1.50,1,2002,MLB,BAL
Josh Towers,25,0,3,.000,7.90,5,3,1,0,0,0,27.1,42,24,24,11,5,0,13,0,0,1,124,1.720,13.8,3.6,1.6,4.3,2.60,1,2002,MLB,BAL
Yorkis Perez*,34,0,0,,3.29,23,0,8,0,0,1,27.1,21,12,10,4,14,1,25,0,0,3,120,1.280,6.9,1.3,4.6,8.2,1.79,1,2002,MLB,BAL
Pat Hentgen,33,0,4,.000,7.77,4,4,0,0,0,0,22.0,31,20,19,6,10,0,11,0,0,1,103,1.864,12.7,2.5,4.1,4.5,1.10,1,2002,MLB,BAL
Eric DuBose*,26,0,0,,3.00,4,0,2,0,0,0,6.0,7,2,2,1,1,0,4,1,0,0,25,1.333,10.5,1.5,1.5,6.0,4.00,1,2002,MLB,BAL
Steve Bechler,22,0,0,,13.50,3,0,0,0,0,0,4.2,6,7,7,3,4,0,3,1,0,0,25,2.143,11.6,5.8,7.7,5.8,0.75,1,2002,MLB,BAL
Erik Bedard*,23,0,0,,13.50,2,0,0,0,0,0,0.2,2,1,1,0,0,0,1,0,0,0,4,3.000,27.0,0.0,0.0,13.5,,1,2002,MLB,BAL
