Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jason Jennings,23,16,8,.667,4.52,32,32,0,0,0,0,185.1,201,102,93,26,70,2,127,8,0,10,808,1.462,9.8,1.3,3.4,6.2,1.81,1,2002,MLB,COL
Mike Hampton*,29,7,15,.318,6.15,30,30,0,0,0,0,178.2,228,135,122,24,91,4,74,7,2,9,838,1.785,11.5,1.2,4.6,3.7,0.81,1,2002,MLB,COL
Denny Neagle*,33,8,11,.421,5.26,35,28,0,1,0,0,164.1,170,101,96,26,63,5,111,10,1,4,724,1.418,9.3,1.4,3.5,6.1,1.76,1,2002,MLB,COL
Denny Stark,27,11,4,.733,4.00,32,20,1,0,0,0,128.1,108,69,57,25,64,4,64,5,0,2,554,1.340,7.6,1.8,4.5,4.5,1.00,1,2002,MLB,COL
John Thomson,28,7,8,.467,4.88,21,21,0,0,0,0,127.1,136,77,69,21,27,6,76,2,0,2,550,1.280,9.6,1.5,1.9,5.4,2.81,1,2002,MLB,COL
Shawn Chacon,24,5,11,.313,5.73,21,21,0,0,0,0,119.1,122,84,76,25,60,3,67,7,1,0,537,1.525,9.2,1.9,4.5,5.1,1.12,1,2002,MLB,COL
Jose Jimenez,28,2,10,.167,3.56,74,0,69,0,0,41,73.1,76,34,29,7,11,4,47,3,0,0,307,1.186,9.3,0.9,1.4,5.8,4.27,1,2002,MLB,COL
Todd Jones,34,1,4,.200,4.70,79,0,20,0,0,1,82.1,84,43,43,10,28,3,73,3,0,1,352,1.360,9.2,1.1,3.1,8.0,2.61,1,2002,MLB,COL
Justin Speier,28,5,1,.833,4.33,63,0,7,0,0,1,62.1,51,31,30,9,19,4,47,3,2,1,259,1.123,7.4,1.3,2.7,6.8,2.47,1,2002,MLB,COL
Kent Mercker*,34,3,1,.750,6.14,58,0,8,0,0,0,44.0,55,33,30,12,22,2,37,2,0,1,208,1.750,11.3,2.5,4.5,7.6,1.68,1,2002,MLB,COL
Dennys Reyes*,25,0,1,.000,4.24,43,0,13,0,0,0,40.1,43,19,19,1,24,3,30,0,0,4,182,1.661,9.6,0.2,5.4,6.7,1.25,1,2002,MLB,COL
Rick White,33,2,6,.250,6.20,41,0,8,0,0,0,40.2,49,30,28,4,18,4,27,1,0,3,182,1.648,10.8,0.9,4.0,6.0,1.50,1,2002,MLB,COL
Chris Nichting,36,1,1,.500,4.46,29,0,5,0,0,0,36.1,40,18,18,7,5,0,25,1,0,1,151,1.239,9.9,1.7,1.2,6.2,5.00,1,2002,MLB,COL
Aaron Cook,23,2,1,.667,4.54,9,5,1,0,0,0,35.2,41,18,18,4,13,0,14,2,0,0,154,1.514,10.3,1.0,3.3,3.5,1.08,1,2002,MLB,COL
Brian Fuentes*,26,2,0,1.000,4.73,31,0,9,0,0,0,26.2,25,14,14,4,13,0,38,3,0,1,118,1.425,8.4,1.4,4.4,12.8,2.92,1,2002,MLB,COL
Victor Santos,25,0,4,.000,10.38,24,2,6,0,0,0,26.0,41,30,30,3,22,3,25,0,0,2,140,2.423,14.2,1.0,7.6,8.7,1.14,1,2002,MLB,COL
Randy Flores*,26,0,2,.000,9.53,8,2,4,0,0,0,17.0,29,19,18,5,8,1,7,3,0,1,88,2.176,15.4,2.6,4.2,3.7,0.88,1,2002,MLB,COL
Mark Corey,27,0,0,,12.00,14,0,3,0,0,0,12.0,22,16,16,7,8,1,12,2,0,0,66,2.500,16.5,5.3,6.0,9.0,1.50,1,2002,MLB,COL
Mike James,34,0,0,,5.56,13,0,6,0,0,0,11.1,12,9,7,2,5,0,10,1,0,0,51,1.500,9.5,1.6,4.0,7.9,2.00,1,2002,MLB,COL
Sean Lowe,31,1,1,.500,8.71,8,0,0,0,0,0,10.1,16,13,10,1,7,0,7,0,0,0,53,2.226,13.9,0.9,6.1,6.1,1.00,1,2002,MLB,COL
Cory Vance*,23,0,0,,6.75,2,1,0,0,0,0,4.0,4,3,3,2,4,0,1,1,0,0,20,2.000,9.0,4.5,9.0,2.3,0.25,1,2002,MLB,COL
Todd Zeile,36,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,3,1.000,9.0,0.0,0.0,9.0,,1,2002,MLB,COL
